Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
43183.5937	-0.3564	-1.5460	0.6676	-2.8299	8.9558	2.6837	-0.4514	-0.8583	0.0976	43183.5937	1.0978	-0.7187	0.2166	0.7438	9.8748	0.1637	-0.6346	-0.7930	0.4237	43183.5937	0.2813	0.4753	-0.1349	-0.4112	4.0188	-8.7804	0.3400	0.5292	1.3480	43183.5937	1.7450	1.4629	-0.7768	0.5756	9.6026	2.5436	0.2412	-0.4856	-0.7096	43183.5937	3509012139.8125	3509012096.6289	-0.0923	0.5817	-0.0861	0.6369	9.6708	0.8551	0.3143	-0.7106	-0.5053	43183.5937	0.4158	-0.2427	-0.5660	0.0804	5.6300	-8.0906	0.1460	1.4244	0.7254	43183.5937	0.2699	2.1190	-0.3896	0.0453	9.8761	-0.3235	-0.5473	-0.6801	-0.3111	0.0000	0.0000
43193.3594	-0.3564	-1.5460	0.6676	-2.8292	8.9558	2.7589	-0.4667	-0.8718	0.1020	43193.3594	-0.3187	-0.8866	-0.1050	0.5846	9.7187	0.1668	-0.6346	-0.8047	0.4194	43193.3594	0.2813	0.4753	-0.1349	-0.4891	4.1764	-8.7043	0.3260	0.5062	1.3304	43193.3594	1.7450	1.4629	-0.7768	0.5779	9.5263	2.7759	0.2608	-0.4815	-0.7143	43193.3594	3509012139.8223	3509012096.6289	-0.9176	0.9720	-0.3426	0.6369	9.7485	0.8544	0.3061	-0.6170	-0.5116	43193.3594	0.6803	-0.2659	-0.6489	0.0016	5.7070	-8.0905	0.1200	1.3950	0.6831	43193.3594	0.2699	2.1190	-0.3896	0.1249	9.8761	-0.3235	-0.5529	-0.6571	-0.3157	0.0000	0.0000
43203.1250	-0.3564	-1.5460	0.6676	-2.9081	9.0322	2.8342	-0.4686	-0.9087	0.0889	43203.1250	-0.3187	-0.8866	-0.1050	0.5846	9.6399	0.0898	-0.6500	-0.8086	0.4215	43203.1250	0.1392	0.1676	-0.0149	-0.4891	4.1749	-8.8580	0.3260	0.5479	1.4075	43203.1250	1.7450	1.4629	-0.7768	0.5779	9.5263	2.7759	0.2314	-0.4959	-0.7049	43203.1250	3509012139.8321	3509012096.6289	-0.9176	0.9720	-0.3426	0.7934	9.7477	0.7754	0.3061	-0.6170	-0.5116	43203.1250	0.6803	-0.2659	-0.6489	0.0024	5.7856	-8.0125	0.1440	1.4349	0.6667	43203.1250	-0.0835	3.6779	0.7762	0.2045	9.9526	-0.3243	-0.5417	-0.6743	-0.3272	0.0000	0.0000
43212.8906	1.0748	0.5876	-0.4653	-2.9879	9.1850	2.8334	-0.4743	-0.9010	0.0911	43212.8906	-0.3187	-0.8866	-0.1050	0.5050	9.7172	0.0096	-0.6500	-0.8086	0.4215	43212.8906	0.1392	0.1676	-0.0149	-0.6448	4.1765	-8.7028	0.3260	0.5479	1.4075	43212.8906	-1.5766	4.3979	-0.9907	0.5749	9.5263	2.4671	0.2412	-0.4691	-0.7073	43212.8906	3509012139.8418	3509012096.6289	-0.9176	0.9720	-0.3426	0.8716	9.6723	1.0132	0.3020	-0.6404	-0.5221	43212.8906	0.6803	-0.2659	-0.6489	0.1592	5.7839	-8.0952	0.1400	1.4265	0.7230	43212.8906	-0.0835	3.6779	0.7762	0.1249	9.8761	-0.3235	-0.5473	-0.7031	-0.3364	0.0000	0.0000
43222.6562	1.0748	0.5876	-0.4653	-2.9878	9.1086	2.8342	-0.4610	-0.8602	0.0954	43222.6562	0.6035	-0.5434	-0.8390	0.3458	9.7187	0.1668	-0.6385	-0.8164	0.4215	43222.6562	0.1392	0.1676	-0.0149	-0.5669	4.2541	-8.7812	0.3159	0.5062	1.3700	43222.6562	-1.5766	4.3979	-0.9907	0.5756	9.6026	2.5436	0.2412	-0.4691	-0.7073	43222.6562	3509012139.8516	3509012096.6289	-0.5248	1.7476	-0.6718	0.8716	9.7485	0.8544	0.3082	-0.6596	-0.5095	43222.6562	0.6803	-0.2659	-0.6489	0.0812	5.7086	-8.0126	0.1400	1.4265	0.7230	43222.6562	-0.0835	3.6779	0.7762	0.2825	9.7981	-0.4783	-0.5510	-0.7011	-0.3088	0.0000	0.0000
43232.4219	1.0748	0.5876	-0.4653	-2.8270	9.1086	2.9830	-0.4590	-0.8466	0.0998	43232.4219	0.6035	-0.5434	-0.8390	0.5050	9.7968	0.1652	-0.6231	-0.7910	0.4215	43232.4219	-0.1521	-0.0538	-0.3031	-0.5669	4.1749	-8.8572	0.3320	0.5500	1.3546	43232.4219	-1.5766	4.3979	-0.9907	0.4216	9.4499	2.6238	0.2569	-0.5144	-0.7166	43232.4219	3509012139.8614	3509012096.6289	-0.5248	1.7476	-0.6718	0.9499	9.6708	0.8551	0.3082	-0.6596	-0.5095	43232.4219	0.8517	-0.1962	-0.6697	0.1600	5.7085	-8.0141	0.1400	1.4118	0.6808	43232.4219	2.0425	2.9514	0.4184	0.2833	9.7989	-0.4005	-0.5529	-0.7203	-0.3295	0.0000	0.0000
43242.1875	0.2028	3.0050	-1.3727	-2.8277	9.0322	2.9086	-0.4590	-0.8699	0.0868	43242.1875	0.6035	-0.5434	-0.8390	0.5050	9.7180	0.0882	-0.6231	-0.7910	0.4215	43242.1875	-0.1521	-0.0538	-0.3031	-0.3333	4.1764	-8.7059	0.3320	0.5500	1.3546	43242.1875	-0.2296	3.9724	-0.9842	0.5749	9.5263	2.4671	0.2333	-0.4527	-0.7049	43242.1875	3509012139.8711	3509012096.6289	-0.5248	1.7476	-0.6718	1.0281	9.7493	0.9334	0.2796	-0.6447	-0.5158	43242.1875	0.8517	-0.1962	-0.6697	0.0016	5.7840	-8.0921	0.1340	1.4223	0.6714	43242.1875	2.0425	2.9514	0.4184	0.2053	9.8004	-0.2450	-0.5566	-0.6877	-0.3203	0.0000	0.0000
