Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
1631181.6406	2.9559	-0.9501	-1.1460	-0.6866	9.6432	1.8282	-0.3314	-0.8350	0.3254	1632597.6562	1.4399	-1.6849	-3.8655	-1.1667	9.7030	-1.4054	-0.2135	-0.7402	0.5634	1632597.6562	-0.2933	0.4362	-0.1904	-0.0219	4.5700	-8.5593	0.1992	0.0021	1.2621	1632421.8750	-6.4748	2.6227	11.2189	0.1841	9.7554	2.0828	0.1922	-0.4527	-0.7728	1632597.6562	3509013729.1619	3509012096.5643	-9.5268	-6.7976	-44.5618	2.5929	8.9401	-2.2190	-0.0592	-0.6809	-0.3726	1632597.6562	37.6389	-13.9049	-3.8601	-0.6373	4.6120	-8.9315	-0.1380	1.4622	0.6643	1630341.7969	-2.7249	2.2098	-0.2092	-0.1054	9.8082	0.5325	-0.4954	-0.6149	-0.4171	0.0000	0.0000
1631191.4062	2.9559	-0.9501	-1.1460	-0.6873	9.5668	1.7537	-0.3257	-0.8175	0.3189	1632607.4219	1.4399	-1.6849	-3.8655	-1.0075	9.7834	-1.1711	-0.1962	-0.7812	0.5763	1632607.4219	-0.2933	0.4362	-0.1904	0.0560	4.5700	-8.5601	0.1952	0.0042	1.2445	1632431.6406	-7.3932	2.7348	14.2204	0.2607	9.6026	2.0063	0.1882	-0.4588	-0.7635	1632607.4219	3509013729.1717	3509012096.5643	-9.5268	-6.7976	-44.5618	2.9059	8.9441	-1.8240	-0.0592	-0.6809	-0.3726	1632607.4219	37.6389	-13.9049	-3.8601	-0.0047	5.2324	-8.7177	-0.1260	1.4559	0.6620	1630351.5625	-2.7249	2.2098	-0.2092	-0.1842	9.8090	0.6103	-0.5046	-0.6245	-0.3986	0.0000	0.0000
1631201.1719	2.9559	-0.9501	-1.1460	-0.7655	9.7196	1.9034	-0.3352	-0.8466	0.3167	1632617.1875	-0.5992	0.6565	-1.7272	-1.0075	9.7842	-1.0925	-0.1962	-0.7812	0.5763	1632617.1875	-0.1182	0.1305	-0.3320	0.0560	4.4924	-8.4825	0.2093	0.0333	1.2070	1632441.4062	-7.3932	2.7348	14.2204	0.1036	9.6026	1.7763	0.2020	-0.4115	-0.7588	1632617.1875	3509013729.1815	3509012096.5643	-7.8282	3.2573	-34.6894	3.2188	8.6307	-2.0579	-0.0837	-0.6787	-0.3726	1632617.1875	34.0750	-19.4838	-9.0768	-0.0834	4.9245	-8.7100	-0.1360	1.4706	0.7066	1630361.3281	-2.4061	4.5104	-0.2674	-0.0258	9.8082	0.5325	-0.5046	-0.5920	-0.4194	0.0000	0.0000
1631210.9375	2.3818	-0.3460	-1.6555	-0.8452	9.5668	1.9057	-0.3276	-0.8175	0.3232	1632626.9531	-0.5992	0.6565	-1.7272	-1.0075	9.7046	-1.2481	-0.1846	-0.7402	0.5763	1632626.9531	-0.1182	0.1305	-0.3320	-0.0219	4.4924	-8.4817	0.2093	0.0333	1.2070	1632451.1719	-7.3932	2.7348	14.2204	0.1787	9.6790	1.5432	0.2020	-0.4115	-0.7588	1632626.9531	3509013729.1912	3509012096.5643	-7.8282	3.2573	-34.6894	3.2188	8.6307	-2.0579	-0.0776	-0.6766	-0.3747	1632626.9531	34.0750	-19.4838	-9.0768	-0.6334	5.0049	-8.5414	-0.1280	1.4307	0.6573	1630371.0937	-2.4061	4.5104	-0.2674	-0.1873	9.8059	0.2993	-0.4954	-0.6226	-0.4171	0.0000	0.0000
1631220.7031	2.3818	-0.3460	-1.6555	-0.7648	9.7196	1.9786	-0.3238	-0.8000	0.3319	1632636.7187	-0.5992	0.6565	-1.7272	-1.2463	9.7022	-1.4840	-0.2058	-0.7480	0.5699	1632636.7187	-0.1182	0.1305	-0.3320	-0.0219	4.4932	-8.4049	0.1972	0.0208	1.2577	1632460.9375	-12.5057	6.1110	19.5510	0.1028	9.6790	1.6983	0.2059	-0.4671	-0.7541	1632636.7187	3509013729.2010	3509012096.5643	-7.8282	3.2573	-34.6894	3.6883	7.7793	-1.6543	-0.0633	-0.6979	-0.3768	1632636.7187	34.0750	-19.4838	-9.0768	-0.9532	4.0716	-8.9940	-0.1280	1.4307	0.6573	1630380.8594	-2.4061	4.5104	-0.2674	-0.1850	9.8082	0.5325	-0.4972	-0.6360	-0.4147	0.0000	0.0000
1631230.4687	2.3818	-0.3460	-1.6555	-0.8452	9.5668	1.9057	-0.3181	-0.7825	0.3254	1632646.4844	-0.5992	0.6565	-1.7272	-1.2463	9.6250	-1.4038	-0.2058	-0.7480	0.5699	1632646.4844	-0.4186	0.2065	-0.1458	-0.0219	4.5716	-8.4056	0.1871	0.0250	1.2555	1632470.7031	-12.5057	6.1110	19.5510	-0.1309	9.9081	1.5440	0.1863	-0.4733	-0.7494	1632646.4844	3509013729.2108	3509012096.5643	-4.9184	16.6776	-13.4034	4.5489	7.1596	-1.4111	-0.0633	-0.6979	-0.3768	1632646.4844	0.2908	-5.8091	-3.6922	-2.1478	2.8149	-10.2186	-0.1400	1.4370	0.6690	1630390.6250	-1.4507	6.4174	-0.5633	-0.1850	9.7317	0.5333	-0.5065	-0.6437	-0.4124	0.0000	0.0000
1631240.2344	2.3818	-0.3460	-1.6555	-0.6850	9.4141	1.9809	-0.3410	-0.8485	0.3232	1632656.2500	-0.0051	9.3940	2.6613	-0.9279	9.8583	-1.4871	-0.1962	-0.7695	0.5720	1632656.2500	-0.4186	0.2065	-0.1458	0.1338	4.3348	-8.5585	0.2113	0.0500	1.2115	1632480.4687	-12.5057	6.1110	19.5510	-0.1309	9.9081	1.5440	0.2137	-0.4444	-0.7541	1632656.2500	3509013729.2205	3509012096.5643	-4.9184	16.6776	-13.4034	5.3313	6.6939	-1.3274	-0.0755	-0.6851	-0.3663	1632656.2500	0.2908	-5.8091	-3.6922	-1.6787	1.6520	-10.6027	-0.1360	1.4454	0.6972	1630400.3906	-1.4507	6.4174	-0.5633	-0.1046	9.6561	0.6118	-0.5065	-0.6590	-0.4217	0.0000	0.0000
