Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
2696650.3906	2.9696	-2.1469	0.1402	-0.9211	9.4141	2.2840	-0.2552	-0.7981	0.3145	2698242.1875	0.0755	1.2929	-0.4877	0.0274	9.7858	-0.9353	-0.4462	-0.7461	0.4000	2698242.1875	0.0154	0.0164	-0.0608	2.0024	4.9666	-8.1225	-0.0905	0.0979	1.3392	2697724.6094	1.8368	-0.6268	-0.5590	0.9734	9.1444	3.6250	0.0882	-0.3107	-0.8876	2698242.1875	3509014794.7639	3509012096.5217	0.1303	-0.2764	0.8396	0.4022	9.7556	1.5654	0.2020	-0.5681	-0.5642	2698242.1875	-0.1919	0.3861	-0.4639	-0.7910	4.9279	-8.5367	0.0560	1.4496	0.6432	2695214.8437	-3.4884	-0.1665	1.0185	0.4223	9.3199	-2.4176	-0.5510	-0.7471	-0.2535	0.0000	0.0000
2696660.1562	2.9696	-2.1469	0.1402	-1.0001	9.6432	2.3578	-0.2267	-0.7612	0.3297	2698251.9531	0.0755	1.2929	-0.4877	0.0274	9.6321	-0.6963	-0.4885	-0.7832	0.3914	2698251.9531	0.0154	0.0164	-0.0608	1.8467	5.0465	-7.9681	-0.1227	0.1250	1.3965	2697734.3750	1.8368	-0.6268	-0.5590	0.8163	9.1444	3.3950	0.0882	-0.3107	-0.8876	2698251.9531	3509014794.7736	3509012096.5217	0.1303	-0.2764	0.8396	0.4022	9.6795	1.7242	0.2020	-0.5681	-0.5642	2698251.9531	-0.1919	0.3861	-0.4639	-0.7910	4.9279	-8.5367	0.0500	1.4433	0.6784	2695224.6094	-3.4884	-0.1665	1.0185	0.4239	9.3979	-2.2629	-0.5306	-0.7471	-0.2512	0.0000	0.0000
2696669.9219	2.9696	-2.1469	0.1402	-0.9226	9.5668	2.1321	-0.2495	-0.8097	0.3189	2698261.7187	0.0433	0.2635	-0.0742	-0.0522	9.7093	-0.7765	-0.4615	-0.8125	0.3978	2698261.7187	-0.0283	0.0926	-0.0140	1.8467	4.9666	-8.1210	-0.1227	0.0771	1.3811	2697744.1406	1.8368	-0.6919	-0.1019	1.0507	9.2208	3.6235	0.0882	-0.3333	-0.8806	2698261.7187	3509014794.7834	3509012096.5217	-0.2210	0.9498	0.7600	0.4804	9.6795	1.7242	0.2020	-0.5894	-0.5663	2698261.7187	-0.1919	0.3861	-0.4639	-0.7131	5.0803	-8.6209	0.0500	1.4433	0.6784	2695234.3750	-3.2180	0.7568	2.2048	0.5004	9.4713	-2.5747	-0.5529	-0.7874	-0.2465	0.0000	0.0000
2696679.6875	3.5237	-0.1273	-0.1218	-0.9226	9.4141	2.1337	-0.2438	-0.7748	0.3167	2698271.4844	0.0433	0.2635	-0.0742	0.1070	9.7866	-0.8567	-0.4615	-0.8125	0.3978	2698271.4844	-0.0283	0.0926	-0.0140	1.8467	4.9689	-7.8905	-0.1227	0.0771	1.3811	2697753.9062	1.8368	-0.6919	-0.1019	0.8194	9.0680	3.7045	0.0725	-0.3642	-0.8946	2698271.4844	3509014794.7932	3509012096.5217	-0.2210	0.9498	0.7600	0.4804	9.6779	1.5662	0.1980	-0.5553	-0.5642	2698271.4844	-0.1919	0.3861	-0.4639	-0.7918	5.0033	-8.6178	0.0520	1.4349	0.6244	2695244.1406	-3.2180	0.7568	2.2048	0.4216	9.3956	-2.4961	-0.5473	-0.7452	-0.2396	0.0000	0.0000
2696689.4531	3.5237	-0.1273	-0.1218	-0.7632	9.4905	2.1313	-0.2438	-0.8136	0.2993	2698281.2500	0.0433	0.2635	-0.0742	-0.0522	9.7101	-0.6979	-0.4519	-0.7852	0.3935	2698281.2500	-0.0283	0.0926	-0.0140	1.9246	5.0465	-7.9689	-0.1107	0.1125	1.3546	2697763.6719	1.8368	-0.6919	-0.1019	0.8952	9.2208	3.5478	0.0804	-0.3333	-0.8806	2698281.2500	3509014794.8029	3509012096.5217	-0.2210	0.9498	0.7600	0.5587	9.7564	1.6444	0.2163	-0.5574	-0.5768	2698281.2500	0.1530	0.3221	-0.3083	-0.7934	5.0002	-8.7769	0.0420	1.4622	0.6596	2695253.9062	-3.2180	0.7568	2.2048	0.4208	9.3948	-2.5739	-0.5455	-0.7644	-0.2442	0.0000	0.0000
2696699.2187	3.5237	-0.1273	-0.1218	-0.9211	9.4905	2.2833	-0.2400	-0.7845	0.3145	2698291.0156	0.0119	0.2346	-0.1339	-0.1318	9.7101	-0.6979	-0.4750	-0.7754	0.4022	2698291.0156	0.0758	0.0158	-0.0614	1.9246	4.9681	-7.9681	-0.1489	0.0917	1.4031	2697773.4375	1.6685	-0.7542	-0.0924	0.7404	9.2971	3.5486	0.0804	-0.3333	-0.8806	2698291.0156	3509014794.8127	3509012096.5217	-0.2982	-0.2568	0.6560	0.4022	9.7556	1.5654	0.2163	-0.5574	-0.5768	2698291.0156	0.1530	0.3221	-0.3083	-0.7918	5.0033	-8.6178	0.0420	1.4139	0.6761	2695263.6719	-2.4664	1.2865	2.8263	0.5012	9.3956	-2.4961	-0.5399	-0.7050	-0.2396	0.0000	0.0000
2696708.9844	3.2511	-2.5946	-0.1957	-0.8429	9.5668	2.1313	-0.2324	-0.8039	0.3167	2698300.7812	0.0119	0.2346	-0.1339	-0.0522	9.8638	-0.9368	-0.4769	-0.8066	0.3935	2698300.7812	0.0758	0.0158	-0.0614	1.9246	4.8912	-7.8137	-0.1429	0.0917	1.3833	2697783.2031	1.6685	-0.7542	-0.0924	0.8952	9.2971	3.5471	0.0843	-0.3560	-0.8923	2698300.7812	3509014794.8225	3509012096.5217	-0.2982	-0.2568	0.6560	0.4022	9.7572	1.7234	0.2061	-0.5702	-0.5726	2698300.7812	0.1530	0.3221	-0.3083	-0.7903	5.0065	-8.4587	0.0420	1.4139	0.6761	2695273.4375	-2.4664	1.2865	2.8263	0.6596	9.4713	-2.5747	-0.5195	-0.7261	-0.2465	0.0000	0.0000
