Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
2518691.4062	0.3510	-5.4806	1.0347	-1.0820	9.4905	2.1345	0.3486	-0.7709	0.0087	2520283.2031	0.5788	-0.7527	-0.4024	-0.2114	9.7952	0.0080	0.2327	-0.8848	0.1720	2520283.2031	-0.4604	0.3818	0.3125	1.6910	5.2803	-8.1225	0.1489	-0.6021	0.5837	2519765.6250	3.3063	-3.9951	3.3020	0.4232	9.4499	2.7782	-0.7078	-0.6296	-0.3607	2520283.2031	3509014616.8124	3509012096.5292	-0.1522	-8.1599	1.5419	0.2457	9.6795	1.7242	-0.5327	-0.6872	-0.3179	2520283.2031	-0.2038	0.1018	-0.0851	-0.6319	5.3160	-8.3885	-0.3100	0.7122	0.1948	2517441.4062	12.4413	-0.3178	-7.7715	1.5336	9.4697	-2.7302	-0.4360	-0.5096	0.5346	0.0000	0.0000
2518701.1719	0.3510	-5.4806	1.0347	-1.1617	9.5668	2.1345	0.3600	-0.7670	-0.0087	2520292.9687	0.5788	-0.7527	-0.4024	-0.1318	9.8717	-0.1508	0.2673	-0.8750	0.1806	2520292.9687	-0.4604	0.3818	0.3125	1.6131	5.2834	-7.8145	0.1670	-0.6417	0.5374	2519775.3906	3.3063	-3.9951	3.3020	0.4990	9.4499	2.6231	-0.6647	-0.5844	-0.3607	2520292.9687	3509014616.8222	3509012096.5292	-1.2027	-5.5970	1.6288	0.2457	9.6787	1.6452	-0.5816	-0.6532	-0.3011	2520292.9687	-0.2038	0.1018	-0.0851	-0.6319	5.2390	-8.3869	-0.3180	0.7416	0.2629	2517451.1719	10.6253	-6.8564	-6.8351	1.6148	9.3948	-2.5739	-0.4193	-0.5192	0.5138	0.0000	0.0000
2518710.9375	0.7243	-7.1413	2.0449	-1.0805	9.6432	2.2834	0.3295	-0.7709	0.0087	2520302.7344	0.5788	-0.7527	-0.4024	0.1866	9.7944	-0.0706	0.2673	-0.8750	0.1806	2520302.7344	-0.6688	0.5325	-0.2161	1.7689	5.3602	-7.9705	0.1670	-0.6417	0.5374	2519785.1562	3.3063	-3.9951	3.3020	0.5748	9.6026	2.4664	-0.7000	-0.5679	-0.3302	2520302.7344	3509014616.8319	3509012096.5292	-1.2027	-5.5970	1.6288	0.3240	9.7564	1.6444	-0.5755	-0.6617	-0.3558	2520302.7344	-0.2038	0.1018	-0.0851	-0.5531	5.2390	-8.3885	-0.3180	0.7416	0.2629	2517460.9375	10.6253	-6.8564	-6.8351	1.7740	9.3184	-2.5731	-0.4026	-0.5441	0.5230	0.0000	0.0000
2518720.7031	0.7243	-7.1413	2.0449	-1.0828	9.5668	2.0585	0.3676	-0.7592	0.0000	2520312.5000	0.7238	-1.9815	-1.1288	0.1866	9.7960	0.0866	0.2385	-0.8672	0.1978	2520312.5000	-0.6688	0.5325	-0.2161	1.7689	5.2826	-7.8928	0.1751	-0.5917	0.5595	2519794.9219	3.3216	2.9778	0.6393	0.5756	9.6026	2.5436	-0.7000	-0.5679	-0.3302	2520312.5000	3509014616.8417	3509012096.5292	-1.2027	-5.5970	1.6288	0.4022	9.7572	1.7234	-0.5755	-0.6617	-0.3558	2520312.5000	0.1863	0.1929	-0.0977	-0.7099	5.3176	-8.3073	-0.3600	0.6912	0.2441	2517470.7031	10.6253	-6.8564	-6.8351	1.8528	9.3176	-2.6509	-0.4100	-0.5287	0.5253	0.0000	0.0000
2518730.4687	0.7243	-7.1413	2.0449	-1.0828	9.4905	2.0593	0.3352	-0.7631	0.0000	2520322.2656	0.7238	-1.9815	-1.1288	0.1070	9.7944	-0.0706	0.2327	-0.8730	0.1742	2520322.2656	-0.6688	0.5325	-0.2161	1.7689	5.2818	-7.9697	0.1509	-0.6083	0.5793	2519804.6875	3.3216	2.9778	0.6393	0.7304	9.6026	2.5420	-0.7000	-0.6008	-0.3653	2520322.2656	3509014616.8515	3509012096.5292	-0.5828	-4.6862	1.1478	0.2457	9.6779	1.5662	-0.5367	-0.6574	-0.3305	2520322.2656	0.1863	0.1929	-0.0977	-0.7131	5.3112	-8.6255	-0.3160	0.7080	0.1948	2517480.4687	11.9393	-16.1495	-9.2971	1.6952	9.3191	-2.4954	-0.4249	-0.5460	0.5069	0.0000	0.0000
2518740.2344	-0.4150	-5.6571	2.1022	-1.0835	9.5668	1.9833	0.3657	-0.7573	-0.0087	2520332.0312	0.7238	-1.9815	-1.1288	0.0274	9.6391	0.0111	0.2327	-0.8730	0.1742	2520332.0312	-0.6090	-0.2520	-0.1333	1.7689	5.2818	-7.9697	0.1509	-0.6083	0.5793	2519814.4531	3.3216	2.9778	0.6393	0.7304	9.5263	2.5428	-0.6784	-0.5988	-0.3724	2520332.0312	3509014616.8612	3509012096.5292	-0.5828	-4.6862	1.1478	0.0892	9.6017	1.7250	-0.5918	-0.6468	-0.2968	2520332.0312	0.1863	0.1929	-0.0977	-0.5547	5.2358	-8.5476	-0.3060	0.7227	0.2582	2517490.2344	11.9393	-16.1495	-9.2971	1.5344	9.2411	-2.6501	-0.4100	-0.5000	0.5300	0.0000	0.0000
2518750.0000	-0.4150	-5.6571	2.1022	-1.0843	9.3377	1.9104	0.3333	-0.7631	-0.0043	2520341.7969	0.8759	-3.2699	-1.2067	-0.1318	9.7944	-0.0706	0.2885	-0.8242	0.1828	2520341.7969	-0.6090	-0.2520	-0.1333	1.6910	5.2049	-7.8145	0.1710	-0.6458	0.5396	2519824.2187	0.2296	7.6349	-2.0586	0.8055	9.3735	2.3120	-0.6784	-0.5679	-0.3372	2520341.7969	3509014616.8710	3509012096.5292	-0.5828	-4.6862	1.1478	0.2457	9.6017	1.7250	-0.5918	-0.6468	-0.2968	2520341.7969	0.3142	-0.2161	0.2031	-0.5539	5.1604	-8.4665	-0.3060	0.7227	0.2582	2517500.0000	11.9393	-16.1495	-9.2971	1.4541	9.0874	-2.7264	-0.4174	-0.5479	0.5184	0.0000	0.0000
