Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
1773681.6406	3.7869	-8.9056	1.2537	-1.1617	9.6432	2.1338	0.3829	-0.7612	-0.1063	1775097.6562	-0.6392	-3.7132	-0.7730	-1.4851	9.2238	-2.4965	0.4615	-0.7031	0.3505	1775097.6562	-0.1087	-0.1483	-0.1981	-0.2555	4.4916	-8.5562	0.4064	-0.4729	0.6013	1774580.0781	-2.4644	2.5312	1.6839	-0.1285	9.6790	1.7778	-0.5020	-0.6049	-0.4356	1775097.6562	3509013871.6529	3509012096.5553	-0.3763	-4.8564	1.9885	-0.9279	9.5733	-1.1192	-0.5122	-0.7277	0.1284	1775097.6562	-0.1469	0.2986	-0.6447	-0.2425	4.3825	-8.8552	-0.2260	0.8739	0.3944	1772646.4844	71.3752	-17.8901	-4.2492	-0.7715	7.4085	-2.3985	-0.2449	-0.5421	0.5968	0.0000	0.0000
1773691.4062	2.4021	-12.7580	2.4829	-1.2429	9.6432	1.9842	0.3562	-0.7767	-0.0933	1775107.4219	-0.6392	-3.7132	-0.7730	-1.4055	9.2222	-2.6537	0.4962	-0.6582	0.3548	1775107.4219	-0.1087	-0.1483	-0.1981	-0.2555	4.4909	-8.6330	0.4064	-0.4729	0.6013	1774589.8437	-2.4644	2.5312	1.6839	0.0262	9.6026	1.7771	-0.5118	-0.6440	-0.4520	1775107.4219	3509013871.6627	3509012096.5553	-0.3763	-4.8564	1.9885	-1.0061	9.5725	-1.1982	-0.5122	-0.7340	0.0926	1775107.4219	-0.1469	0.2986	-0.6447	-0.3221	4.3039	-8.9316	-0.2260	0.8739	0.3944	1772656.2500	71.3752	-17.8901	-4.2492	-0.7700	7.6394	-2.2453	-0.2338	-0.5575	0.5760	0.0000	0.0000
1773701.1719	2.4021	-12.7580	2.4829	-1.1640	9.7959	1.9066	0.3714	-0.7534	-0.0933	1775117.1875	-0.1300	-1.3974	-0.4027	-1.3259	9.2222	-2.6537	0.4442	-0.6895	0.3699	1775117.1875	-0.1087	-0.1483	-0.1981	-0.1776	4.4909	-8.6338	0.3883	-0.4354	0.6366	1774599.6094	-2.4644	2.5312	1.6839	0.1028	9.7554	1.6976	-0.4824	-0.6214	-0.4637	1775117.1875	3509013871.6725	3509012096.5553	-0.6199	-4.4107	2.0083	-1.0061	9.4939	-1.2764	-0.4755	-0.7213	0.1326	1775117.1875	-0.2383	0.5385	-0.4190	-0.4017	4.3793	-9.0111	-0.2660	0.8172	0.3732	1772666.0156	71.3752	-17.8901	-4.2492	-0.6896	7.8696	-2.1698	-0.2468	-0.5900	0.5691	0.0000	0.0000
1773710.9375	2.4021	-12.7580	2.4829	-1.0850	9.5668	1.8329	0.3505	-0.7534	-0.0846	1775126.9531	-0.1300	-1.3974	-0.4027	-1.4055	9.1434	-2.7308	0.4654	-0.6914	0.3505	1775126.9531	-0.1691	-0.1526	0.0458	-0.1776	4.6493	-8.4817	0.3883	-0.4687	0.6211	1774609.3750	-0.3061	1.3380	2.0919	-0.0512	9.6790	1.7771	-0.4824	-0.6214	-0.4637	1775126.9531	3509013871.6822	3509012096.5553	-0.6199	-4.4107	2.0083	-0.9279	9.6502	-1.1990	-0.4755	-0.7213	0.1326	1775126.9531	-0.2383	0.5385	-0.4190	-0.4017	4.3793	-9.0111	-0.2000	0.8319	0.3427	1772675.7812	71.2472	-15.6955	-4.8805	-0.6904	7.9453	-2.2483	-0.2412	-0.5670	0.5668	0.0000	0.0000
1773720.7031	2.4021	-12.7580	2.4829	-1.0046	9.4141	1.9089	0.3714	-0.7437	-0.0976	1775136.7187	-0.1300	-1.3974	-0.4027	-1.3259	9.2215	-2.7323	0.4654	-0.6914	0.3505	1775136.7187	-0.1691	-0.1526	0.0458	-0.1776	4.3348	-8.5554	0.3883	-0.4687	0.6211	1774619.1406	-0.3061	1.3380	2.0919	-0.0527	9.6790	1.6227	-0.4902	-0.6235	-0.4450	1775136.7187	3509013871.6920	3509012096.5553	-0.6199	-4.4107	2.0083	-0.9279	9.6502	-1.1990	-0.5143	-0.7128	0.1453	1775136.7187	-0.2383	0.5385	-0.4190	-0.3221	4.4579	-8.9347	-0.2500	0.8929	0.4038	1772685.5469	71.2472	-15.6955	-4.8805	-0.7692	8.0989	-2.1721	-0.2393	-0.5575	0.5691	0.0000	0.0000
1773730.4687	2.4675	-9.5675	0.3075	-1.3241	9.3377	1.8376	0.3543	-0.7553	-0.0911	1775146.4844	-0.2880	-2.7392	-0.4416	-1.5647	9.2215	-2.7323	0.4923	-0.6562	0.3570	1775146.4844	-0.1691	-0.1526	0.0458	-0.1776	4.4124	-8.6330	0.4245	-0.5208	0.5903	1774628.9062	-0.3061	1.3380	2.0919	0.0247	9.6026	1.6227	-0.5235	-0.6358	-0.4496	1775146.4844	3509013871.7018	3509012096.5553	-1.1042	-3.6111	0.8063	-0.9279	9.6502	-1.1990	-0.5224	-0.7447	0.0884	1775146.4844	-0.0362	0.6544	-0.5013	-0.3229	4.4563	-9.0143	-0.2500	0.8929	0.4038	1772695.3125	71.2472	-15.6955	-4.8805	-0.8481	8.1762	-2.0951	-0.2282	-0.5613	0.5599	0.0000	0.0000
1773740.2344	2.4675	-9.5675	0.3075	-1.2437	9.4141	1.9112	0.3810	-0.7709	-0.1085	1775156.2500	-0.2880	-2.7392	-0.4416	-1.6443	9.3791	-2.5782	0.4481	-0.6934	0.3677	1775156.2500	-0.1691	-0.1526	0.0458	-0.1776	4.3333	-8.7090	0.3903	-0.4813	0.6233	1774638.6719	-0.4745	-2.3455	4.0490	0.1013	9.6790	1.5439	-0.5235	-0.6358	-0.4496	1775156.2500	3509013871.7115	3509012096.5553	-1.1042	-3.6111	0.8063	-0.8496	9.5740	-1.0402	-0.5224	-0.7447	0.0884	1775156.2500	-0.0362	0.6544	-0.5013	-0.4001	4.3825	-8.8520	-0.2620	0.8109	0.3732	1772705.0781	71.2472	-15.6955	-4.8805	-0.8496	8.2511	-2.2514	-0.2301	-0.5881	0.5392	0.0000	0.0000
