Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
3463457.0312	6.5415	-10.3753	-2.7671	-2.2600	8.7267	3.8836	0.2895	-0.7942	-0.1280	3465048.8281	-1.1118	0.9440	-1.3918	0.0274	9.7125	-0.4621	0.3173	-0.8281	0.1849	3464570.3125	0.1273	0.3278	-0.3477	0.4453	6.2292	-7.3513	0.2817	-0.5937	0.4846	3464531.2500	1.8521	0.6629	-0.8828	1.9523	9.4499	0.9101	-0.7608	-0.5617	-0.1593	3464628.9062	3509015561.1195	3509012096.4906	0.9365	0.5256	-0.8218	0.1675	9.6818	1.9612	-0.4755	-0.6872	-0.5032	3464833.9844	-0.0613	-0.1223	0.1082	0.3285	7.0395	-6.9297	-0.3900	0.6597	0.0610	3462021.4844	-9.4675	7.3407	2.4396	1.0654	9.0203	-1.7925	-0.3395	-0.5690	0.5092	0.0000	0.0000
3463466.7969	0.1531	-6.7521	-1.2904	-2.2608	8.8795	3.8069	0.3295	-0.7942	-0.1345	3465058.5937	-1.1118	0.9440	-1.3918	0.1070	9.7132	-0.3835	0.3423	-0.8262	0.2086	3464580.0781	0.1273	0.3278	-0.3477	0.2895	6.1523	-7.1953	0.3018	-0.6458	0.4317	3464541.0156	1.8521	0.6629	-0.8828	1.7975	9.5263	0.9109	-0.7745	-0.5473	-0.1920	3464638.6719	3509015561.1292	3509012096.4906	0.9365	0.5256	-0.8218	0.2457	9.6033	1.8830	-0.4327	-0.6809	-0.5389	3464843.7500	-0.0613	-0.1223	0.1082	0.4057	7.0363	-7.0904	-0.3900	0.6597	0.0610	3462031.2500	-9.4675	7.3407	2.4396	1.1465	9.4806	-1.6416	-0.3414	-0.5805	0.4931	0.0000	0.0000
3463476.5625	0.1531	-6.7521	-1.2904	-2.2593	8.8031	3.9581	0.2952	-0.8039	-0.1367	3465068.3594	-1.1118	0.9440	-1.3918	0.1070	9.7140	-0.3048	0.2885	-0.8594	0.2086	3464589.8437	-0.1799	0.0634	-0.0128	0.2895	6.2284	-7.4265	0.3018	-0.6458	0.4317	3464550.7812	1.8521	0.6629	-0.8828	1.7990	9.6026	1.0645	-0.7745	-0.5473	-0.1920	3464648.4375	3509015561.1390	3509012096.4906	0.9365	0.5256	-0.8218	0.1675	9.6818	1.9612	-0.4163	-0.7149	-0.5011	3464853.5156	-0.0613	-0.1223	0.1082	0.4861	7.0394	-6.9328	-0.3860	0.6555	-0.0047	3462041.0156	-9.4675	7.3407	2.4396	1.1489	9.4829	-1.4083	-0.3451	-0.5651	0.5046	0.0000	0.0000
3463486.3281	0.1531	-6.7521	-1.2904	-1.9413	8.8031	3.8797	0.3238	-0.7883	-0.1280	3465078.1250	-0.4748	1.2298	-1.1514	0.1070	9.7897	-0.5422	0.2885	-0.8594	0.2086	3464599.6094	-0.1799	0.0634	-0.0128	0.4453	6.1523	-7.1968	0.3018	-0.6229	0.4471	3464560.5469	1.8521	0.6629	-0.8828	1.9538	9.6026	1.0630	-0.7529	-0.5597	-0.1944	3464658.2031	3509015561.1488	3509012096.4906	0.9365	0.5256	-0.8218	0.1675	9.6818	1.9612	-0.4612	-0.7000	-0.4989	3464863.2812	-0.3243	-0.1795	0.3421	0.4845	7.0363	-7.0920	-0.3560	0.6576	0.0094	3462050.7812	-21.6762	9.7018	6.0951	1.0685	9.5586	-1.4868	-0.3340	-0.5594	0.5000	0.0000	0.0000
3463496.0937	-0.5132	0.6802	-1.3560	-1.8608	8.8795	3.9533	0.2857	-0.7981	-0.1106	3465087.8906	-0.4748	1.2298	-1.1514	0.1070	9.7913	-0.3850	0.3192	-0.8398	0.1935	3464609.3750	-0.1799	0.0634	-0.0128	0.2895	6.3069	-7.4273	0.2797	-0.6396	0.4758	3464570.3125	2.8165	5.1754	-1.7043	2.1101	9.6026	1.2158	-0.7745	-0.5556	-0.1663	3464667.9687	3509015561.1585	3509012096.4906	0.3067	-0.4769	0.1943	0.1675	9.6033	1.8830	-0.4612	-0.7000	-0.4989	3464873.0469	-0.3243	-0.1795	0.3421	0.4065	7.1919	-7.0139	-0.4040	0.6681	0.0563	3462060.5469	-21.6762	9.7018	6.0951	1.0708	9.4845	-1.2528	-0.3358	-0.5766	0.4885	0.0000	0.0000
3463505.8594	-0.5132	0.6802	-1.3560	-1.6999	8.7267	4.1036	0.3124	-0.7728	-0.1150	3465097.6562	-0.4748	1.2298	-1.1514	0.1070	9.7921	-0.3064	0.3192	-0.8184	0.2022	3464619.1406	0.1298	-0.3067	-0.0652	0.2895	6.2284	-7.4265	0.3038	-0.6667	0.4229	3464580.0781	2.8165	5.1754	-1.7043	2.1883	9.5263	1.2930	-0.7745	-0.5556	-0.1663	3464677.7344	3509015561.1683	3509012096.4906	0.3067	-0.4769	0.1943	0.1675	9.7588	1.8814	-0.4286	-0.6787	-0.5474	3464882.8125	-0.3243	-0.1795	0.3421	0.3269	7.0363	-7.0888	-0.4040	0.6681	0.0563	3462070.3125	-21.6762	9.7018	6.0951	1.1496	9.4837	-1.3306	-0.3321	-0.5766	0.5115	0.0000	0.0000
3463515.6250	-0.5132	0.6802	-1.3560	-1.5421	8.7267	3.9517	0.2743	-0.8019	-0.1258	3465107.4219	-0.4387	0.8547	-1.0354	0.1866	9.7125	-0.4621	0.2962	-0.8281	0.2108	3464628.9062	0.1298	-0.3067	-0.0652	0.4453	6.2300	-7.2744	0.3038	-0.6667	0.4229	3464589.8437	2.8165	5.1754	-1.7043	2.1086	9.5263	1.0622	-0.7863	-0.6049	-0.1920	3464687.5000	3509015561.1781	3509012096.4906	0.3067	-0.4769	0.1943	0.0892	9.6025	1.8040	-0.4143	-0.6957	-0.5179	3464892.5781	-0.3998	-0.2602	0.6006	0.4861	7.1164	-6.9344	-0.3940	0.6702	0.0047	3462080.0781	-17.3680	10.9732	4.9075	1.1481	9.1763	-1.4830	-0.3525	-0.5958	0.4908	0.0000	0.0000
