Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
3509025581.4784	0.2525	11.2893	1.5871	0.3653	8.9558	3.4039	-0.6152	-0.3825	-0.2711	3509025581.4886	-11.8234	9.1959	3.9652	0.3458	9.8669	-0.6224	-0.2173	-0.6816	0.1978	3509025581.4545	1.2619	4.2071	-1.6278	2.0803	4.6521	-8.1970	-0.1509	-0.0250	0.8106	3509025581.4858	10.1638	0.1889	0.3535	0.9756	9.6790	3.8512	0.0686	-0.4650	-0.5574	37031.2500	3509025581.4739	3509025544.4427	10.2963	4.6502	-4.9619	2.0452	9.7612	2.1184	0.2102	-0.6596	-0.3642	37031.2500	3509025581.4789	3509025544.4476	0.8070	0.0119	-0.4601	-1.6610	4.5370	-8.8299	-0.0380	1.5147	0.3286	37031.2500	3509025581.4986	3509025544.4673	-5.7673	4.2531	-1.7393	-1.1619	9.4041	-1.6408	-0.1280	-0.6379	-0.1060	0.0000	0.0000
3509025581.4882	-2.8629	9.4947	-5.4084	0.2841	8.9558	3.2543	-0.6305	-0.3981	-0.2603	3509025581.4983	-11.8234	9.1959	3.9652	0.3458	9.6321	-0.6963	-0.2346	-0.7129	0.2022	3509025581.4643	1.2619	4.2071	-1.6278	1.9246	4.7298	-8.2730	-0.1308	-0.0167	0.7996	3509025581.4955	7.6535	6.9430	-8.6761	1.1320	9.2971	4.0079	0.0804	-0.4588	-0.5785	37041.0156	3509025581.4837	3509025544.4427	10.2963	4.6502	-4.9619	1.8888	9.5303	2.3578	0.2061	-0.6362	-0.3558	37041.0156	3509025581.4886	3509025544.4476	1.3398	-0.2892	-0.2477	-1.7390	4.5386	-8.7488	-0.0480	1.5273	0.3357	37041.0156	3509025581.5083	3509025544.4673	-1.5314	0.9687	2.0161	-1.1620	9.6335	-1.6431	-0.1169	-0.6360	-0.1198	0.0000	0.0000
3509025581.4980	-2.8629	9.4947	-5.4084	0.2841	8.8795	3.2550	-0.6381	-0.3903	-0.2733	3509025581.5081	-11.8234	9.1959	3.9652	0.3458	9.3215	-0.5329	-0.2346	-0.7129	0.2022	3509025581.4741	1.2917	-1.0955	0.4475	1.9246	4.8082	-8.2738	-0.1308	-0.0167	0.7996	3509025581.5053	7.6535	6.9430	-8.6761	1.4439	8.6098	4.2433	0.0686	-0.4362	-0.5644	37050.7812	3509025581.4934	3509025544.4427	8.5234	6.9910	-0.9256	1.8105	9.5326	2.5948	0.2061	-0.6362	-0.3558	37050.7812	3509025581.4984	3509025544.4476	1.3398	-0.2892	-0.2477	-1.4254	4.6123	-8.9157	-0.0480	1.5273	0.3357	37050.7812	3509025581.5181	3509025544.4673	-1.5314	0.9687	2.0161	-1.0831	9.6327	-1.7209	-0.1150	-0.6571	-0.1129	0.0000	0.0000
3509025581.5077	-2.8629	9.4947	-5.4084	0.2841	8.8795	3.2550	-0.6267	-0.3864	-0.2690	3509025581.5179	-12.6096	-0.4066	9.0423	0.2662	9.4752	-0.7718	-0.2212	-0.6895	0.2194	3509025581.4838	1.2917	-1.0955	0.4475	2.0803	4.8866	-8.2762	-0.1449	-0.0063	0.8018	3509025581.5151	7.6535	6.9430	-8.6761	1.3680	8.6862	4.3976	0.0686	-0.4362	-0.5644	37060.5469	3509025581.5032	3509025544.4427	8.5234	6.9910	-0.9256	1.9670	9.2946	2.1231	0.2020	-0.6234	-0.3600	37060.5469	3509025581.5082	3509025544.4476	1.3398	-0.2892	-0.2477	-1.6602	4.5386	-8.7504	-0.0480	1.5042	0.3286	37060.5469	3509025581.5279	3509025544.4673	-1.5314	0.9687	2.0161	-1.2423	9.5563	-1.7201	-0.1243	-0.6705	-0.1083	0.0000	0.0000
3509025581.5175	-2.8629	9.4947	-5.4084	0.3608	9.1086	2.9511	-0.6343	-0.3922	-0.2646	3509025581.5276	-12.6096	-0.4066	9.0423	0.1070	9.5509	-1.0092	-0.2250	-0.6875	0.2065	3509025581.4936	1.2917	-1.0955	0.4475	1.9246	4.8090	-8.1970	-0.1288	0.0063	0.8128	3509025581.5248	5.2043	-0.2472	-10.9358	1.2118	7.9224	4.2524	0.0667	-0.4403	-0.5527	37070.3125	3509025581.5130	3509025544.4427	8.5234	6.9910	-0.9256	1.6540	9.3732	2.2013	0.2041	-0.6702	-0.3705	37070.3125	3509025581.5179	3509025544.4476	-2.3822	0.2298	0.5801	-1.5034	4.6139	-8.8346	-0.0320	1.5294	0.3333	37070.3125	3509025581.5376	3509025544.4673	-1.5314	0.9687	2.0161	-1.2423	9.5563	-1.7201	-0.1429	-0.6398	-0.1106	0.0000	0.0000
3509025581.5273	-1.8559	7.9351	-7.4205	0.3585	9.1850	2.7248	-0.6133	-0.3845	-0.2560	3509025581.5374	-12.6096	-0.4066	9.0423	-0.2910	9.6273	-1.1680	-0.2250	-0.7305	0.2086	3509025581.5034	-0.4470	-2.7196	1.9995	1.7689	4.8090	-8.1954	-0.1328	0.0167	0.8062	3509025581.5346	5.2043	-0.2472	-10.9358	0.6662	8.6862	3.8643	0.0627	-0.4671	-0.5738	37080.0781	3509025581.5227	3509025544.4427	4.9694	6.1554	3.2627	1.2628	9.2907	1.7281	0.2041	-0.6702	-0.3705	37080.0781	3509025581.5277	3509025544.4476	-2.3822	0.2298	0.5801	-1.6610	4.5370	-8.8299	-0.0440	1.4916	0.3357	37080.0781	3509025581.5474	3509025544.4673	-3.2486	-5.8877	0.6603	-1.4796	9.4814	-1.5638	-0.1429	-0.6456	-0.1244	0.0000	0.0000
3509025581.5370	-1.8559	7.9351	-7.4205	0.3585	9.4905	2.7217	-0.6114	-0.3825	-0.2711	3509025581.5472	-12.7762	-4.0400	15.1873	-0.2114	9.7046	-1.2481	-0.2250	-0.7305	0.2086	3509025581.5131	-0.4470	-2.7196	1.9995	2.0024	4.7305	-8.1970	-0.1328	0.0167	0.8062	3509025581.5443	5.2043	-0.2472	-10.9358	0.2019	8.7625	3.8681	0.0627	-0.4527	-0.5644	37089.8437	3509025581.5325	3509025544.4427	4.9694	6.1554	3.2627	0.7152	9.2129	1.7289	0.2061	-0.6277	-0.3621	37089.8437	3509025581.5375	3509025544.4476	-2.3822	0.2298	0.5801	-1.5822	4.6140	-8.8330	-0.0440	1.4916	0.3357	37089.8437	3509025581.5572	3509025544.4673	-3.2486	-5.8877	0.6603	-1.4015	9.2505	-1.7170	-0.1187	-0.6628	-0.1106	0.0000	0.0000
3509025581.5468	-1.8559	7.9351	-7.4205	0.4366	9.6432	2.5690	-0.6095	-0.3845	-0.2581	3509025581.5569	-12.7762	-4.0400	15.1873	-0.0522	9.7826	-1.2497	-0.2135	-0.6953	0.2172	3509025581.5229	-0.4470	-2.7196	1.9995	1.8467	4.7298	-8.2722	-0.1388	0.0146	0.8062	3509025581.5541	10.0566	4.3694	-12.2337	0.1253	8.7625	3.9461	0.0627	-0.4527	-0.5644	37099.6094	3509025581.5423	3509025544.4427	4.9694	6.1554	3.2627	0.7934	9.2915	1.8071	0.1980	-0.6596	-0.3558	37099.6094	3509025581.5472	3509025544.4476	-2.3822	0.2298	0.5801	-1.6601	4.4616	-8.7488	-0.0540	1.5357	0.3357	37099.6094	3509025581.5669	3509025544.4673	-3.2486	-5.8877	0.6603	-1.5599	9.1748	-1.6385	-0.1391	-0.6667	-0.1175	0.0000	0.0000
3509025581.5566	-3.2155	1.4129	-10.5254	0.5171	9.6432	2.6434	-0.6210	-0.3864	-0.2646	3509025581.5667	-12.7762	-4.0400	15.1873	0.2662	9.8622	-1.0941	-0.2212	-0.6953	0.2129	3509025581.5326	-0.4470	-2.7196	1.9995	1.7689	4.8090	-8.1954	-0.1268	0.0146	0.8216	3509025581.5639	10.0566	4.3694	-12.2337	0.4364	8.8389	4.0966	0.0667	-0.4630	-0.5691	37109.3750	3509025581.5520	3509025544.4427	9.5886	20.0936	1.9776	1.1064	9.4454	1.6475	0.1980	-0.6255	-0.3600	37109.3750	3509025581.5570	3509025544.4476	-5.2985	1.5999	0.8191	-1.4230	4.5401	-8.6755	-0.0460	1.5063	0.3451	37109.3750	3509025581.5767	3509025544.4673	-6.7632	-6.3569	-2.4572	-1.4819	9.2497	-1.7948	-0.1187	-0.6360	-0.1083	0.0000	0.0000
3509025581.5663	-3.2155	1.4129	-10.5254	0.6006	9.4905	3.0201	-0.6362	-0.3903	-0.2581	3509025581.5765	-11.6141	-11.1427	21.6656	0.4254	9.9410	-1.0170	-0.2154	-0.7090	0.2172	3509025581.5424	-0.5508	-3.3811	1.3857	1.7689	4.7298	-8.2715	-0.1268	0.0146	0.8216	3509025581.5736	10.0566	4.3694	-12.2337	0.8271	8.8389	4.4787	0.0608	-0.4321	-0.5738	37119.1406	3509025581.5618	3509025544.4427	9.5886	20.0936	1.9776	1.4976	9.5279	2.1208	0.2204	-0.6255	-0.3600	37119.1406	3509025581.5667	3509025544.4476	-5.2985	1.5999	0.8191	-1.5822	4.5370	-8.8315	-0.0460	1.5273	0.3380	37119.1406	3509025581.5865	3509025544.4673	-6.7632	-6.3569	-2.4572	-1.4031	9.2489	-1.8726	-0.1150	-0.6609	-0.1175	0.0000	0.0000
3509025581.5761	-3.2155	1.4129	-10.5254	0.6810	9.4905	3.0945	-0.6362	-0.3883	-0.2603	3509025581.5862	-11.6141	-11.1427	21.6656	0.6642	10.0214	-0.7827	-0.2154	-0.7090	0.2172	3509025581.5522	-0.5508	-3.3811	1.3857	1.8467	4.7305	-8.1954	-0.1247	0.0021	0.8018	3509025581.5834	12.4292	2.7704	-11.8885	1.0632	8.6098	4.8647	0.0608	-0.4321	-0.5738	37128.9062	3509025581.5716	3509025544.4427	9.5886	20.0936	1.9776	1.4976	9.5271	2.0418	0.2041	-0.6298	-0.3642	37128.9062	3509025581.5765	3509025544.4476	-5.2985	1.5999	0.8191	-1.4246	4.5369	-8.8346	-0.0460	1.5273	0.3380	37128.9062	3509025581.5962	3509025544.4673	-6.7632	-6.3569	-2.4572	-1.3227	9.4026	-1.7963	-0.1243	-0.6877	-0.1083	0.0000	0.0000
3509025581.5859	-5.7978	-3.3940	-16.3211	0.7615	9.3377	3.1705	-0.6305	-0.3612	-0.2495	3509025581.5960	-11.6141	-11.1427	21.6656	0.9030	10.2563	-0.7088	-0.2077	-0.6934	0.2344	3509025581.5619	-0.5508	-3.3811	1.3857	1.7689	4.6514	-8.2707	-0.1449	0.0125	0.8106	3509025581.5932	12.4292	2.7704	-11.8885	1.2188	7.9988	4.9464	0.0529	-0.4568	-0.5644	37138.6719	3509025581.5813	3509025544.4427	10.3209	10.8551	2.0690	1.7323	9.5255	1.8838	0.2061	-0.6298	-0.3537	37138.6719	3509025581.5863	3509025544.4476	-8.4757	2.7379	3.0669	-1.3458	4.6139	-8.8377	-0.0620	1.5126	0.3286	37138.6719	3509025581.6060	3509025544.4673	-11.3845	-3.3147	-5.1970	-1.5646	9.4759	-2.1081	-0.1373	-0.6686	-0.1060	0.0000	0.0000
3509025581.5956	-5.7978	-3.3940	-16.3211	0.9991	9.1086	3.0200	-0.6457	-0.3864	-0.2538	3509025581.6058	-11.6141	-11.1427	21.6656	1.2214	10.2532	-1.0232	-0.2096	-0.7090	0.2194	3509025581.5717	3.0738	-1.0741	1.5550	1.9246	4.6506	-8.3491	-0.1469	0.0104	0.8238	3509025581.6029	12.4292	2.7704	-11.8885	1.3727	8.0752	4.8669	0.0706	-0.4403	-0.5714	37148.4375	3509025581.5911	3509025544.4427	10.3209	10.8551	2.0690	1.8888	9.6033	1.8830	0.2061	-0.6298	-0.3537	37148.4375	3509025581.5960	3509025544.4476	-8.4757	2.7379	3.0669	-1.4238	4.5385	-8.7551	-0.0360	1.5252	0.3357	37148.4375	3509025581.6158	3509025544.4673	-11.3845	-3.3147	-5.1970	-1.4843	9.7061	-2.0327	-0.1280	-0.6341	-0.1014	0.0000	0.0000
3509025581.6054	-5.7978	-3.3940	-16.3211	0.9968	8.8031	2.7974	-0.6362	-0.3864	-0.2668	3509025581.6155	-16.5900	-9.4028	32.7353	1.3806	10.2532	-1.0232	-0.1962	-0.6953	0.2215	3509025581.5815	3.0738	-1.0741	1.5550	1.6910	4.7306	-8.1939	-0.1469	0.0104	0.8238	3509025581.6127	12.4292	2.7704	-11.8885	1.2195	8.3043	5.0206	0.0569	-0.4712	-0.5761	37158.2031	3509025581.6009	3509025544.4427	10.3209	10.8551	2.0690	1.4976	9.3692	1.8063	0.2122	-0.6298	-0.3621	37158.2031	3509025581.6058	3509025544.4476	-8.4757	2.7379	3.0669	-1.5017	4.4631	-8.6724	-0.0360	1.5252	0.3357	37158.2031	3509025581.6255	3509025544.4673	-11.3845	-3.3147	-5.1970	-1.3258	9.6288	-2.1097	-0.1243	-0.6762	-0.1037	0.0000	0.0000
3509025581.6152	5.2761	-3.2593	-28.7739	1.1607	8.9558	3.2455	-0.6324	-0.3806	-0.2581	3509025581.6253	-16.5900	-9.4028	32.7353	1.3010	10.3289	-1.2606	-0.1962	-0.6953	0.2215	3509025581.5912	3.0738	-1.0741	1.5550	1.9246	4.7290	-8.3498	-0.1328	-0.0250	0.8040	3509025581.6225	16.8223	-9.7316	-13.3453	0.7544	8.6098	4.9450	0.0569	-0.4712	-0.5761	37167.9687	3509025581.6106	3509025544.4427	10.3209	10.8551	2.0690	1.1064	9.5255	1.8838	0.2061	-0.6319	-0.3789	37167.9687	3509025581.6156	3509025544.4476	-12.5972	4.7121	4.5231	-1.6593	4.3092	-8.6662	-0.0540	1.5336	0.3474	37167.9687	3509025581.6353	3509025544.4673	-11.9193	-0.7870	-6.9637	-1.2462	9.7053	-2.1104	-0.1336	-0.6609	-0.0968	0.0000	0.0000
3509025581.6249	5.2761	-3.2593	-28.7739	1.7200	9.2613	3.3872	-0.6305	-0.3806	-0.2560	3509025581.6351	-16.5900	-9.4028	32.7353	1.5398	10.5582	-1.7370	-0.2019	-0.7051	0.2301	3509025581.6010	7.5323	-0.8599	3.1850	2.0024	4.7275	-8.5043	-0.1469	-0.0125	0.8106	3509025581.6322	16.8223	-9.7316	-13.3453	0.5973	8.6098	4.7149	0.0510	-0.4280	-0.5714	37177.7344	3509025581.6204	3509025544.4427	11.7231	13.8060	2.1139	0.6369	9.4525	2.3586	0.2061	-1.1638	-0.3789	37177.7344	3509025581.6253	3509025544.4476	-12.5972	4.7121	4.5231	-1.6577	4.0815	-8.5025	-0.0520	1.5147	0.3310	37177.7344	3509025581.6451	3509025544.4673	-11.9193	-0.7870	-6.9637	-0.8506	9.7030	-2.3437	-0.1484	-0.6552	-0.1083	0.0000	0.0000
3509025581.6347	5.2761	-3.2593	-28.7739	2.1208	9.4141	3.6073	-0.6419	-0.3825	-0.2560	3509025581.6448	-20.0063	-5.3341	48.1458	1.6990	11.1809	-1.9067	-0.1904	-0.7246	0.2215	3509025581.6108	7.5323	-0.8599	3.1850	1.9246	4.7290	-8.3498	-0.1469	-0.0125	0.8106	3509025581.6420	16.8223	-9.7316	-13.3453	0.2096	8.9916	4.6378	0.0529	-0.4691	-0.5761	37187.5000	3509025581.6302	3509025544.4427	11.7231	13.8060	2.1139	0.6369	9.7596	1.9604	0.2020	-0.6191	-0.3642	37187.5000	3509025581.6351	3509025544.4476	-12.5972	4.7121	4.5231	-1.4260	3.9178	-8.9814	-0.0480	1.5252	0.3451	37187.5000	3509025581.6548	3509025544.4673	-11.9193	-0.7870	-6.9637	-0.7702	9.5508	-2.2644	-0.1280	-0.6322	-0.0899	0.0000	0.0000
3509025581.6445	5.2761	-3.2593	-28.7739	2.6012	9.5668	3.8266	-0.6324	-0.3748	-0.2603	3509025581.6546	-20.0063	-5.3341	48.1458	2.1766	12.1142	-2.2398	-0.1904	-0.7246	0.2215	3509025581.6205	7.5323	-0.8599	3.1850	1.7689	4.7267	-8.5788	-0.1429	-0.0333	0.8172	3509025581.6518	20.0980	-17.5267	-11.4376	0.1307	9.0680	4.4834	0.0549	-0.4259	-0.5878	37197.2656	3509025581.6399	3509025544.4427	11.7231	13.8060	2.1139	0.4804	9.7588	1.8814	0.2061	-0.6340	-0.3811	37197.2656	3509025581.6449	3509025544.4476	-9.1293	4.7188	1.6993	-1.5041	4.1504	-8.9049	-0.0480	1.5252	0.3451	37197.2656	3509025581.6646	3509025544.4673	-11.9193	-0.7870	-6.9637	-0.5329	9.6257	-2.4207	-0.1336	-0.6418	-0.0945	0.0000	0.0000
3509025581.6542	-0.1402	-11.8120	-45.7726	3.3176	9.7959	3.7420	-0.6648	-0.3825	-0.2581	3509025581.6643	-20.0063	-5.3341	48.1458	2.6542	12.8188	-2.0180	-0.1808	-0.6953	0.2452	3509025581.6303	7.5323	-0.8599	3.1850	1.6131	4.7260	-8.6540	-0.1368	-0.0229	0.7996	3509025581.6615	20.0980	-17.5267	-11.4376	-0.0225	8.9916	4.6401	0.0549	-0.4259	-0.5878	37207.0312	3509025581.6497	3509025544.4427	12.6485	24.8315	3.2350	1.1064	9.8373	1.9597	0.2122	-0.6468	-0.3705	37207.0312	3509025581.6546	3509025544.4476	-9.1293	4.7188	1.6993	-1.2669	4.0749	-8.8285	-0.0520	1.5042	0.3357	37207.0312	3509025581.6744	3509025544.4673	-16.0071	5.6304	-5.0272	-0.6141	9.7006	-2.5770	-0.1262	-0.6303	-0.0876	0.0000	0.0000
3509025581.6640	-0.1402	-11.8120	-45.7726	3.6371	10.2542	3.8094	-0.6686	-0.3825	-0.2538	3509025581.6741	-20.1717	2.1745	68.6577	3.9279	13.8356	-1.8025	-0.1769	-0.7012	0.2452	3509025581.6401	15.2937	0.6805	4.3392	1.9246	4.8805	-8.8892	-0.1368	-0.0250	0.7841	3509025581.6713	20.0980	-17.5267	-11.4376	0.0564	8.9153	4.7945	0.0490	-0.4218	-0.5738	37216.7969	3509025581.6595	3509025544.4427	12.6485	24.8315	3.2350	1.4193	9.9183	2.2749	0.2122	-0.6468	-0.3705	37216.7969	3509025581.6644	3509025544.4476	-9.1293	4.7188	1.6993	-1.4245	4.1520	-8.8269	-0.0700	1.5441	0.3451	37216.7969	3509025581.6841	3509025544.4673	-16.0071	5.6304	-5.0272	-0.7717	9.7786	-2.4222	-0.1614	-0.6648	-0.0968	0.0000	0.0000
3509025581.6738	-0.1402	-11.8120	-45.7726	4.1145	10.4069	3.7279	-0.6781	-0.3534	-0.2430	3509025581.6839	-20.1717	2.1745	68.6577	3.7687	13.7552	-2.0368	-0.1635	-0.7148	0.2344	3509025581.6498	15.2937	0.6805	4.3392	1.1460	3.7780	-9.3314	-0.1368	-0.0250	0.7841	3509025581.6811	13.8068	-6.8389	-12.0520	0.4464	8.5334	5.1032	0.0373	-0.4568	-0.5761	37226.5625	3509025581.6692	3509025544.4427	12.6485	24.8315	3.2350	1.3411	9.6795	1.7242	0.2122	-0.6404	-0.3747	37226.5625	3509025581.6742	3509025544.4476	-9.1293	4.7188	1.6993	-1.0305	4.0748	-8.8333	-0.0500	1.5042	0.3427	37226.5625	3509025581.6939	3509025544.4673	-16.0071	5.6304	-5.0272	-1.0098	9.8559	-2.3452	-0.1354	-0.6667	-0.0945	0.0000	0.0000
3509025581.6835	-3.6508	-23.4676	-69.1450	4.7520	10.8652	3.7169	-0.6743	-0.3379	-0.2473	3509025581.6936	-20.1717	2.1745	68.6577	3.4502	13.3682	-1.7145	-0.1635	-0.7148	0.2344	3509025581.6596	15.2937	0.6805	4.3392	4.2603	2.3661	-9.3484	-0.1408	-0.0250	0.8018	3509025581.6908	13.8068	-6.8389	-12.0520	0.2243	9.2971	6.1014	0.0373	-0.4568	-0.5761	37236.3281	3509025581.6790	3509025544.4427	15.7774	15.6912	2.2399	1.4193	9.5271	2.0418	0.2163	-0.6447	-0.3726	37236.3281	3509025581.6839	3509025544.4476	-4.3329	0.8969	3.7273	-1.3481	4.1472	-9.0672	-0.0500	1.5042	0.3427	37236.3281	3509025581.7037	3509025544.4673	-22.4180	18.2988	0.3663	-1.0113	9.7779	-2.5000	-0.1447	-0.6398	-0.0876	0.0000	0.0000
3509025581.6933	-3.6508	-23.4676	-69.1450	4.5911	10.6360	3.5704	-0.6838	-0.3650	-0.2408	3509025581.7034	-30.5106	12.6472	91.7395	2.3358	12.5863	-1.8561	-0.1519	-0.7051	0.2538	3509025581.6694	61.3499	2.4176	11.7871	1.0681	3.7757	-9.5610	-0.1308	-0.0250	0.8018	3509025581.7006	13.8068	-6.8389	-12.0520	0.6012	8.8389	5.0986	0.0314	-0.4568	-0.5995	37246.0937	3509025581.6888	3509025544.4427	15.7774	15.6912	2.2399	0.9499	9.6842	2.1982	0.2163	-0.6447	-0.3726	37246.0937	3509025581.6937	3509025544.4476	-4.3329	0.8969	3.7273	-1.5837	4.1489	-8.9829	-0.0660	1.5294	0.3357	37246.0937	3509025581.7134	3509025544.4673	-22.4180	18.2988	0.3663	-0.7725	9.7014	-2.4992	-0.1224	-0.6303	-0.0853	0.0000	0.0000
3509025581.7031	-3.6508	-23.4676	-69.1450	5.2212	10.4069	2.8143	-0.6819	-0.3592	-0.2430	3509025581.7132	-30.5106	12.6472	91.7395	2.0970	12.0432	-1.5308	-0.1538	-0.7285	0.2581	3509025581.6791	61.3499	2.4176	11.7871	2.6253	3.3819	-9.7263	-0.1308	-0.0250	0.8018	3509025581.7104	7.1330	-4.4220	-10.7118	0.7537	7.7697	4.8762	0.0431	-0.4198	-0.5878	37255.8594	3509025581.6985	3509025544.4427	15.7774	15.6912	2.2399	0.7152	9.6842	2.1982	0.2082	-0.6596	-0.3895	37255.8594	3509025581.7035	3509025544.4476	-4.3329	0.8969	3.7273	-1.5041	4.2274	-8.9065	-0.0680	1.5210	0.3404	37255.8594	3509025581.7232	3509025544.4673	-22.4180	18.2988	0.3663	-0.5290	9.5532	-2.0311	-0.1373	-0.6552	-0.0876	0.0000	0.0000
3509025581.7128	-16.5847	-36.7320	-94.6044	5.5340	9.7959	2.2157	-0.6971	-0.3612	-0.2321	3509025581.7229	-30.5106	12.6472	91.7395	1.7786	12.2064	-0.8264	-0.1250	-0.7090	0.2473	3509025581.6889	61.3499	2.4176	11.7871	2.3139	3.6956	-9.7264	-0.1429	-0.0229	0.7974	3509025581.7201	7.1330	-4.4220	-10.7118	0.7514	8.1516	4.6408	0.0392	-0.4588	-0.5948	37265.6250	3509025581.7083	3509025544.4427	14.7895	10.5353	0.9631	0.4804	9.6128	2.8310	0.2224	-0.6362	-0.3853	37265.6250	3509025581.7132	3509025544.4476	-2.2685	-0.5348	4.1455	-1.7405	4.4585	-8.9063	-0.0640	1.5273	0.3404	37265.6250	3509025581.7329	3509025544.4673	-13.0767	23.8232	2.0384	-0.2067	9.4041	-1.6408	-0.1373	-0.6379	-0.0806	0.0000	0.0000
3509025581.7226	-16.5847	-36.7320	-94.6044	5.5280	9.9487	1.6126	-0.7067	-0.3437	-0.2408	3509025581.7327	-30.5106	12.6472	91.7395	1.3010	11.5056	-0.6552	-0.1250	-0.7090	0.2473	3509025581.6987	114.3711	34.5728	27.0567	3.4039	3.7747	-9.6612	-0.1509	-0.0417	0.8040	3509025581.7299	7.1330	-4.4220	-10.7118	0.2151	7.9988	5.1881	0.0392	-0.4588	-0.5948	37275.3906	3509025581.7181	3509025544.4427	14.7895	10.5353	0.9631	0.6369	9.3795	2.8334	0.2327	-0.6319	-0.3789	37275.3906	3509025581.7230	3509025544.4476	-2.2685	-0.5348	4.1455	-1.5821	4.3060	-8.8269	-0.0640	1.5273	0.3404	37275.3906	3509025581.7427	3509025544.4673	-13.0767	23.8232	2.0384	0.0336	9.4822	-1.4861	-0.1299	-0.6360	-0.0945	0.0000	0.0000
