Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
3241425.7812	3.4240	1.3159	1.1013	-1.0684	8.8795	3.4942	-0.3752	-0.6913	-0.2169	3243017.5781	-1.3784	0.0448	0.6005	0.1070	9.7928	-0.2278	-0.3346	-0.6816	0.1570	3242539.0625	-0.0453	0.0017	-0.0603	0.5231	6.1515	-7.2744	-0.1066	0.5375	0.6740	3242500.0000	2.2195	2.0599	-0.9824	1.1900	9.5263	2.0750	-0.0529	-0.5556	-0.4848	3242597.6562	3509015339.0994	3509012096.5017	-0.4656	1.4413	0.6730	0.2457	9.5350	2.8318	0.3510	-0.5660	-0.2989	3242802.7344	-1.2010	-1.7784	1.6466	0.6468	7.4307	-6.6255	-0.0700	1.4118	0.5423	3239990.2344	-1.4851	-22.3551	-0.9559	1.6155	9.9308	-2.5015	-0.2653	-0.5900	-0.1544	0.0000	0.0000
3241435.5469	2.8479	-1.5627	1.4646	-1.3075	8.9558	3.4958	-0.3771	-0.6990	-0.2126	3243027.3437	-1.3784	0.0448	0.6005	-0.0522	9.7928	-0.2278	-0.3346	-0.6816	0.1570	3242548.8281	-0.0453	0.0017	-0.0603	0.6788	6.2299	-7.2768	-0.1087	0.5333	0.6652	3242509.7656	2.2195	2.0599	-0.9824	1.1908	9.5263	2.1522	-0.0471	-0.5700	-0.4731	3242607.4219	3509015339.1091	3509012096.5017	-0.4656	1.4413	0.6730	0.3240	9.3811	2.9914	0.3347	-0.5702	-0.3179	3242812.5000	-1.2010	-1.7784	1.6466	0.6476	7.5092	-6.5475	-0.0700	1.4118	0.5329	3240000.0000	4.5380	-28.3941	3.5463	1.3002	10.0103	-2.1912	-0.2690	-0.6188	-0.1636	0.0000	0.0000
3241445.3125	2.8479	-1.5627	1.4646	-1.2263	9.0322	3.6446	-0.3619	-0.6951	-0.2256	3243037.1094	-1.3784	0.0448	0.6005	0.0274	9.7148	-0.2262	-0.3423	-0.6660	0.1699	3242558.5937	-0.0453	0.0017	-0.0603	0.6788	6.2299	-7.2768	-0.1087	0.5333	0.6652	3242519.5312	2.2654	-0.7754	-0.4031	1.2682	9.5263	2.1514	-0.0471	-0.5700	-0.4731	3242617.1875	3509015339.1189	3509012096.5017	-0.4656	1.4413	0.6730	0.4022	9.5334	2.6738	0.3347	-0.5702	-0.3179	3242822.2656	-1.2010	-1.7784	1.6466	0.5696	7.4339	-6.4648	-0.0800	1.4118	0.5329	3240009.7656	4.5380	-28.3941	3.5463	1.2994	10.0096	-2.2690	-0.2746	-0.6130	-0.1544	0.0000	0.0000
3241455.0781	2.8479	-1.5627	1.4646	-1.2271	9.1086	3.5687	-0.3657	-0.7107	-0.2278	3243046.8750	-1.8465	0.1378	0.5249	-0.0522	9.7944	-0.0706	-0.3519	-0.6934	0.1634	3242568.3594	-0.3435	-0.5677	0.1802	0.6788	6.0723	-7.3520	-0.1087	0.5250	0.6542	3242529.2969	2.2654	-0.7754	-0.4031	1.1908	9.6026	2.1514	-0.0373	-0.5165	-0.4754	3242626.9531	3509015339.1287	3509012096.5017	0.3610	-0.0800	1.0560	0.4804	9.5342	2.7528	0.3347	-0.5574	-0.3158	3242832.0312	-1.2799	-1.4080	1.5551	0.4900	7.5093	-6.5443	-0.0840	1.3992	0.5352	3240019.5312	4.5380	-28.3941	3.5463	1.0622	9.8582	-2.1119	-0.2764	-0.5900	-0.1544	0.0000	0.0000
3241464.8437	3.7389	-2.6609	2.6637	-1.1459	9.1850	3.7175	-0.3657	-0.7029	-0.2256	3243056.6406	-1.8465	0.1378	0.5249	0.0274	9.7913	-0.3850	-0.3519	-0.6934	0.1634	3242578.1250	-0.3435	-0.5677	0.1802	0.5231	6.1508	-7.3513	-0.1026	0.5375	0.6542	3242539.0625	2.2654	-0.7754	-0.4031	1.3448	9.5263	2.0734	-0.0471	-0.5638	-0.4895	3242636.7187	3509015339.1384	3509012096.5017	0.3610	-0.0800	1.0560	0.3240	9.5342	2.7528	0.3347	-0.5745	-0.3137	3242841.7969	-1.2799	-1.4080	1.5551	0.6476	7.4323	-6.5459	-0.0740	1.4034	0.5423	3240029.2969	2.9659	-29.4082	4.5336	1.0646	9.5547	-1.8756	-0.2542	-0.5824	-0.1429	0.0000	0.0000
3241474.6094	3.7389	-2.6609	2.6637	-1.2271	9.1086	3.5687	-0.3600	-0.7107	-0.2191	3243066.4062	-1.8465	0.1378	0.5249	0.0274	9.7936	-0.1492	-0.3327	-0.6719	0.1505	3242587.8906	-0.3435	-0.5677	0.1802	0.5231	6.0716	-7.4273	-0.1026	0.4958	0.6652	3242548.8281	2.1736	0.8125	-0.3817	1.3463	9.5263	2.2278	-0.0627	-0.5514	-0.4731	3242646.4844	3509015339.1482	3509012096.5017	0.3610	-0.0800	1.0560	0.4022	9.4549	2.5956	0.3347	-0.5745	-0.3137	3242851.5625	-1.2799	-1.4080	1.5551	0.5680	7.4307	-6.6239	-0.0740	1.4034	0.5423	3240039.0625	2.9659	-29.4082	4.5336	0.9069	9.4798	-1.7193	-0.2709	-0.5939	-0.1590	0.0000	0.0000
3241484.3750	3.7389	-2.6609	2.6637	-1.3872	9.0322	3.4958	-0.3733	-0.6971	-0.2213	3243076.1719	-1.8465	0.1378	0.5249	0.1070	9.7156	-0.1476	-0.3519	-0.6816	0.1570	3242597.6562	0.0252	-0.2489	0.1645	0.6010	6.1515	-7.2752	-0.1026	0.4958	0.6652	3242558.5937	2.1736	0.8125	-0.3817	1.4253	9.6026	2.3807	-0.0627	-0.5514	-0.4731	3242656.2500	3509015339.1579	3509012096.5017	1.2790	-1.0215	1.4295	0.2457	9.6112	2.6730	0.3449	-0.5723	-0.3137	3242861.3281	-1.0825	-0.8829	1.0030	0.5688	7.3553	-6.5428	-0.0860	1.4160	0.5399	3240048.8281	2.9659	-29.4082	4.5336	0.6705	9.3292	-1.4845	-0.2523	-0.5843	-0.1590	0.0000	0.0000
