Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
241953.1250	-0.2409	0.6468	-0.0471	-2.1090	9.1086	3.0510	-0.2781	-0.7204	-0.2256	241953.1250	-0.4823	0.2273	0.1980	0.7438	9.7960	0.0866	-0.2712	-0.6719	0.1032	241953.1250	-0.2123	-0.0454	0.0777	-0.5669	4.0988	-8.6260	0.0885	0.0208	0.6696	241953.1250	0.3521	1.0296	-1.2164	-0.1866	9.2208	3.7130	0.1353	-0.4856	-0.4028	241953.1250	0.2874	0.3945	-0.2105	0.8716	9.7454	0.5383	0.0816	-0.6106	-0.2695	241953.1250	0.0755	-0.1928	-0.2558	0.0024	5.8626	-8.0141	-0.0640	1.3529	0.1244	241962.8906	-0.2623	0.3027	-0.3684	-0.2793	9.6405	-0.9433	-0.1596	-0.6571	-0.1705	0.0000	0.0000
241962.8906	-0.4792	0.5878	0.3939	-2.1090	8.9558	3.0526	-0.2762	-0.7184	-0.2321	241962.8906	-0.4823	0.2273	0.1980	0.6642	9.7187	0.1668	-0.2673	-0.6641	0.1011	241962.8906	-0.2123	-0.0454	0.0777	-0.6448	4.2549	-8.7036	0.0885	0.0146	0.6696	241962.8906	0.3521	1.0296	-1.2164	-0.0310	9.2971	3.7879	0.1412	-0.5021	-0.4052	241962.8906	0.2874	0.3945	-0.2105	1.0281	9.6692	0.6971	0.1000	-0.5979	-0.2674	241962.8906	0.0755	-0.1928	-0.2558	-0.0772	5.9380	-8.0936	-0.0840	1.3529	0.1221	241972.6562	-0.2623	0.3027	-0.3684	-0.2809	9.7154	-1.0996	-0.1521	-0.6130	-0.1659	0.0000	0.0000
241972.6562	-0.4792	0.5878	0.3939	-2.1879	9.1086	3.1270	-0.2819	-0.7204	-0.2234	241972.6562	-0.2588	0.9989	0.0027	0.6642	9.7180	0.0882	-0.2750	-0.6719	0.0903	241972.6562	-0.3955	-0.1458	-0.1800	-0.4891	4.1741	-8.9348	0.0865	0.0208	0.6740	241972.6562	0.3521	1.0296	-1.2164	-0.0303	9.2971	3.8651	0.1412	-0.5021	-0.4052	241972.6562	0.2874	0.3945	-0.2105	1.1064	9.6692	0.6971	0.1000	-0.5979	-0.2674	241972.6562	0.2314	-0.1073	-0.2763	0.0040	5.8658	-7.8550	-0.0660	1.3466	0.1291	241982.4219	-0.2623	0.3027	-0.3684	-0.1209	9.7926	-1.0226	-0.1651	-0.6303	-0.1797	0.0000	0.0000
241982.4219	-0.4792	0.5878	0.3939	-2.1097	9.1850	2.9751	-0.2743	-0.6796	-0.2104	241982.4219	-0.2588	0.9989	0.0027	0.7438	9.7187	0.1668	-0.2750	-0.6719	0.0903	241982.4219	-0.3955	-0.1458	-0.1800	-0.5669	4.1757	-8.7804	0.0865	0.0208	0.6740	241982.4219	0.5817	1.2177	-1.6403	0.0456	9.2208	3.7107	0.1412	-0.5000	-0.4052	241982.4219	0.8201	-0.4973	-0.2653	1.1064	9.6684	0.6181	0.0898	-0.6043	-0.2674	241982.4219	0.2314	-0.1073	-0.2763	0.0844	5.4840	-7.6897	-0.0660	1.3466	0.1291	241992.1875	-1.7013	0.8325	0.2347	-0.1217	9.7154	-1.0996	-0.1540	-0.6398	-0.1705	0.0000	0.0000
241992.1875	-0.1776	1.3519	0.4584	-2.1879	9.1086	3.1270	-0.2781	-0.6951	-0.2169	241992.1875	-0.2588	0.9989	0.0027	0.7438	9.7187	0.1668	-0.2673	-0.6543	0.0968	241992.1875	-0.3955	-0.1458	-0.1800	-0.4891	4.1772	-8.6275	0.0865	0.0063	0.6806	241992.1875	0.5817	1.2177	-1.6403	-0.1100	9.2971	3.6343	0.1373	-0.4753	-0.4028	241992.1875	0.8201	-0.4973	-0.2653	1.1064	9.7469	0.6964	0.0939	-0.6021	-0.2653	241992.1875	0.2314	-0.1073	-0.2763	-0.2324	5.8659	-7.8502	-0.0780	1.3676	0.1244	242001.9531	-1.7013	0.8325	0.2347	-0.1225	9.7911	-1.1781	-0.1707	-0.6513	-0.1774	0.0000	0.0000
242001.9531	-0.1776	1.3519	0.4584	-2.1879	9.1086	3.1270	-0.2781	-0.6835	-0.2234	242001.9531	-0.0447	1.5616	0.1982	0.7438	9.7976	0.2439	-0.2731	-0.6484	0.0946	242001.9531	-0.3955	-0.1458	-0.1800	-0.5669	4.2556	-8.6275	0.0805	0.0042	0.6762	242001.9531	0.5817	1.2177	-1.6403	-0.0310	9.2971	3.7879	0.1373	-0.4753	-0.4028	242001.9531	0.8201	-0.4973	-0.2653	0.9499	9.7469	0.6964	0.0939	-0.6021	-0.2653	242001.9531	-0.3424	0.1322	0.0991	0.0844	5.8689	-7.6974	-0.0640	1.3676	0.1150	242011.7187	-1.7013	0.8325	0.2347	-0.1225	9.6382	-1.1766	-0.1707	-0.6705	-0.1682	0.0000	0.0000
242011.7187	-0.1776	1.3519	0.4584	-2.1090	9.1086	3.0510	-0.2705	-0.6854	-0.2191	242011.7187	-0.0447	1.5616	0.1982	0.7438	9.7976	0.2439	-0.2654	-0.6738	0.0903	242011.7187	-0.6220	-0.1466	-0.0257	-0.6448	4.1749	-8.8564	0.0805	0.0042	0.6762	242011.7187	-0.4286	-1.4771	-1.0267	-0.0318	9.2208	3.7115	0.1373	-0.4815	-0.4052	242011.7187	0.8201	-0.4973	-0.2653	0.9499	9.6676	0.5391	0.0959	-0.6085	-0.2674	242011.7187	-0.3424	0.1322	0.0991	0.0024	5.8626	-8.0141	-0.0540	1.3803	0.1197	242021.4844	-0.3949	0.7265	0.0613	-0.0421	9.6390	-1.0988	-0.1688	-0.6437	-0.1843	0.0000	0.0000
242021.4844	-0.1776	1.3519	0.4584	-2.1872	9.1086	3.2022	-0.2724	-0.7165	-0.2278	242021.4844	-0.0447	1.5616	0.1982	0.7438	9.7968	0.1652	-0.2654	-0.6738	0.0903	242021.4844	-0.6220	-0.1466	-0.0257	-0.7226	4.2533	-8.8564	0.0765	0.0167	0.6630	242021.4844	-0.4286	-1.4771	-1.0267	-0.2640	9.3735	3.7123	0.1255	-0.5000	-0.3958	242021.4844	1.0009	0.4943	-0.4699	1.0281	9.7454	0.5383	0.0837	-0.6319	-0.2653	242021.4844	-0.3424	0.1322	0.0991	0.0048	5.5594	-7.7692	-0.0540	1.3803	0.1197	242031.2500	-0.3949	0.7265	0.0613	-0.1201	9.7170	-0.9441	-0.1558	-0.6552	-0.1866	0.0000	0.0000
242031.2500	-0.0280	2.1635	0.5982	-2.2676	9.1086	3.1278	-0.2800	-0.7262	-0.2191	242031.2500	-0.0594	1.4691	0.1977	0.6642	9.7944	-0.0706	-0.2750	-0.6523	0.1011	242031.2500	-0.6220	-0.1466	-0.0257	-0.7226	4.2549	-8.7028	0.0885	-0.0208	0.6806	242031.2500	-0.4286	-1.4771	-1.0267	-0.1092	9.1444	3.7130	0.1431	-0.4918	-0.4075	242031.2500	1.0009	0.4943	-0.4699	0.9499	9.7461	0.6174	0.0898	-0.6021	-0.2611	242031.2500	-0.1883	-0.2326	-0.0972	-0.0765	6.0166	-8.0156	-0.0660	1.3845	0.1268	242041.0156	-0.3949	0.7265	0.0613	-0.0405	9.7170	-0.9441	-0.1725	-0.6724	-0.1820	0.0000	0.0000
242041.0156	-0.0280	2.1635	0.5982	-2.1887	9.0322	3.0526	-0.2990	-0.7301	-0.2299	242041.0156	-0.0594	1.4691	0.1977	0.6642	9.8756	0.2423	-0.2808	-0.6855	0.1011	242041.0156	-0.8628	-0.1103	-0.1901	-0.5669	4.3333	-8.7051	0.0805	-0.0125	0.6718	242041.0156	-0.4286	-1.4771	-1.0267	-0.1100	9.1444	3.6358	0.1431	-0.4918	-0.4075	242041.0156	1.0009	0.4943	-0.4699	0.8716	9.6676	0.5391	0.0898	-0.6021	-0.2611	242041.0156	-0.1883	-0.2326	-0.0972	-0.0756	5.7872	-7.9314	-0.0780	1.3571	0.1221	242050.7812	0.2735	0.4692	-0.0261	-0.1209	9.7162	-1.0218	-0.1707	-0.6628	-0.1728	0.0000	0.0000
242050.7812	-0.0280	2.1635	0.5982	-2.1082	9.1850	3.1255	-0.2933	-0.7282	-0.2299	242050.7812	-0.0594	1.4691	0.1977	0.6642	9.6407	0.1684	-0.2615	-0.6660	0.0903	242050.7812	-0.8628	-0.1103	-0.1901	-0.7226	4.1749	-8.8557	0.0805	-0.0125	0.6718	242050.7812	0.1837	1.0721	-1.0990	0.0456	9.2971	3.7100	0.1392	-0.4835	-0.3981	242050.7812	1.3183	0.3231	-0.7320	0.9499	9.6684	0.6181	0.0735	-0.6191	-0.2653	242050.7812	-0.1883	-0.2326	-0.0972	0.0064	5.7166	-7.6132	-0.0520	1.3887	0.1315	242060.5469	0.2735	0.4692	-0.0261	-0.1217	9.6390	-1.0988	-0.1670	-0.6149	-0.1728	0.0000	0.0000
242060.5469	0.1302	0.5203	0.8568	-2.1894	9.2613	2.9751	-0.2971	-0.7262	-0.2299	242060.5469	-0.0594	1.4691	0.1977	0.6642	9.6415	0.2470	-0.2615	-0.6660	0.0903	242060.5469	-0.8628	-0.1103	-0.1901	-0.4112	4.1772	-8.6283	0.0644	0.0000	0.6586	242060.5469	0.1837	1.0721	-1.0990	-0.1077	9.2971	3.8659	0.1275	-0.4835	-0.3981	242060.5469	1.3183	0.3231	-0.7320	1.1064	9.8247	0.6956	0.0837	-0.6021	-0.2611	242060.5469	-0.1883	-0.2326	-0.0972	0.0811	6.0935	-8.0203	-0.0520	1.3887	0.1315	242070.3125	0.2735	0.4692	-0.0261	-0.1217	9.7919	-1.1003	-0.1818	-0.6456	-0.1751	0.0000	0.0000
242070.3125	0.1302	0.5203	0.8568	-2.2691	9.2613	2.9759	-0.2952	-0.7301	-0.2191	242070.3125	-0.8355	2.9319	0.2356	0.4254	9.7195	0.2454	-0.2769	-0.6562	0.0946	242070.3125	-0.6479	0.0659	0.0984	-0.7226	4.2533	-8.8564	0.0885	-0.0063	0.6718	242070.3125	0.1837	1.0721	-1.0990	-0.0318	9.2208	3.7115	0.1392	-0.5123	-0.4098	242070.3125	1.3183	0.3231	-0.7320	1.1064	9.7461	0.6174	0.0837	-0.6021	-0.2611	242070.3125	-0.5952	-0.0459	-0.2071	-0.0764	5.8626	-8.0125	-0.0820	1.3550	0.1197	242080.0781	0.2735	0.4692	-0.0261	-0.1225	9.6382	-1.1766	-0.1781	-0.6552	-0.1705	0.0000	0.0000
242080.0781	0.1302	0.5203	0.8568	-1.9488	9.0322	3.1254	-0.2952	-0.7320	-0.2256	242080.0781	-0.8355	2.9319	0.2356	0.6642	9.8748	0.1637	-0.2750	-0.6797	0.1011	242080.0781	-0.6479	0.0659	0.0984	-0.7226	4.0188	-8.7773	0.0885	-0.0063	0.6718	242080.0781	0.9490	1.0012	-0.8099	0.0448	9.3735	3.6320	0.1392	-0.5123	-0.4098	242080.0781	1.1306	0.3555	-1.2217	1.0281	9.7461	0.6174	0.0776	-0.6085	-0.2737	242080.0781	-0.5952	-0.0459	-0.2071	-0.0755	5.4023	-7.9237	-0.0640	1.3929	0.1244	242089.8437	0.0340	0.6054	0.3623	-0.0398	9.7177	-0.8663	-0.1670	-0.6398	-0.1682	0.0000	0.0000
242089.8437	-0.4643	1.8150	0.5227	-2.0270	9.1850	3.2751	-0.2876	-0.7282	-0.2234	242089.8437	-0.8355	2.9319	0.2356	0.9030	9.8748	0.1637	-0.2750	-0.6465	0.0968	242089.8437	-0.6479	0.0659	0.0984	-0.6448	4.1757	-8.7796	0.0845	-0.0083	0.6630	242089.8437	0.9490	1.0012	-0.8099	-0.1873	9.1444	3.6366	0.1490	-0.4753	-0.4145	242089.8437	1.1306	0.3555	-1.2217	1.1064	9.9009	0.5368	0.0776	-0.6340	-0.2674	242089.8437	-0.5952	-0.0459	-0.2071	0.0015	6.0919	-8.0982	-0.0720	1.3550	0.1291	242099.6094	0.0340	0.6054	0.3623	-0.1201	9.7170	-0.9441	-0.1707	-0.6284	-0.1774	0.0000	0.0000
242099.6094	-0.4643	1.8150	0.5227	-2.0278	9.2613	3.1991	-0.2971	-0.7301	-0.2256	242099.6094	-1.1123	0.9751	0.1488	0.9030	9.7172	0.0096	-0.2654	-0.6465	0.0968	242099.6094	-0.6479	0.0659	0.0984	-0.6448	4.2541	-8.7804	0.0825	0.0104	0.6564	242099.6094	0.9490	1.0012	-0.8099	-0.2647	9.4499	3.6343	0.1333	-0.4918	-0.4028	242099.6094	1.1306	0.3555	-1.2217	1.0281	9.7469	0.6964	0.0714	-0.6277	-0.2547	242099.6094	-0.1572	-0.2941	-0.1126	0.0803	6.0149	-8.0983	-0.0720	1.3550	0.1291	242109.3750	0.0340	0.6054	0.3623	-0.0421	9.7919	-1.1003	-0.1707	-0.6398	-0.1843	0.0000	0.0000
242109.3750	-0.4643	1.8150	0.5227	-1.8684	9.1850	3.1983	-0.2895	-0.7301	-0.2299	242109.3750	-1.1123	0.9751	0.1488	0.9826	9.7180	0.0882	-0.2808	-0.6602	0.0968	242109.3750	0.2860	-0.0452	-0.1858	-0.6448	4.1757	-8.7796	0.0926	0.0187	0.6740	242109.3750	0.3827	-1.1113	-0.4766	-0.1873	9.0680	3.6374	0.1333	-0.4918	-0.4028	242109.3750	0.8379	-0.2223	-1.5339	0.8716	9.7469	0.6964	0.0714	-0.6277	-0.2547	242109.3750	-0.1572	-0.2941	-0.1126	-0.0764	5.6317	-8.0079	-0.0580	1.3929	0.1221	242119.1406	0.3993	0.0908	0.3780	-0.0413	9.6397	-1.0211	-0.1744	-0.6322	-0.1659	0.0000	0.0000
242119.1406	-0.4643	1.8150	0.5227	-2.1879	9.1850	3.1263	-0.2914	-0.7340	-0.2321	242119.1406	-1.1123	0.9751	0.1488	0.8234	9.7187	0.1668	-0.2673	-0.6895	0.0946	242119.1406	0.2860	-0.0452	-0.1858	-0.4891	4.2549	-8.7051	0.0926	0.0187	0.6740	242119.1406	0.3827	-1.1113	-0.4766	-0.1100	9.3735	3.6335	0.1294	-0.5103	-0.3958	242119.1406	0.8379	-0.2223	-1.5339	0.9499	9.7454	0.5383	0.0837	-0.6234	-0.2568	242119.1406	-0.1572	-0.2941	-0.1126	-0.0748	5.7118	-7.8503	-0.0800	1.3761	0.1221	242128.9062	0.3993	0.0908	0.3780	-0.1997	9.6405	-0.9433	-0.1688	-0.6188	-0.1682	0.0000	0.0000
242128.9062	-0.7416	2.1860	0.3335	-2.2684	9.1086	3.0526	-0.2895	-0.7320	-0.2321	242128.9062	-0.6023	-3.1641	0.3640	0.8234	9.7952	0.0080	-0.2673	-0.6895	0.0946	242128.9062	0.2860	-0.0452	-0.1858	-0.6448	4.2541	-8.7804	0.0765	0.0125	0.6652	242128.9062	0.3827	-1.1113	-0.4766	-0.1858	9.3735	3.7887	0.1275	-0.5206	-0.4192	242128.9062	0.8379	-0.2223	-1.5339	0.7152	9.8239	0.6166	0.0918	-0.6298	-0.2674	242128.9062	1.3818	-0.2764	-0.7299	-0.0780	5.6285	-8.1670	-0.0560	1.3782	0.1244	242138.6719	0.3993	0.0908	0.3780	-0.2005	9.8691	-1.0234	-0.1577	-0.6188	-0.1636	0.0000	0.0000
242138.6719	-0.7416	2.1860	0.3335	-2.2668	9.1086	3.2030	-0.2952	-0.7320	-0.2299	242138.6719	-0.6023	-3.1641	0.3640	0.6642	9.8740	0.0851	-0.2692	-0.6484	0.0946	242138.6719	0.9986	0.1015	-0.2066	-0.6448	4.2541	-8.7804	0.0865	0.0187	0.6652	242138.6719	1.2552	0.6393	-0.6335	-0.1077	9.4499	3.8644	0.1373	-0.4815	-0.4075	242138.6719	0.8379	-0.2223	-1.5339	0.7934	9.8215	0.3796	0.0918	-0.6298	-0.2674	242138.6719	1.3818	-0.2764	-0.7299	0.0024	5.8626	-8.0141	-0.0560	1.3782	0.1244	242148.4375	-1.0772	0.1816	0.2855	-0.1217	9.7919	-1.1003	-0.1707	-0.6207	-0.1751	0.0000	0.0000
242148.4375	-0.7416	2.1860	0.3335	-2.1894	9.1850	2.9759	-0.2743	-0.6951	-0.2191	242148.4375	-0.6023	-3.1641	0.3640	0.8234	9.7203	0.3240	-0.2827	-0.6738	0.0989	242148.4375	0.9986	0.1015	-0.2066	-0.5669	4.1749	-8.8572	0.0865	0.0187	0.6652	242148.4375	1.2552	0.6393	-0.6335	-0.1084	9.2971	3.7887	0.1373	-0.4815	-0.4075	242148.4375	-1.0037	1.9052	-1.3288	1.0281	9.6668	0.4601	0.0857	-0.6362	-0.2674	242148.4375	1.3818	-0.2764	-0.7299	0.0024	5.7856	-8.0125	-0.0800	1.3613	0.1244	242158.2031	-1.0772	0.1816	0.2855	-0.2013	9.7154	-1.0996	-0.1503	-0.6149	-0.1797	0.0000	0.0000
242158.2031	-0.4733	2.3674	0.5664	-2.1872	9.1850	3.2015	-0.2800	-0.6990	-0.2191	242158.2031	0.1938	-0.1565	0.5665	0.6642	9.7960	0.0866	-0.2673	-0.6797	0.0968	242158.2031	0.9986	0.1015	-0.2066	-0.6448	4.2541	-8.7804	0.0865	0.0104	0.6586	242158.2031	1.2552	0.6393	-0.6335	-0.0326	9.2971	3.6335	0.1412	-0.5000	-0.4005	242158.2031	-1.0037	1.9052	-1.3288	1.1064	9.7485	0.8544	0.0898	-0.6255	-0.2653	242158.2031	1.8844	-0.5491	-0.4117	0.0820	5.9411	-7.9376	-0.0600	1.3676	0.1221	242167.9687	-1.0772	0.1816	0.2855	-0.1225	9.8675	-1.1789	-0.1596	-0.6648	-0.1820	0.0000	0.0000
242167.9687	-0.4733	2.3674	0.5664	-2.2691	9.1086	2.9774	-0.2724	-0.6990	-0.2213	242167.9687	0.1938	-0.1565	0.5665	0.5050	9.7203	0.3240	-0.2673	-0.6797	0.0968	242167.9687	0.6165	-0.1290	0.0077	-0.7226	4.2564	-8.5491	0.0825	0.0083	0.6718	242167.9687	1.2552	0.6393	-0.6335	-0.0326	9.1444	3.6351	0.1275	-0.5288	-0.4122	242167.9687	-1.0037	1.9052	-1.3288	1.1064	9.6700	0.7761	0.0816	-0.6255	-0.2674	242167.9687	1.8844	-0.5491	-0.4117	0.0032	5.8642	-7.9345	-0.0600	1.3676	0.1221	242177.7344	0.5340	0.1362	0.1605	-0.2013	9.7919	-1.1003	-0.1633	-0.6628	-0.1774	0.0000	0.0000
242177.7344	-0.4733	2.3674	0.5664	-2.1075	9.1086	3.2014	-0.2781	-0.7049	-0.2169	242177.7344	0.1938	-0.1565	0.5665	0.6642	9.7991	0.4011	-0.2654	-0.6523	0.0946	242177.7344	0.6165	-0.1290	0.0077	-0.6448	4.2541	-8.7804	0.0765	-0.0104	0.6498	242177.7344	-1.2552	1.8992	-0.5008	0.0456	9.2208	3.7107	0.1294	-0.5000	-0.4052	242177.7344	0.1185	3.3153	-1.8661	1.1846	9.5906	0.6189	0.0816	-0.6255	-0.2674	242177.7344	1.8844	-0.5491	-0.4117	-0.0757	5.9412	-7.9345	-0.0580	1.3319	0.1268	242187.5000	0.5340	0.1362	0.1605	-0.1201	9.7934	-0.9448	-0.1874	-0.6188	-0.1751	0.0000	0.0000
242187.5000	0.6828	1.5888	1.0000	-2.1887	9.1850	3.0511	-0.2857	-0.7262	-0.2299	242187.5000	0.1938	-0.1565	0.5665	0.8234	9.7195	0.2454	-0.2808	-0.6797	0.1011	242187.5000	0.6165	-0.1290	0.0077	-0.6448	4.0988	-8.6252	0.0765	-0.0104	0.6498	242187.5000	-1.2552	1.8992	-0.5008	-0.0318	9.1444	3.7123	0.1294	-0.5000	-0.4052	242187.5000	0.1185	3.3153	-1.8661	1.3411	9.6692	0.6971	0.0898	-0.6213	-0.2716	242187.5000	1.8844	-0.5491	-0.4117	0.0032	5.8642	-7.9345	-0.0620	1.3550	0.1197	242197.2656	0.5340	0.1362	0.1605	-0.1201	9.7170	-0.9441	-0.1707	-0.6322	-0.1774	0.0000	0.0000
242197.2656	0.6828	1.5888	1.0000	-2.1872	9.1850	3.2015	-0.2914	-0.7204	-0.2343	242197.2656	-0.5090	0.3864	0.8044	0.8234	9.7960	0.0866	-0.2635	-0.6543	0.0925	242197.2656	0.6165	-0.1290	0.0077	-0.5669	4.1757	-8.7804	0.0744	0.0021	0.6696	242197.2656	-1.2552	1.8992	-0.5008	-0.0310	9.2208	3.7887	0.1314	-0.4774	-0.4075	242197.2656	0.1185	3.3153	-1.8661	1.1064	9.5137	0.6987	0.0776	-0.6085	-0.2674	242197.2656	0.6831	-0.3202	-0.3629	-0.1552	5.8626	-8.0109	-0.0660	1.3529	0.1197	242207.0312	0.5340	0.1362	0.1605	-0.1209	9.7162	-1.0218	-0.1688	-0.6456	-0.1774	0.0000	0.0000
242207.0312	0.6828	1.5888	1.0000	-2.1872	9.3377	3.1999	-0.2857	-0.7243	-0.2299	242207.0312	-0.5090	0.3864	0.8044	0.7438	9.7976	0.2439	-0.2635	-0.6543	0.0925	242207.0312	0.0487	-0.5847	0.0697	-0.6448	4.1757	-8.7796	0.0805	-0.0083	0.6762	242207.0312	1.0409	0.4492	-1.5077	-0.1092	9.2971	3.7115	0.1353	-0.4753	-0.4075	242207.0312	0.2302	-1.6224	-1.3641	1.1846	9.7469	0.6964	0.0776	-0.6085	-0.2674	242207.0312	0.6831	-0.3202	-0.3629	0.0039	5.9427	-7.8565	-0.0660	1.3529	0.1197	242216.7969	-0.7136	0.3784	0.1346	-0.2013	9.6390	-1.0988	-0.1614	-0.6379	-0.1705	0.0000	0.0000
242216.7969	-0.7582	1.7412	0.4977	-2.1902	9.1850	2.9007	-0.2914	-0.7398	-0.2278	242216.7969	-0.5090	0.3864	0.8044	0.6642	9.7195	0.2454	-0.2750	-0.6523	0.0903	242216.7969	0.0487	-0.5847	0.0697	-0.7226	4.1757	-8.7788	0.0805	-0.0083	0.6762	242216.7969	1.0409	0.4492	-1.5077	-0.0310	9.1444	3.7894	0.1353	-0.4753	-0.4075	242216.7969	0.2302	-1.6224	-1.3641	0.9499	9.8247	0.6956	0.0939	-0.6085	-0.2779	242216.7969	0.6831	-0.3202	-0.3629	0.0039	5.9427	-7.8565	-0.0620	1.3718	0.1362	242226.5625	-0.7136	0.3784	0.1346	-0.3597	9.7162	-1.0218	-0.1596	-0.6169	-0.1774	0.0000	0.0000
242226.5625	-0.7582	1.7412	0.4977	-2.0285	9.1086	3.1254	-0.2876	-0.6893	-0.2321	242226.5625	-1.2555	0.8792	1.2848	0.8234	9.6391	0.0111	-0.2769	-0.6914	0.0989	242226.5625	0.0487	-0.5847	0.0697	-0.6448	4.1772	-8.6260	0.0825	-0.0104	0.6674	242226.5625	1.0409	0.4492	-1.5077	-0.1866	9.2971	3.7123	0.1294	-0.5041	-0.3958	242226.5625	0.2302	-1.6224	-1.3641	0.8716	9.6684	0.6181	0.0816	-0.6149	-0.2695	242226.5625	0.5077	0.0322	-0.7368	0.0039	5.9427	-7.8565	-0.0820	1.3845	0.1268	242236.3281	-0.7136	0.3784	0.1346	-0.2021	9.6382	-1.1766	-0.1503	-0.6494	-0.1751	0.0000	0.0000
242236.3281	-0.7582	1.7412	0.4977	-2.0293	9.2613	3.0487	-0.2743	-0.6913	-0.2169	242236.3281	-1.2555	0.8792	1.2848	0.7438	9.7968	0.1652	-0.2654	-0.6973	0.0882	242236.3281	0.5098	-0.1764	0.1300	-0.6448	4.1757	-8.7796	0.0664	-0.0187	0.6608	242236.3281	1.5001	1.2834	-1.2369	-0.1107	9.2208	3.5579	0.1216	-0.5329	-0.4098	242236.3281	0.6634	-0.6944	-2.2278	0.7934	9.8231	0.5376	0.0735	-0.5979	-0.2568	242236.3281	0.5077	0.0322	-0.7368	0.0016	5.7840	-8.0921	-0.0680	1.3782	0.1244	242246.0937	0.7750	0.6206	-0.0765	-0.2801	9.6397	-1.0211	-0.1670	-0.6628	-0.1820	0.0000	0.0000
