Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
250078.1250	-39.5432	-56.0329	18.6627	-1.3887	8.7267	3.3485	0.4952	-0.5495	-0.0412	250078.1250	-27.7055	-27.0265	2.9167	-0.9279	9.5839	2.2924	0.4500	-0.7832	0.3140	250078.1250	-1.4381	20.2000	-15.4138	2.3139	4.6528	-8.1225	0.0624	-0.5708	0.7269	250078.1250	12.2149	19.2834	19.4050	-0.8977	9.2208	2.2533	-0.5294	-0.7181	-0.2248	250078.1250	24.3401	-6.2498	-55.7065	2.7494	8.0951	-1.1834	-0.5592	-0.7596	0.0737	250078.1250	-40.1115	-7.7744	6.3299	-1.2524	3.3337	-7.3812	-0.7900	0.8845	0.3263	250087.8906	-6.0539	-25.2914	-10.6231	-1.5545	9.7154	-1.0996	0.1651	-0.4904	0.5991	0.0000	0.0000
250087.8906	-39.5432	-56.0329	18.6627	-1.1526	8.8031	3.0445	0.4857	-0.5243	-0.0347	250087.8906	-27.7055	-27.0265	2.9167	0.1070	9.5784	1.7421	0.4500	-0.8242	0.3161	250087.8906	-1.4381	20.2000	-15.4138	2.4696	4.6544	-7.9704	0.0744	-0.5292	0.7115	250087.8906	15.9192	59.9498	-1.4544	1.2698	8.7625	2.3134	-0.5078	-0.7016	-0.2365	250087.8906	24.3401	-6.2498	-55.7065	3.8447	7.5626	0.0071	-0.5612	-0.7511	0.0926	250087.8906	-40.1115	-7.7744	6.3299	-0.1286	-0.1682	-5.3436	-0.7580	0.9328	0.3122	250097.6562	7.0133	-26.0935	-12.0854	-1.3149	9.7162	-1.0218	0.1558	-0.4693	0.5876	0.0000	0.0000
250097.6562	-39.5432	-56.0329	18.6627	-1.0752	9.4905	2.8113	0.4895	-0.5495	-0.0477	250097.6562	-32.7070	29.0039	8.1876	1.0622	10.0419	1.2611	0.4500	-0.8242	0.3161	250097.6562	-2.5206	14.3888	8.0450	1.5353	4.5707	-8.4980	0.0664	-0.5583	0.7445	250097.6562	15.9192	59.9498	-1.4544	2.3617	7.8461	3.1609	-0.5059	-0.6831	-0.2506	250097.6562	24.3401	-6.2498	-55.7065	4.0012	7.3294	0.0094	-0.5612	-0.7511	0.0926	250097.6562	-1.6583	-14.8129	26.1483	1.0469	0.8194	-6.0236	-0.7580	0.9328	0.3122	250107.4219	7.0133	-26.0935	-12.0854	-1.3111	9.9494	-0.6353	0.1763	-0.4751	0.5899	0.0000	0.0000
250107.4219	-40.8391	-29.6622	-6.1739	-0.5160	10.1778	2.9492	0.4838	-0.5262	-0.0217	250107.4219	-32.7070	29.0039	8.1876	2.1766	10.8175	0.7738	0.4327	-0.7734	0.3097	250107.4219	-2.5206	14.3888	8.0450	2.3139	3.8678	-8.1915	0.0664	-0.5583	0.7445	250107.4219	15.9192	59.9498	-1.4544	2.9916	7.7697	4.2362	-0.5059	-0.6831	-0.2506	250107.4219	7.9717	49.2707	-19.5257	4.5489	8.1101	0.3177	-0.5653	-0.7255	0.0589	250107.4219	-1.6583	-14.8129	26.1483	2.0512	6.1697	-8.0612	-0.7660	0.8908	0.3075	250117.1875	7.0133	-26.0935	-12.0854	-1.3087	9.6460	-0.3990	0.1725	-0.4732	0.5783	0.0000	0.0000
250117.1875	-40.8391	-29.6622	-6.1739	0.0448	11.6289	3.2299	0.4933	-0.5379	-0.0369	250117.1875	-32.7070	29.0039	8.1876	3.2910	11.5978	0.7582	0.4404	-0.7598	0.3441	250117.1875	-2.5206	14.3888	8.0450	2.3917	3.7064	-8.6516	0.0523	-0.5917	0.7401	250117.1875	14.9242	-23.6637	-23.3662	3.5154	8.9916	2.4431	-0.5137	-0.7099	-0.2459	250117.1875	7.9717	49.2707	-19.5257	5.2531	9.3692	1.8063	-0.5755	-0.7362	0.0568	250117.1875	-1.6583	-14.8129	26.1483	2.1198	9.0760	-9.0759	-0.7500	0.9034	0.3357	250126.9531	7.0133	-26.0935	-12.0854	-1.3071	9.2652	-0.2397	0.1837	-0.4789	0.5806	0.0000	0.0000
250126.9531	-40.8391	-29.6622	-6.1739	1.2371	11.9344	2.9141	0.4838	-0.5165	-0.0217	250126.9531	-44.6264	39.6339	28.8719	4.7239	12.0597	0.1200	0.4577	-0.8164	0.3419	250126.9531	26.5716	11.2008	24.0671	2.9367	2.9244	-8.4188	0.0664	-0.5333	0.7159	250126.9531	14.9242	-23.6637	-23.3662	2.1882	9.9845	1.2884	-0.5176	-0.6852	-0.2459	250126.9531	7.9717	49.2707	-19.5257	5.7225	10.7077	3.4522	-0.5755	-0.7362	0.0568	250126.9531	-18.0457	-29.8434	18.4356	0.0712	8.0760	-9.0149	-0.7420	0.9202	0.3192	250136.7187	11.2819	-26.1843	-15.7112	-1.5421	9.4220	0.1476	0.1818	-0.4751	0.5760	0.0000	0.0000
250136.7187	-40.8391	-29.6622	-6.1739	1.8732	11.9344	2.7573	0.4705	-0.5379	-0.0347	250136.7187	-44.6264	39.6339	28.8719	5.4403	12.3742	0.3496	0.4577	-0.8164	0.3419	250136.7187	26.5716	11.2008	24.0671	3.3260	2.7706	-8.1138	0.0584	-0.5667	0.7401	250136.7187	14.9242	-23.6637	-23.3662	0.1235	11.2064	3.7673	-0.5216	-0.7058	-0.2553	250136.7187	29.4788	55.6887	-5.0336	4.8619	11.4876	3.6814	-0.5694	-0.7574	0.0568	250136.7187	-18.0457	-29.8434	18.4356	-1.8912	5.4736	-8.2072	-0.7420	0.9202	0.3192	250146.4844	11.2819	-26.1843	-15.7112	-2.1804	9.1146	-0.0049	0.1892	-0.4789	0.5922	0.0000	0.0000
250146.4844	-54.2570	-19.6937	-44.3472	2.7483	12.0107	2.5974	0.4838	-0.5282	-0.0347	250146.4844	-44.6264	39.6339	28.8719	5.5995	12.7723	1.1278	0.4500	-0.7441	0.3548	250146.4844	26.5716	11.2008	24.0671	4.2603	2.6905	-8.2760	0.0584	-0.5667	0.7401	250146.4844	39.9969	-71.9352	-40.9950	-0.7897	12.5811	5.3067	-0.5216	-0.7058	-0.2553	250146.4844	29.4788	55.6887	-5.0336	3.6100	10.8458	1.7125	-0.5551	-0.7128	0.0400	250146.4844	-18.0457	-29.8434	18.4356	-1.8869	4.0959	-7.7817	-0.7360	0.8908	0.3192	250156.2500	11.2819	-26.1843	-15.7112	-2.3427	9.0351	-0.3151	0.1744	-0.4617	0.5760	0.0000	0.0000
250156.2500	-54.2570	-19.6937	-44.3472	3.2332	11.8580	3.2709	0.4933	-0.5612	-0.0347	250156.2500	-56.3332	26.1542	54.4734	5.2811	13.2491	1.9832	0.4462	-0.7578	0.3720	250156.2500	90.8473	-37.1303	58.7932	4.8832	3.3232	-7.7507	0.0563	-0.5813	0.7247	250156.2500	39.9969	-71.9352	-40.9950	-0.8802	11.8938	4.0020	-0.5353	-0.6770	-0.2482	250156.2500	29.4788	55.6887	-5.0336	3.2188	9.7548	1.4864	-0.5857	-0.7362	0.0253	250156.2500	-9.3451	-15.8076	11.3325	-0.7887	5.3176	-8.3058	-0.7420	0.9013	0.3638	250166.0156	20.5295	-27.6222	-17.3237	-2.5035	9.1864	-0.4722	0.1929	-0.4808	0.5737	0.0000	0.0000
250166.0156	-54.2570	-19.6937	-44.3472	3.4001	11.9344	4.0206	0.4762	-0.5417	-0.0195	250166.0156	-56.3332	26.1542	54.4734	4.8035	13.4122	2.6875	0.4462	-0.7578	0.3720	250166.0156	90.8473	-37.1303	58.7932	5.1168	2.6966	-7.6700	0.0885	-0.5854	0.6674	250166.0156	39.9969	-71.9352	-40.9950	-0.4289	10.3663	2.7004	-0.5412	-0.6749	-0.2412	250166.0156	29.4788	55.6887	-5.0336	2.3582	9.3700	1.8853	-0.5857	-0.7362	0.0253	250166.0156	-9.3451	-15.8076	11.3325	-0.3143	5.2436	-8.1546	-0.7160	0.8950	0.3333	250175.7812	20.5295	-27.6222	-17.3237	-2.6650	9.4899	-0.7085	0.1874	-0.4962	0.5691	0.0000	0.0000
250175.7812	-52.3652	-46.2238	-84.3656	2.9994	11.7816	3.8005	0.4571	-0.5553	-0.0304	250175.7812	-56.3332	26.1542	54.4734	4.8035	13.7157	1.8166	0.4769	-0.7773	0.3763	250175.7812	90.8473	-37.1303	58.7932	6.0511	3.6414	-7.3046	0.0885	-0.5854	0.6674	250175.7812	36.6141	-36.3082	-29.6010	0.0340	8.9153	2.5559	-0.5608	-0.6872	-0.2553	250175.7812	26.1307	-19.9770	6.0340	2.3582	9.3700	1.8853	-0.5755	-0.7191	0.0358	250175.7812	-9.3451	-15.8076	11.3325	-1.0186	4.6376	-7.6507	-0.7160	0.8950	0.3333	250185.5469	20.5295	-27.6222	-17.3237	-2.5855	9.9487	-0.7131	0.1855	-0.5249	0.5622	0.0000	0.0000
250185.5469	-52.3652	-46.2238	-84.3656	2.3627	11.0943	3.8889	0.4724	-0.5767	-0.0195	250185.5469	-49.8700	-32.0468	68.8138	5.4403	13.0229	2.7739	0.4654	-0.7227	0.3720	250185.5469	90.8473	-37.1303	58.7932	4.5718	6.9062	-10.2420	0.1127	-0.6271	0.6542	250185.5469	36.6141	-36.3082	-29.6010	0.5022	8.2279	2.9441	-0.5608	-0.6872	-0.2553	250185.5469	26.1307	-19.9770	6.0340	1.0281	9.3621	1.0953	-0.5510	-0.6766	0.0316	250185.5469	-9.3451	-15.8076	11.3325	-1.1762	4.4837	-7.6445	-0.7220	0.9202	0.3357	250195.3125	32.8067	-22.7032	-12.6019	-2.1087	10.5595	-0.7970	0.1892	-0.4732	0.5599	0.0000	0.0000
250195.3125	-52.3652	-46.2238	-84.3656	1.7222	9.9487	3.6060	0.4381	-0.5709	-0.0174	250195.3125	-49.8700	-32.0468	68.8138	6.4751	12.6240	1.9171	0.4673	-0.7441	0.3935	250195.3125	134.0582	-121.0354	98.2397	3.0146	5.1848	-9.8251	0.1408	-0.6562	0.6454	250195.3125	36.6141	-36.3082	-29.6010	0.5092	8.3043	3.6380	-0.5549	-0.6975	-0.2553	250195.3125	26.1307	-19.9770	6.0340	0.4022	9.7430	0.3013	-0.5510	-0.6766	0.0316	250195.3125	-2.5233	-4.0460	0.5219	-0.9350	4.1852	-7.1658	-0.7440	0.8845	0.3709	250205.0781	32.8067	-22.7032	-12.6019	-1.2339	10.8646	-0.8778	0.1948	-0.5192	0.5576	0.0000	0.0000
250205.0781	-50.8406	-99.1080	-100.2996	1.5636	9.6432	3.6858	0.4305	-0.5592	-0.0174	250205.0781	-49.8700	-32.0468	68.8138	6.2363	11.6955	2.7219	0.4673	-0.7441	0.3935	250205.0781	134.0582	-121.0354	98.2397	6.1290	6.8260	-10.4105	0.1871	-0.6542	0.5771	250205.0781	36.6141	-36.3082	-29.6010	0.1253	8.7625	3.9461	-0.5569	-0.6975	-0.2553	250205.0781	29.9532	-17.3101	4.3146	0.3240	9.8215	0.3796	-0.5612	-0.6809	0.0211	250205.0781	-2.5233	-4.0460	0.5219	-0.7067	4.9390	-7.9814	-0.7440	0.9286	0.3709	250214.8437	32.8067	-22.7032	-12.6019	-0.3614	11.2437	-1.1926	0.1892	-0.5172	0.5507	0.0000	0.0000
250214.8437	-50.8406	-99.1080	-100.2996	1.0788	8.9558	3.0207	0.4057	-0.5612	-0.0347	250214.8437	-49.8700	-32.0468	68.8138	3.5299	12.7809	1.9925	0.5135	-0.7109	0.3914	250214.8437	134.0582	-121.0354	98.2397	4.3382	8.7837	-10.7195	0.1871	-0.6542	0.5771	250214.8437	30.1699	-62.0241	-12.8837	-0.8814	8.9153	3.8774	-0.5569	-0.6975	-0.2553	250214.8437	29.9532	-17.3101	4.3146	0.0892	9.6684	0.6181	-0.5776	-0.7106	0.0379	250214.8437	-2.5233	-4.0460	0.5219	-0.3932	5.4746	-8.1576	-0.7180	0.9286	0.3310	250224.6094	18.7801	-28.4244	-12.7682	0.0358	11.2430	-1.2704	0.1818	-0.5192	0.5461	0.0000	0.0000
250224.6094	-50.8406	-99.1080	-100.2996	0.2759	8.4212	2.4324	0.4152	-0.5981	-0.0217	250224.6094	-61.2268	-124.6628	78.2706	1.7786	12.9228	0.5745	0.4962	-0.6875	0.3742	250224.6094	143.5018	-180.3403	103.2387	0.1338	8.9587	-8.9121	0.2455	-0.6438	0.5352	250224.6094	30.1699	-62.0241	-12.8837	-2.0422	9.3735	3.8845	-0.5686	-0.6481	-0.2576	250224.6094	29.9532	-17.3101	4.3146	0.0110	9.7454	0.5383	-0.5653	-0.6894	0.0295	250224.6094	8.1656	-2.9800	3.3911	-0.3923	5.1683	-8.0719	-0.7280	0.8929	0.3357	250234.3750	18.7801	-28.4244	-12.7682	0.8256	10.9309	-1.8894	0.1707	-0.5326	0.5622	0.0000	0.0000
250234.3750	-27.0944	-130.9349	-117.8106	-0.6841	7.7339	2.0729	0.3943	-0.6272	-0.0521	250234.3750	-61.2268	-124.6628	78.2706	0.7438	12.0676	0.9061	0.5212	-0.6875	0.3871	250234.3750	143.5018	-180.3403	103.2387	6.2847	14.4516	-16.4811	0.2817	-0.6854	0.5242	250234.3750	30.1699	-62.0241	-12.8837	-2.5792	9.2208	4.3546	-0.5980	-0.7078	-0.2506	250234.3750	29.9741	20.1343	-1.2231	0.1675	9.9810	0.7730	-0.5653	-0.6894	0.0295	250234.3750	8.1656	-2.9800	3.3911	-0.5531	5.0850	-8.3854	-0.7260	0.8929	0.3545	250244.1406	18.7801	-28.4244	-12.7682	1.2175	10.4660	-2.5068	0.1985	-0.5326	0.5484	0.0000	0.0000
250244.1406	-27.0944	-130.9349	-117.8106	-1.0007	8.1921	2.2971	0.3829	-0.6233	-0.0477	250244.1406	-61.2268	-124.6628	78.2706	0.3458	11.6002	0.9940	0.5212	-0.6875	0.3871	250244.1406	143.5018	-180.3403	103.2387	8.7762	7.4009	-7.8304	0.2817	-0.6854	0.5242	250244.1406	26.9555	-48.1680	-17.0235	-2.7278	9.2208	4.9737	-0.5686	-0.6790	-0.2529	250244.1406	29.9741	20.1343	-1.2231	0.2457	10.1436	1.4825	-0.5653	-0.7000	0.0000	250244.1406	8.1656	-2.9800	3.3911	-1.1015	5.0146	-8.0546	-0.7260	0.8929	0.3545	250253.9062	18.7801	-28.4244	-12.7682	1.2956	9.8528	-2.6562	0.1837	-0.5383	0.5438	0.0000	0.0000
250253.9062	-27.0944	-130.9349	-117.8106	-1.3128	9.4905	2.9641	0.3619	-0.6136	-0.0738	250253.9062	-94.4317	-157.9610	84.7629	-0.4502	10.8324	2.2674	0.5365	-0.6934	0.3849	250253.9062	90.9713	-359.3323	133.5538	6.5182	11.9036	-12.4627	0.3340	-0.6333	0.4604	250253.9062	26.9555	-48.1680	-17.0235	-2.4910	9.2971	5.4337	-0.5686	-0.6790	-0.2529	250253.9062	29.9741	20.1343	-1.2231	1.4193	10.1610	3.2206	-0.5735	-0.7298	0.0147	250253.9062	19.6898	-0.9957	2.3794	-1.4167	4.9377	-8.0468	-0.7140	0.9244	0.3310	250263.6719	13.6618	-39.5792	-22.6256	1.3752	9.4705	-2.6524	0.1800	-0.5364	0.5461	0.0000	0.0000
250263.6719	-27.0944	-130.9349	-117.8106	-1.7866	11.2470	3.4025	0.3619	-0.6583	-0.0694	250263.6719	-94.4317	-157.9610	84.7629	-0.4502	10.8324	2.2674	0.5462	-0.6152	0.3634	250263.6719	90.9713	-359.3323	133.5538	7.4526	9.3524	-8.7587	0.4125	-0.6104	0.4075	250263.6719	26.9555	-48.1680	-17.0235	-1.5640	9.1444	5.2716	-0.5843	-0.6605	-0.2600	250263.6719	25.9263	6.4808	0.8306	3.1406	10.3284	4.4041	-0.5735	-0.7298	0.0147	250263.6719	19.6898	-0.9957	2.3794	-0.7903	5.0835	-8.4602	-0.7160	0.8761	0.3357	250273.4375	13.6618	-39.5792	-22.6256	1.2168	9.0890	-2.5708	0.1763	-0.5134	0.5530	0.0000	0.0000
250273.4375	7.4400	-145.9013	-107.2671	-2.0988	12.7745	4.0672	0.3257	-0.6427	-0.0803	250273.4375	-94.4317	-157.9610	84.7629	-2.1219	10.8434	3.3679	0.5615	-0.6289	0.3591	250273.4375	90.9713	-359.3323	133.5538	12.4355	13.4038	-11.4613	0.4728	-0.6396	0.3634	250273.4375	24.4298	-31.0040	-22.8654	-0.6369	9.1444	5.1079	-0.6020	-0.6687	-0.2646	250273.4375	25.9263	6.4808	0.8306	3.5318	9.9578	6.2251	-0.5714	-0.7170	0.0084	250273.4375	19.6898	-0.9957	2.3794	-0.7889	6.0875	-8.3211	-0.7280	0.8950	0.3615	250283.2031	13.6618	-39.5792	-22.6256	0.8204	9.0141	-2.4146	0.1948	-0.5000	0.5253	0.0000	0.0000
250283.2031	7.4400	-145.9013	-107.2671	-2.2567	13.3854	4.2130	0.3181	-0.6485	-0.0824	250283.2031	-72.7976	-179.3928	70.0064	-4.7488	10.9830	1.7140	0.5615	-0.6289	0.3591	250283.2031	90.9713	-359.3323	133.5538	21.2336	11.2939	-10.6830	0.4728	-0.6396	0.3634	250283.2031	24.4298	-31.0040	-22.8654	-0.0140	8.5334	5.4938	-0.5961	-0.6811	-0.2600	250283.2031	25.9263	6.4808	0.8306	3.2188	9.5500	4.3329	-0.5837	-0.6872	-0.0105	250283.2031	13.7860	26.0889	-15.1899	-1.7280	5.4847	-7.6535	-0.7280	0.8950	0.3615	250292.9687	0.4834	-33.6007	-27.7205	0.5067	8.8658	-1.9465	0.1892	-0.5230	0.5392	0.0000	0.0000
250292.9687	7.4400	-145.9013	-107.2671	-2.6521	12.3162	4.5285	0.2933	-0.6893	-0.1020	250292.9687	-72.7976	-179.3928	70.0064	-6.3408	10.7536	2.1903	0.6019	-0.5937	0.3570	250292.9687	34.1553	-301.9006	-73.1188	17.6521	14.4173	-4.2247	0.4829	-0.6500	0.3128	250292.9687	24.4298	-31.0040	-22.8654	0.2236	8.3807	6.0334	-0.5961	-0.6811	-0.2600	250292.9687	25.9263	6.4808	0.8306	2.7494	9.8413	2.3547	-0.5898	-0.7340	-0.0042	250292.9687	13.7860	26.0889	-15.1899	-2.1187	4.5674	-7.3089	-0.7200	0.8782	0.3192	250302.7344	0.4834	-33.6007	-27.7205	0.0329	9.2520	-1.5615	0.1837	-0.5211	0.5346	0.0000	0.0000
250302.7344	49.6331	-110.5608	-84.7511	-2.5624	10.1014	5.5274	0.3086	-0.6621	-0.1085	250302.7344	-72.7976	-179.3928	70.0064	-7.4552	10.2878	2.4355	0.5885	-0.5859	0.3355	250302.7344	34.1553	-301.9006	-73.1188	11.0341	15.8312	-11.8557	0.4970	-0.6292	0.2577	250302.7344	25.9758	-28.3902	-23.9239	0.7644	8.8389	5.9462	-0.6039	-0.6831	-0.2717	250302.7344	19.6773	-26.7289	3.6843	1.6540	10.2372	3.0618	-0.5898	-0.7340	-0.0042	250302.7344	13.7860	26.0889	-15.1899	-1.8090	4.7101	-7.8752	-0.7600	0.8487	0.3239	250312.5000	0.4834	-33.6007	-27.7205	-0.1256	9.7115	-1.4884	0.1707	-0.5460	0.5438	0.0000	0.0000
250312.5000	49.6331	-110.5608	-84.7511	-1.6001	9.8723	6.1217	0.2705	-0.6777	-0.1258	250312.5000	-39.9657	-198.4409	71.8210	-5.7040	9.6800	4.0988	0.5885	-0.5859	0.3355	250312.5000	34.1553	-301.9006	-73.1188	7.1411	4.8691	-2.1801	0.4970	-0.6292	0.2577	250312.5000	25.9758	-28.3902	-23.9239	1.2999	8.9153	5.3225	-0.6059	-0.6605	-0.2623	250312.5000	19.6773	-26.7289	3.6843	1.3411	10.2372	3.0618	-0.5878	-0.7468	-0.0063	250312.5000	13.7860	26.0889	-15.1899	-1.2729	6.4503	-9.4332	-0.7620	0.8340	0.3427	250322.2656	1.4371	-25.4730	-16.0144	0.1951	9.9432	-1.2574	0.1929	-0.5115	0.5184	0.0000	0.0000
250322.2656	49.6331	-110.5608	-84.7511	-0.7196	9.5668	6.4920	0.2800	-0.6932	-0.1367	250322.2656	-39.9657	-198.4409	71.8210	-2.9179	9.1196	2.6948	0.6077	-0.5801	0.3226	250322.2656	-51.4559	-330.6088	-250.5793	5.4282	4.0828	-2.3856	0.4769	-0.6729	0.2445	250322.2656	25.9758	-28.3902	-23.9239	1.5282	9.1444	4.9319	-0.6059	-0.6605	-0.2623	250322.2656	19.6773	-26.7289	3.6843	1.6540	9.7699	2.9875	-0.5735	-0.7298	-0.0126	250322.2656	24.6917	58.1646	-29.6620	0.8626	6.7733	-8.6863	-0.7620	0.8340	0.3427	250332.0312	1.4371	-25.4730	-16.0144	0.4354	10.5564	-1.1080	0.1744	-0.5536	0.5438	0.0000	0.0000
250332.0312	62.2050	-119.6156	-82.4057	0.0827	8.4212	7.0219	0.2571	-0.6680	-0.1627	250332.0312	-39.9657	-198.4409	71.8210	-0.2114	7.8656	2.1695	0.6442	-0.5625	0.2989	250332.0312	-51.4559	-330.6088	-250.5793	1.0681	3.9248	-2.4941	0.4427	-0.6937	0.2115	250332.0312	25.9758	-28.3902	-23.9239	1.2937	8.8389	4.7057	-0.6176	-0.6605	-0.2646	250332.0312	11.9273	-6.4772	11.8666	1.4193	9.5970	1.2509	-0.5735	-0.7298	-0.0126	250332.0312	24.6917	58.1646	-29.6620	1.2567	6.5422	-8.6896	-0.7420	0.8992	0.3028	250341.7969	1.4371	-25.4730	-16.0144	0.9927	10.5564	-1.1080	0.1744	-0.5421	0.5346	0.0000	0.0000
250341.7969	62.2050	-119.6156	-82.4057	0.3984	8.6504	6.7156	0.2381	-0.7359	-0.1800	250341.7969	-39.9657	-198.4409	71.8210	0.8234	5.2345	4.4236	0.6423	-0.5586	0.2581	250341.7969	-51.4559	-330.6088	-250.5793	-1.8905	2.7365	-3.6819	0.4326	-0.7021	0.1652	250341.7969	21.2613	-48.4191	-20.3010	0.9796	8.6862	4.2471	-0.6137	-0.6646	-0.2646	250341.7969	11.9273	-6.4772	11.8666	1.1846	9.4407	1.1735	-0.5837	-0.7489	-0.0063	250341.7969	24.6917	58.1646	-29.6620	0.8633	7.3908	-8.6191	-0.7680	0.8718	0.3169	250351.5625	1.8567	-25.7908	-18.1679	1.3142	10.5595	-0.7970	0.1874	-0.5441	0.5392	0.0000	0.0000
250351.5625	62.2050	-119.6156	-82.4057	-0.0889	9.5668	5.8089	0.2438	-0.6893	-0.1670	250351.5625	-31.4124	-300.3535	47.7576	0.5846	4.2224	4.6797	0.6423	-0.5586	0.2581	250351.5625	-51.3354	-261.9228	-211.0157	-3.7591	2.1777	-4.6565	0.4326	-0.7021	0.1652	250351.5625	21.2613	-48.4191	-20.3010	0.8225	8.7625	4.0163	-0.6471	-0.6708	-0.2740	250351.5625	11.9273	-6.4772	11.8666	0.4022	9.5184	1.1727	-0.5714	-0.7702	-0.0021	250351.5625	6.5534	13.0409	-9.5532	0.4752	5.8624	-8.0235	-0.7820	0.8718	0.3286	250361.3281	1.8567	-25.7908	-18.1679	1.8675	10.4027	-1.1842	0.1948	-0.5038	0.5207	0.0000	0.0000
250361.3281	-7.9567	-188.3064	-64.1567	-1.2933	10.0251	4.9139	0.2286	-0.7204	-0.1844	250361.3281	-31.4124	-300.3535	47.7576	-1.4055	4.8427	4.2742	0.6692	-0.5020	0.2344	250361.3281	-51.3354	-261.9228	-211.0157	-3.7591	2.1777	-4.6565	0.4125	-0.7562	0.1652	250361.3281	21.2613	-48.4191	-20.3010	0.4325	9.1444	3.7076	-0.6471	-0.6708	-0.2740	250361.3281	9.1975	21.4119	-2.0833	-0.4584	9.4414	1.2525	-0.5633	-0.7362	-0.0126	250361.3281	6.5534	13.0409	-9.5532	0.0820	5.5562	-7.9299	-0.7820	0.8718	0.3286	250371.0937	1.8567	-25.7908	-18.1679	2.1821	10.1695	-1.5707	0.1818	-0.5211	0.5346	0.0000	0.0000
