Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
3509025616.6166	9.4467	40.3627	9.3003	-0.0274	11.2470	3.9865	-0.4190	-0.4078	-0.2928	3509025616.6241	-33.2931	-13.1015	89.4060	2.9726	12.4318	-1.6958	-0.0135	-0.6836	0.1785	3509025616.5895	16.4440	-12.7694	8.3136	0.9124	2.2772	-10.3896	-0.0805	-0.0437	0.5396	3509025616.6212	40.8082	-28.0614	-7.1698	-4.0485	7.3115	4.4656	0.2353	-0.3683	-0.5129	72167.9687	3509025616.6095	3509025544.4416	5.2206	40.9993	-2.0866	5.0183	7.2737	2.2223	0.6000	-0.4489	-0.1432	72167.9687	3509025616.6137	3509025544.4457	-27.6587	36.4109	-21.9987	0.0969	14.7544	1.4380	0.0140	2.0042	0.4202	72167.9687	3509025616.6231	3509025544.4551	-10.7261	27.6828	-1.7228	-2.6458	11.1914	1.2186	-0.1503	-0.6571	-0.0853	0.0000	0.0000
3509025616.6264	9.4467	40.3627	9.3003	1.3350	10.8652	4.7288	-0.4076	-0.4175	-0.2907	3509025616.6339	-33.2931	-13.1015	89.4060	3.6891	13.2074	-2.1831	-0.0019	-0.7070	0.1871	3509025616.5992	16.4440	-12.7694	8.3136	1.4574	4.4084	-9.0334	-0.0946	-0.0479	0.5308	3509025616.6309	40.8082	-28.0614	-7.1698	-2.9621	7.6933	4.7597	0.2529	-0.3683	-0.5363	72177.7344	3509025616.6193	3509025544.4416	5.2206	40.9993	-2.0866	4.7836	7.7482	3.0077	0.6000	-0.4489	-0.1432	72177.7344	3509025616.6235	3509025544.4457	13.5236	20.7861	-47.6759	1.0681	6.1794	3.9782	0.0140	2.0042	0.4202	72177.7344	3509025616.6328	3509025544.4551	-10.7261	27.6828	-1.7228	-2.4148	12.1011	0.4318	-0.1725	-0.6686	-0.0899	0.0000	0.0000
3509025616.6361	9.4467	40.3627	9.3003	2.8536	10.8652	5.1648	-0.4171	-0.4175	-0.2885	3509025616.6436	-33.2931	-13.1015	89.4060	3.7687	14.1438	-2.2018	-0.0019	-0.7070	0.1871	3509025616.6090	55.5121	-7.8750	14.7683	1.6910	3.9248	-10.3371	-0.0724	-0.0625	0.5419	3509025616.6407	40.8082	-28.0614	-7.1698	-1.6451	7.5406	4.9024	0.2529	-0.3683	-0.5363	72187.5000	3509025616.6291	3509025544.4416	28.8609	-2.3977	-65.3020	4.7054	7.7521	3.4027	0.5816	-0.4681	-0.1537	72187.5000	3509025616.6332	3509025544.4457	13.5236	20.7861	-47.6759	1.0681	6.1794	3.9782	0.0240	2.0189	0.4296	72187.5000	3509025616.6426	3509025544.4551	-11.2809	39.0041	-7.0044	-1.4894	13.9829	-2.5420	-0.1707	-0.6609	-0.0783	0.0000	0.0000
3509025616.6459	-8.1605	50.5419	-19.7082	3.8987	11.0179	6.0553	-0.4076	-0.4214	-0.2885	3509025616.6534	-41.6061	-31.4269	121.4413	4.5647	15.7069	-1.9972	0.0288	-0.6699	0.1957	3509025616.6188	55.5121	-7.8750	14.7683	0.7567	4.3247	-9.5634	-0.0724	-0.0625	0.5419	3509025616.6505	8.0667	16.1340	-25.4257	-1.7961	8.5334	5.2800	0.2549	-0.3765	-0.5316	72197.2656	3509025616.6388	3509025544.4416	28.8609	-2.3977	-65.3020	2.0452	8.9319	4.7341	0.5694	-0.4766	-0.1495	72197.2656	3509025616.6430	3509025544.4457	13.5236	20.7861	-47.6759	0.1162	-10.4573	27.0165	0.0140	1.9790	0.4343	72197.2656	3509025616.6524	3509025544.4551	-11.2809	39.0041	-7.0044	0.7916	16.6317	-5.2903	-0.1892	-0.6667	-0.0876	0.0000	0.0000
3509025616.6557	-8.1605	50.5419	-19.7082	4.9474	11.6289	7.3172	-0.4210	-0.4272	-0.2885	3509025616.6631	-41.6061	-31.4269	121.4413	5.9179	17.1067	-2.4969	0.0346	-0.6816	0.2000	3509025616.6285	55.5121	-7.8750	14.7683	1.3017	3.5404	-9.5610	-0.0724	-0.0604	0.5308	3509025616.6602	8.0667	16.1340	-25.4257	-3.1731	13.0394	6.8700	0.2471	-0.3333	-0.5105	72207.0312	3509025616.6486	3509025544.4416	28.8609	-2.3977	-65.3020	-2.1015	13.0633	5.7200	0.5694	-0.4766	-0.1495	72207.0312	3509025616.6528	3509025544.4457	13.5236	20.7861	-47.6759	-14.7675	12.4938	-26.8762	0.0300	1.9643	0.4624	72207.0312	3509025616.6621	3509025544.4551	-11.2809	39.0041	-7.0044	1.4509	17.7246	-3.0460	-0.1614	-0.6609	-0.0760	0.0000	0.0000
3509025616.6654	-8.1605	50.5419	-19.7082	5.3466	12.0871	7.3838	-0.4533	-0.4641	-0.2907	3509025616.6729	-41.6061	-31.4269	121.4413	7.5896	16.6291	-3.4309	0.0596	-0.6992	0.2172	3509025616.6383	117.7567	-14.3228	23.8274	1.4574	2.9899	-9.7107	-0.0704	-0.0750	0.5264	3509025616.6700	8.0667	16.1340	-25.4257	-7.2200	17.8508	12.3436	0.2471	-0.3333	-0.5105	72216.7969	3509025616.6584	3509025544.4416	24.1739	-194.0825	-108.8944	-16.8105	19.9346	0.7525	0.5612	-0.5000	-0.1663	72216.7969	3509025616.6625	3509025544.4457	217.8013	10.9761	-72.5341	-8.7696	19.2867	-26.0972	0.0300	1.9643	0.4624	72216.7969	3509025616.6719	3509025544.4551	13.6769	0.3178	12.3488	0.5223	15.8397	-0.3832	-0.1688	-0.6418	-0.0806	0.0000	0.0000
3509025616.6752	-15.4838	-13.7451	-54.1330	5.6571	12.0871	6.5535	-0.4400	-0.4078	-0.2820	3509025616.6827	-41.6061	-31.4269	121.4413	7.5100	16.5574	-2.8004	0.0596	-0.6992	0.2172	3509025616.6481	117.7567	-14.3228	23.8274	1.6910	3.0622	-10.3284	-0.0704	-0.0750	0.5264	3509025616.6798	60.7378	100.2497	-18.7107	-13.4940	18.1563	11.7857	0.2471	-0.3765	-0.5316	72226.5625	3509025616.6681	3509025544.4416	24.1739	-194.0825	-108.8944	-21.1919	23.3246	-10.1851	0.5510	-0.4979	-0.1747	72226.5625	3509025616.6723	3509025544.4457	217.8013	10.9761	-72.5341	-2.1116	25.1411	-14.4867	0.0140	1.8971	0.4836	72226.5625	3509025616.6817	3509025544.4551	13.6769	0.3178	12.3488	-2.0387	12.9968	-1.7545	-0.1688	-0.6648	-0.0899	0.0000	0.0000
3509025616.6850	-15.4838	-13.7451	-54.1330	6.6059	11.8580	5.7942	-0.4419	-0.3981	-0.2842	3509025616.6924	-11.3960	-66.8425	157.2693	6.8731	18.1306	-1.5739	0.0923	-0.6895	0.2172	3509025616.6578	117.7567	-14.3228	23.8274	2.3917	2.8214	-10.8709	-0.0664	-0.0792	0.5242	3509025616.6895	60.7378	100.2497	-18.7107	-10.9178	17.1635	6.2886	0.2824	-0.3539	-0.5176	72236.3281	3509025616.6779	3509025544.4416	24.1739	-194.0825	-108.8944	3.2971	11.2117	-0.5825	0.5388	-0.4979	-0.1432	72236.3281	3509025616.6820	3509025544.4457	217.8013	10.9761	-72.5341	4.3741	12.8603	-20.1022	0.0100	1.9055	0.4859	72236.3281	3509025616.6914	3509025544.4551	13.6769	0.3178	12.3488	-2.5215	10.5448	-2.2743	-0.1763	-0.6916	-0.0968	0.0000	0.0000
3509025616.6947	-15.4838	-13.7451	-54.1330	7.9622	11.4761	5.9349	-0.4590	-0.4155	-0.2711	3509025616.7022	-11.3960	-66.8425	157.2693	6.8731	18.1306	-1.5739	0.1019	-0.6953	0.2108	3509025616.6676	117.7567	-14.3228	23.8274	3.3260	2.2678	-11.3356	-0.0543	-0.0958	0.5176	3509025616.6993	60.7378	100.2497	-18.7107	-3.6304	14.5668	-0.1661	0.2941	-0.3807	-0.4801	72246.0937	3509025616.6876	3509025544.4416	49.6964	132.8211	-148.4497	12.3729	9.8547	3.6977	0.5388	-0.4979	-0.1432	72246.0937	3509025616.6918	3509025544.4457	53.2695	7.1440	-29.6936	2.7138	4.4589	-12.7367	0.0060	1.9139	0.5141	72246.0937	3509025616.7012	3509025544.4551	-2.8949	6.7504	-9.5978	-2.3567	9.4798	-1.7193	-0.1725	-0.6667	-0.0829	0.0000	0.0000
3509025616.7045	-15.4838	-13.7451	-54.1330	7.8871	10.8652	6.3930	-0.4705	-0.4019	-0.2755	3509025616.7120	-11.3960	-66.8425	157.2693	5.9975	19.3870	-0.8128	0.1288	-0.7324	0.2151	3509025616.6774	220.4879	-41.5884	63.5036	3.1703	1.7227	-10.9445	-0.0584	-0.1229	0.5066	3509025616.7091	-72.2792	106.2428	13.1819	2.9578	7.6933	-6.8797	0.2941	-0.3807	-0.4801	72255.8594	3509025616.6974	3509025544.4416	49.6964	132.8211	-148.4497	8.3826	9.0906	5.0486	0.5429	-0.5404	-0.1453	72255.8594	3509025616.7016	3509025544.4457	53.2695	7.1440	-29.6936	-2.5721	-0.5538	-5.3666	0.0060	1.9139	0.5141	72255.8594	3509025616.7110	3509025544.4551	-2.8949	6.7504	-9.5978	-1.0862	9.5532	-2.0311	-0.1911	-0.6533	-0.0876	0.0000	0.0000
3509025616.7143	3.7300	-56.4503	-104.8970	7.5699	10.4069	6.5511	-0.4857	-0.4214	-0.2733	3509025616.7217	26.2719	-61.3291	177.4267	6.7139	20.3493	1.7625	0.1288	-0.7324	0.2151	3509025616.6871	220.4879	-41.5884	63.5036	4.2603	1.5603	-11.4916	-0.0584	-0.1229	0.5066	3509025616.7188	-72.2792	106.2428	13.1819	10.2722	3.1110	-2.8926	0.3118	-0.3477	-0.4590	72265.6250	3509025616.7072	3509025544.4416	49.6964	132.8211	-148.4497	6.0355	7.7099	6.9587	0.5143	-0.5468	-0.1537	72265.6250	3509025616.7113	3509025544.4457	53.2695	7.1440	-29.6936	-6.5202	3.2827	-6.0808	0.0280	1.8739	0.5070	72265.6250	3509025616.7207	3509025544.4551	-2.8949	6.7504	-9.5978	-0.0592	9.8512	-2.8118	-0.1763	-0.6418	-0.0945	0.0000	0.0000
3509025616.7240	3.7300	-56.4503	-104.8970	5.4114	10.6360	5.8936	-0.4933	-0.4078	-0.2798	3509025616.7315	26.2719	-61.3291	177.4267	6.7139	19.9670	2.5564	0.1673	-0.6836	0.2151	3509025616.6969	220.4879	-41.5884	63.5036	4.0268	0.9453	-10.2538	-0.0443	-0.1854	0.4868	3509025616.7286	-72.2792	106.2428	13.1819	15.2133	5.4785	3.6737	0.3098	-0.3663	-0.4590	72275.3906	3509025616.7169	3509025544.4416	35.4638	-37.9674	-95.2487	3.9230	6.3486	3.0217	0.5143	-0.5468	-0.1537	72275.3906	3509025616.7211	3509025544.4457	64.1065	32.7785	-16.6913	-4.3407	6.7706	-8.8210	0.0060	1.8613	0.5047	72275.3906	3509025616.7305	3509025544.4551	-4.6162	50.2497	-23.5311	0.1757	10.0002	-3.2021	-0.1651	-0.6341	-0.0876	0.0000	0.0000
3509025616.7338	3.7300	-56.4503	-104.8970	4.1259	9.4905	4.8650	-0.5143	-0.4214	-0.2798	3509025616.7413	26.2719	-61.3291	177.4267	4.0075	19.4145	1.9385	0.1788	-0.6875	0.2194	3509025616.7067	373.2292	-123.8335	161.5034	4.8054	2.4345	-10.3533	-0.0060	-0.2021	0.4692	3509025616.7384	-8.5872	-106.5138	-36.6860	13.5214	8.9153	4.7370	0.3157	-0.3436	-0.4731	72285.1562	3509025616.7267	3509025544.4416	35.4638	-37.9674	-95.2487	0.2457	7.9380	-1.3399	0.4980	-0.5340	-0.1621	72285.1562	3509025616.7309	3509025544.4457	64.1065	32.7785	-16.6913	-0.0368	6.7084	-11.9307	0.0060	1.8613	0.5047	72285.1562	3509025616.7402	3509025544.4551	-4.6162	50.2497	-23.5311	0.0961	10.0767	-3.2028	-0.1633	-0.6169	-0.0783	0.0000	0.0000
3509025616.7436	26.3261	-34.6910	-140.4699	2.6778	9.7959	3.5227	-0.5295	-0.4039	-0.2863	3509025616.7510	-68.1717	87.4999	169.7278	-2.9975	15.4270	1.2320	0.1788	-0.6680	0.2194	3509025616.7164	373.2292	-123.8335	161.5034	3.9489	9.8763	-11.2643	-0.0060	-0.2021	0.4692	3509025616.7481	-8.5872	-106.5138	-36.6860	4.2860	9.3735	2.1228	0.3157	-0.3436	-0.4731	72294.9219	3509025616.7365	3509025544.4416	35.4638	-37.9674	-95.2487	0.7934	9.9865	1.3261	0.5000	-0.5447	-0.1663	72294.9219	3509025616.7406	3509025544.4457	64.1065	32.7785	-16.6913	0.2216	3.9798	-9.7320	0.0100	1.8382	0.5141	72294.9219	3509025616.7500	3509025544.4551	-4.6162	50.2497	-23.5311	-0.4650	9.8434	-3.5893	-0.1763	-0.6322	-0.0922	0.0000	0.0000
3509025616.7533	26.3261	-34.6910	-140.4699	0.7590	11.4761	2.9235	-0.5619	-0.3961	-0.2733	3509025616.7608	-68.1717	87.4999	169.7278	-6.0224	12.8361	-0.2887	0.2115	-0.6680	0.2430	3509025616.7262	373.2292	-123.8335	161.5034	4.6496	9.8801	-10.8872	0.0000	-0.2812	0.4097	3509025616.7579	-8.5872	-106.5138	-36.6860	-2.6651	9.2971	3.5055	0.3059	-0.3477	-0.4824	72304.6875	3509025616.7462	3509025544.4416	35.4638	-37.9674	-95.2487	2.5929	10.8561	2.7396	0.5000	-0.5830	-0.1663	72304.6875	3509025616.7504	3509025544.4457	64.1065	32.7785	-16.6913	-2.2839	3.0119	-8.0705	0.0140	1.8550	0.5211	72304.6875	3509025616.7598	3509025544.4551	-4.6162	50.2497	-23.5311	-0.7085	9.6859	-4.0543	-0.1614	-0.6456	-0.0876	0.0000	0.0000
3509025616.7631	26.3261	-34.6910	-140.4699	-0.8351	13.8437	2.9157	-0.5848	-0.4000	-0.2885	3509025616.7706	-68.1717	87.4999	169.7278	-6.8980	9.7771	-1.8000	0.2096	-0.6758	0.2581	3509025616.7360	491.5837	-133.1793	205.3534	0.9124	13.7048	-12.7320	0.0322	-0.3000	0.3877	3509025616.7677	-8.5872	-106.5138	-36.6860	-6.4684	10.5955	2.3725	0.2784	-0.3683	-0.4707	72314.4531	3509025616.7560	3509025544.4416	50.2698	9.9207	-69.7737	3.4535	10.1578	2.9046	0.4735	-0.5830	-0.1705	72314.4531	3509025616.7602	3509025544.4457	56.9874	23.5395	-27.8053	-3.1656	5.6781	-9.5391	-0.0080	1.8319	0.5235	72314.4531	3509025616.7695	3509025544.4551	3.2718	12.0781	9.2645	-0.3104	9.3036	-4.0505	-0.1800	-0.6801	-0.0899	0.0000	0.0000
3509025616.7729	49.7477	-47.8433	-139.6467	-3.2299	16.1348	2.5408	-0.6057	-0.4136	-0.2798	3509025616.7803	-78.3940	110.4269	115.8391	-6.4204	7.5157	-1.5975	0.2308	-0.6777	0.2796	3509025616.7457	491.5837	-133.1793	205.3534	2.1582	19.0252	-14.0270	0.0845	-0.3646	0.3304	3509025616.7774	7.0565	6.5471	-58.9723	-7.7809	11.7411	2.6830	0.2784	-0.3683	-0.4707	72324.2187	3509025616.7658	3509025544.4416	50.2698	9.9207	-69.7737	3.5318	9.6874	2.5142	0.4755	-0.5298	-0.1705	72324.2187	3509025616.7699	3509025544.4457	56.9874	23.5395	-27.8053	-5.0504	13.3126	-16.7386	-0.0080	1.8319	0.5235	72324.2187	3509025616.7793	3509025544.4551	3.2718	12.0781	9.2645	0.4910	9.3855	-3.5070	-0.1540	-0.6245	-0.0899	0.0000	0.0000
3509025616.7826	49.7477	-47.8433	-139.6467	-6.6551	15.6766	2.7300	-0.6171	-0.3864	-0.2950	3509025616.7901	-78.3940	110.4269	115.8391	-5.7836	5.7351	-0.1466	0.2308	-0.6777	0.2796	3509025616.7555	491.5837	-133.1793	205.3534	2.1582	17.4559	-14.0881	0.0845	-0.3646	0.3304	3509025616.7872	7.0565	6.5471	-58.9723	-4.7462	12.9630	4.3388	0.2784	-0.3909	-0.4778	72333.9844	3509025616.7755	3509025544.4416	50.2698	9.9207	-69.7737	2.7494	11.3195	2.4189	0.4551	-0.5426	-0.1789	72333.9844	3509025616.7797	3509025544.4457	56.9874	23.5395	-27.8053	2.3550	7.5330	-9.2090	0.0120	1.8508	0.5446	72333.9844	3509025616.7891	3509025544.4551	3.2718	12.0781	9.2645	1.1349	9.2396	-2.8056	-0.1781	-0.6437	-0.1060	0.0000	0.0000
3509025616.7924	49.7477	-47.8433	-139.6467	-7.3587	14.2255	4.1052	-0.6419	-0.3864	-0.3015	3509025616.7999	-78.3940	110.4269	115.8391	-5.5448	5.2669	-0.1373	0.2250	-0.6914	0.3032	3509025616.7653	491.5837	-133.1793	205.3534	1.0681	14.3475	-11.2034	0.0986	-0.4062	0.2665	3509025616.7970	7.0565	6.5471	-58.9723	-0.8648	12.8103	5.5368	0.2843	-0.3519	-0.5035	72343.7500	3509025616.7853	3509025544.4416	38.0499	-26.7140	-68.2408	1.4976	11.9249	0.7536	0.4551	-0.5426	-0.1789	72343.7500	3509025616.7895	3509025544.4457	13.3770	13.6997	-7.7058	-3.0691	0.7844	-7.7715	-0.0060	1.7962	0.5352	72343.7500	3509025616.7988	3509025544.4551	3.6669	5.4488	-7.5114	1.0599	9.3971	-2.3406	-0.1614	-0.6533	-0.0991	0.0000	0.0000
3509025616.8021	49.7477	-47.8433	-139.6467	-6.5518	12.5453	5.0917	-0.6457	-0.3689	-0.3080	3509025616.8096	-78.3940	110.4269	115.8391	-7.7736	4.7002	-2.1702	0.2192	-0.6641	0.3226	3509025616.7750	482.6896	24.5598	180.9744	4.5718	14.9707	-11.6288	0.1308	-0.4375	0.2203	3509025616.8067	1.3470	-87.0613	-22.8498	0.0663	10.5191	5.7820	0.2471	-0.3971	-0.4965	72353.5156	3509025616.7951	3509025544.4416	38.0499	-26.7140	-68.2408	-0.6932	10.6792	0.6080	0.4592	-0.5426	-0.2000	72353.5156	3509025616.7992	3509025544.4457	13.3770	13.6997	-7.7058	-2.8551	5.4374	-10.0181	-0.0040	1.8319	0.5352	72353.5156	3509025616.8086	3509025544.4551	3.6669	5.4488	-7.5114	1.0607	9.6273	-2.2652	-0.1874	-0.6571	-0.0899	0.0000	0.0000
3509025616.8119	65.3787	-62.9735	-128.4121	-4.3256	11.8580	4.5498	-0.6667	-0.3728	-0.3080	3509025616.8194	-50.0744	21.3551	38.0190	-14.1418	5.9401	-3.0598	0.2135	-0.6543	0.3183	3509025616.7848	482.6896	24.5598	180.9744	1.5353	11.3166	-8.4118	0.1308	-0.4375	0.2203	3509025616.8165	1.3470	-87.0613	-22.8498	0.0587	8.7625	5.0276	0.2471	-0.3971	-0.4965	72363.2812	3509025616.8048	3509025544.4416	38.0499	-26.7140	-68.2408	-0.0672	9.3676	1.6483	0.4449	-0.5383	-0.1916	72363.2812	3509025616.8090	3509025544.4457	13.3770	13.6997	-7.7058	-0.9598	5.0597	-9.6504	-0.0040	1.8319	0.5352	72363.2812	3509025616.8184	3509025544.4551	3.6669	5.4488	-7.5114	0.8195	10.0837	-2.5030	-0.1892	-0.6609	-0.0876	0.0000	0.0000
3509025616.8217	65.3787	-62.9735	-128.4121	-1.7131	12.6981	2.7856	-0.6781	-0.3592	-0.3080	3509025616.8292	-50.0744	21.3551	38.0190	-12.7090	8.6933	-0.9134	0.2135	-0.6543	0.3183	3509025616.7946	482.6896	24.5598	180.9744	5.5061	18.9418	-14.5206	0.1710	-0.4708	0.1608	3509025616.8263	1.3470	-87.0613	-22.8498	0.1973	8.7625	3.4050	0.2333	-0.4115	-0.5012	72373.0469	3509025616.8146	3509025544.4416	42.2269	23.3894	-52.7911	1.7323	8.8478	4.1029	0.4449	-0.5383	-0.1916	72373.0469	3509025616.8188	3509025544.4457	13.1679	3.4543	-2.0825	-2.0540	3.8459	-8.7286	-0.0140	1.8235	0.5469	72373.0469	3509025616.8281	3509025544.4551	0.2034	13.1073	-17.6926	0.5003	10.3887	-2.5838	-0.1800	-0.6552	-0.1014	0.0000	0.0000
3509025616.8314	65.3787	-62.9735	-128.4121	1.0581	12.6981	0.9529	-0.6933	-0.3592	-0.3059	3509025616.8389	-50.0744	21.3551	38.0190	-6.4204	7.0578	-0.5662	0.2231	-0.6445	0.3462	3509025616.8043	272.7577	165.8914	120.4305	18.4307	21.3333	-26.3520	0.1851	-0.4708	0.1256	3509025616.8360	6.9799	-39.8748	-61.2326	-0.0410	8.5334	2.7920	0.2353	-0.3951	-0.5152	72382.8125	3509025616.8244	3509025544.4416	42.2269	23.3894	-52.7911	3.0623	9.8666	4.8828	0.4469	-0.5489	-0.1937	72382.8125	3509025616.8285	3509025544.4457	13.1679	3.4543	-2.0825	-1.9810	4.9125	-9.3086	-0.0040	1.8109	0.5587	72382.8125	3509025616.8379	3509025544.4551	0.2034	13.1073	-17.6926	0.3426	10.3903	-2.4283	-0.1763	-0.6648	-0.1014	0.0000	0.0000
3509025616.8412	22.8873	23.5821	-132.8285	1.4528	12.6217	0.5737	-0.7200	-0.3204	-0.3080	3509025616.8487	11.4451	2.9724	3.0237	-2.5995	4.7215	-0.0477	0.2192	-0.6660	0.3333	3509025616.8141	272.7577	165.8914	120.4305	31.7445	25.2331	-20.6850	0.1811	-0.5312	0.1211	3509025616.8458	6.9799	-39.8748	-61.2326	-0.8853	8.6862	3.4938	0.2118	-0.4321	-0.5176	72392.5781	3509025616.8341	3509025544.4416	42.2269	23.3894	-52.7911	3.2971	10.3236	3.9301	0.4388	-0.5511	-0.2000	72392.5781	3509025616.8383	3509025544.4457	13.1679	3.4543	-2.0825	-1.6633	4.3783	-9.0655	-0.0180	1.8403	0.5423	72392.5781	3509025616.8477	3509025544.4551	0.2034	13.1073	-17.6926	0.2662	10.0876	-2.1142	-0.1948	-0.6552	-0.1060	0.0000	0.0000
3509025616.8510	22.8873	23.5821	-132.8285	0.9041	11.7053	1.4908	-0.7314	-0.3301	-0.3059	3509025616.8585	11.4451	2.9724	3.0237	-1.8035	3.7102	0.2870	0.2135	-0.6387	0.3226	3509025616.8239	272.7577	165.8914	120.4305	25.9830	10.4555	-23.9370	0.1811	-0.5312	0.1211	3509025616.8556	6.9799	-39.8748	-61.2326	-0.0272	9.1444	4.1754	0.2118	-0.4321	-0.5176	72402.3437	3509025616.8439	3509025544.4416	24.1887	-47.8195	-41.8934	2.6711	10.5522	3.4537	0.4061	-0.5702	-0.2126	72402.3437	3509025616.8481	3509025544.4457	7.8448	-10.5377	5.6401	-1.8193	4.4585	-8.9048	-0.0180	1.8403	0.5423	72402.3437	3509025616.8574	3509025544.4551	11.0594	12.7743	-18.1875	0.4269	10.0127	-1.9580	-0.1874	-0.6303	-0.1037	0.0000	0.0000
3509025616.8607	22.8873	23.5821	-132.8285	1.3214	11.1706	3.3721	-0.7410	-0.3107	-0.3145	3509025616.8682	11.4451	2.9724	3.0237	-3.0771	1.8185	-1.5622	0.2135	-0.6387	0.3226	3509025616.8336	-192.1820	-126.9899	-104.2591	15.2384	1.3893	-12.9058	0.2052	-0.5021	0.1542	3509025616.8653	17.9856	-25.3643	-84.8060	-0.7909	9.2208	5.1859	0.2059	-0.4053	-0.4848	72412.1094	3509025616.8537	3509025544.4416	24.1887	-47.8195	-41.8934	1.2628	10.1539	2.5096	0.4061	-0.5702	-0.2126	72412.1094	3509025616.8578	3509025544.4457	7.8448	-10.5377	5.6401	-1.8209	4.0704	-9.0562	-0.0020	1.7983	0.5493	72412.1094	3509025616.8672	3509025544.4551	11.0594	12.7743	-18.1875	0.4285	9.6320	-1.7986	-0.1967	-0.6303	-0.1037	0.0000	0.0000
