Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
274550.7812	-29.8045	53.5813	119.6156	-1.8629	6.6647	3.7499	-0.3810	-0.7320	-0.1605	274550.7812	1.8163	-11.9704	37.4881	-1.6443	9.5074	2.4511	-0.2885	-0.7559	0.2172	274550.7812	11.8981	-0.7482	2.3215	-0.1776	3.9411	-8.7051	0.2455	0.1979	0.7269	274550.7812	2.8012	99.9377	151.2815	0.8737	8.3807	1.3948	0.4020	-0.4156	-0.2412	274550.7812	1.8899	95.3043	176.7993	5.8790	1.1882	0.2289	-0.2918	-0.5957	-0.2716	274550.7812	-267.6090	61.4528	34.7917	-0.6929	7.8161	-6.6064	-0.4380	0.8697	-0.1643	274560.5469	-24.9152	-26.2298	24.4547	-1.3991	8.7940	-1.4792	-0.2245	-0.5996	-0.2166	0.0000	0.0000
274560.5469	-29.8045	53.5813	119.6156	-1.9471	6.8938	3.2972	-0.3848	-0.7359	-0.1367	274560.5469	1.8163	-11.9704	37.4881	-1.2463	9.1196	2.6948	-0.2846	-0.7500	0.2043	274560.5469	11.8981	-0.7482	2.3215	-0.3333	3.9404	-8.7804	0.2515	0.2354	0.7137	274560.5469	-0.7500	120.4265	119.1342	1.3380	7.8461	1.3955	0.3980	-0.4156	-0.2272	274560.5469	1.8899	95.3043	176.7993	6.0355	2.1998	0.2978	-0.2449	-0.6106	-0.2632	274560.5469	-267.6090	61.4528	34.7917	0.1789	6.5166	-6.1202	-0.3960	0.8887	-0.0845	274570.3125	-24.9152	-26.2298	24.4547	-1.0845	8.2550	-1.8626	-0.2412	-0.5920	-0.2143	0.0000	0.0000
274570.3125	-29.8045	53.5813	119.6156	-1.8674	6.8174	3.2972	-0.3619	-0.7320	-0.1584	274570.3125	1.8163	-11.9704	37.4881	-0.2910	9.2694	2.0628	-0.3058	-0.7422	0.2344	274570.3125	11.8981	-0.7482	2.3215	-0.6448	4.0980	-8.7020	0.2515	0.2354	0.7137	274570.3125	-0.7500	120.4265	119.1342	1.1113	7.1587	1.9450	0.3980	-0.4156	-0.2272	274570.3125	20.2360	109.1511	240.8832	6.0355	2.6687	0.5301	-0.2449	-0.6106	-0.2632	274570.3125	-339.8932	-8.1339	85.9055	0.8889	6.6719	-6.0579	-0.3980	0.8929	-0.0235	274580.0781	-24.9152	-26.2298	24.4547	-0.6857	7.4912	-1.7772	-0.2152	-0.6015	-0.2051	0.0000	0.0000
274580.0781	-17.8239	47.3246	110.2529	-1.3878	7.5048	3.4359	-0.3600	-0.7379	-0.1345	274580.0781	1.8163	-11.9704	37.4881	1.3010	9.5745	1.3491	-0.3058	-0.7422	0.2344	274580.0781	9.8906	-4.4892	7.0935	-0.8005	4.0189	-8.7765	0.2817	0.2396	0.7203	274580.0781	-0.7500	120.4265	119.1342	1.1989	6.0895	2.9585	0.4353	-0.4074	-0.2225	274580.0781	20.2360	109.1511	240.8832	5.4878	2.5886	0.2939	-0.2020	-0.6213	-0.2863	274580.0781	-339.8932	-8.1339	85.9055	0.8888	7.2877	-6.0702	-0.3980	0.8929	-0.0235	274589.8437	-26.8239	-32.1780	28.2892	-0.6841	7.1105	-1.6179	-0.2356	-0.6264	-0.2212	0.0000	0.0000
274589.8437	-17.8239	47.3246	110.2529	-2.0277	8.0394	3.2113	-0.3105	-0.7495	-0.1540	274589.8437	-3.8263	27.8697	30.8677	1.3010	9.5745	1.3491	-0.2865	-0.7871	0.2172	274589.8437	9.8906	-4.4892	7.0935	-1.1898	3.9397	-8.8486	0.2435	0.1896	0.7269	274589.8437	-0.7500	120.4265	119.1342	1.8295	5.5549	4.1155	0.4569	-0.3642	-0.2155	274589.8437	20.2360	109.1511	240.8832	4.8619	2.4276	-0.2576	-0.1633	-0.6277	-0.3074	274589.8437	-339.8932	-8.1339	85.9055	0.4899	7.9712	-6.5536	-0.3560	0.9685	0.0469	274599.6094	-26.8239	-32.1780	28.2892	-0.8425	6.8819	-1.5378	-0.2134	-0.6092	-0.1912	0.0000	0.0000
274599.6094	-17.8239	47.3246	110.2529	-1.8668	8.3449	3.3571	-0.3105	-0.7592	-0.1258	274599.6094	-3.8263	27.8697	30.8677	2.5746	9.7905	-0.4636	-0.2731	-0.7266	0.2129	274599.6094	9.8906	-4.4892	7.0935	-1.3455	3.9389	-8.9239	0.2435	0.1896	0.7269	274599.6094	30.2617	70.6490	87.0336	2.1407	4.9439	4.2729	0.4588	-0.3642	-0.1780	274599.6094	1.6164	75.3315	286.5858	4.3142	1.8793	-0.6472	-0.1633	-0.6447	-0.3074	274599.6094	-361.1301	-75.0358	136.4077	0.6385	9.3394	-7.4595	-0.3140	0.9832	0.1080	274609.3750	-26.8239	-32.1780	28.2892	-0.6044	6.1165	-1.6079	-0.2393	-0.6054	-0.1982	0.0000	0.0000
274609.3750	-10.0920	74.8938	99.5112	-1.9466	9.0322	3.3510	-0.2781	-0.7553	-0.1518	274609.3750	-3.8263	27.8697	30.8677	2.7338	9.8662	-0.7010	-0.2942	-0.7676	0.2301	274609.3750	12.8506	1.5828	4.1598	-1.0341	4.0996	-8.5445	0.2475	0.1979	0.7137	274609.3750	30.2617	70.6490	87.0336	3.1451	4.4093	4.1138	0.4588	-0.3642	-0.1780	274609.3750	1.6164	75.3315	286.5858	4.3142	1.8793	-0.6472	-0.1143	-0.6447	-0.2884	274609.3750	-361.1301	-75.0358	136.4077	0.8699	10.4075	-7.9631	-0.3160	1.0504	0.1455	274619.1406	-39.4484	-47.9189	19.2624	-1.0773	5.5096	-1.1353	-0.2189	-0.6054	-0.1889	0.0000	0.0000
274619.1406	-10.0920	74.8938	99.5112	-0.8242	9.6432	4.0105	-0.2857	-0.7709	-0.1345	274619.1406	7.1665	-3.9456	39.4012	2.0174	9.9497	-0.1523	-0.2942	-0.7676	0.2301	274619.1406	12.8506	1.5828	4.1598	-1.1898	3.8636	-8.6174	0.2777	0.2104	0.7137	274619.1406	30.2617	70.6490	87.0336	3.5205	3.7983	2.9582	0.4588	-0.3745	-0.1920	274619.1406	1.6164	75.3315	286.5858	3.8447	1.7167	-1.3567	-0.0571	-0.6574	-0.3032	274619.1406	-361.1301	-75.0358	136.4077	1.8926	10.7119	-8.1489	-0.3160	1.0504	0.1455	274628.9062	-39.4484	-47.9189	19.2624	-1.4714	5.5899	-0.7473	-0.2319	-0.6379	-0.1866	0.0000	0.0000
274628.9062	-10.0920	74.8938	99.5112	-0.5076	9.4141	3.7840	-0.2724	-0.7553	-0.1475	274628.9062	7.1665	-3.9456	39.4012	0.9030	9.9505	-0.0737	-0.2519	-0.7344	0.2086	274628.9062	12.8506	1.5828	4.1598	-0.8005	3.9404	-8.7757	0.2475	0.1729	0.7203	274628.9062	12.5057	47.9649	60.1444	4.1349	3.5692	2.4911	0.4941	-0.3642	-0.1920	274628.9062	5.4331	69.6538	328.4650	3.7665	2.1071	-1.2026	-0.0020	-0.6766	-0.3221	274628.9062	-388.1022	-76.4393	131.5660	3.3103	10.8637	-8.2598	-0.2820	1.0924	0.1972	274638.6719	-39.4484	-47.9189	19.2624	-1.3130	5.9714	-0.8289	-0.2171	-0.6494	-0.1728	0.0000	0.0000
274638.6719	-28.8183	83.4886	75.4123	0.1300	8.9558	3.7822	-0.2743	-0.7670	-0.1302	274638.6719	7.1665	-3.9456	39.4012	1.6194	10.3438	0.2329	-0.2596	-0.7520	0.1978	274638.6719	12.8506	1.5828	4.1598	-0.4891	4.0211	-8.5491	0.2475	0.1729	0.7203	274638.6719	12.5057	47.9649	60.1444	4.3625	3.1110	2.0302	0.4941	-0.3642	-0.1920	274638.6719	5.4331	69.6538	328.4650	3.2971	2.6592	-0.4180	-0.0020	-0.6766	-0.3221	274638.6719	-388.1022	-76.4393	131.5660	4.6426	11.5417	-9.0165	-0.2300	1.1513	0.2254	274648.4375	-39.4484	-47.9189	19.2624	-1.3958	6.2741	-1.1429	-0.2319	-0.6149	-0.1728	0.0000	0.0000
274648.4375	-28.8183	83.4886	75.4123	0.8458	8.4976	3.6292	-0.2533	-0.7476	-0.1518	274648.4375	2.6554	15.5340	58.7136	1.6990	10.3469	0.5474	-0.2596	-0.7520	0.1978	274648.4375	14.0211	6.5050	5.9306	0.0560	4.0987	-8.6322	0.2495	0.1917	0.7181	274648.4375	12.5057	47.9649	60.1444	4.6713	2.5764	1.9553	0.4824	-0.3292	-0.1756	274648.4375	5.4331	69.6538	328.4650	3.1406	3.4376	-0.3467	0.0551	-0.6872	-0.2947	274648.4375	-388.1022	-76.4393	131.5660	4.9479	13.0622	-10.0082	-0.2500	1.1828	0.2606	274658.2031	-34.1896	-33.6915	26.4320	-1.1562	6.2749	-1.0652	-0.2134	-0.6284	-0.1659	0.0000	0.0000
274658.2031	-28.8183	83.4886	75.4123	1.2413	7.8866	3.3306	-0.2552	-0.7767	-0.1323	274658.2031	2.6554	15.5340	58.7136	2.1766	9.7352	1.8176	-0.2519	-0.7656	0.2237	274658.2031	14.0211	6.5050	5.9306	-0.2555	3.7851	-8.6259	0.2636	0.2208	0.7247	274658.2031	32.7874	51.5496	18.5696	4.8253	2.1945	1.8803	0.4745	-0.3354	-0.1850	274658.2031	10.7566	70.5481	368.6638	3.4535	4.1343	-0.6697	0.1306	-0.6489	-0.3053	274658.2031	-394.2040	-132.6062	111.3641	4.9479	13.1392	-10.0098	-0.2500	1.1828	0.2606	274667.9687	-34.1896	-33.6915	26.4320	-0.3625	6.7313	-1.3030	-0.2319	-0.6513	-0.1636	0.0000	0.0000
274667.9687	-35.2329	61.8896	59.6888	1.3082	7.9630	2.0506	-0.2476	-0.7592	-0.1432	274667.9687	2.6554	15.5340	58.7136	2.4154	8.8004	1.9935	-0.2404	-0.7891	0.2086	274667.9687	14.0211	6.5050	5.9306	-0.3333	3.7851	-8.6252	0.2636	0.2208	0.7247	274667.9687	32.7874	51.5496	18.5696	5.1341	1.5835	1.8062	0.4922	-0.3745	-0.1874	274667.9687	10.7566	70.5481	368.6638	4.3142	5.2236	-0.6016	0.1306	-0.6489	-0.3053	274667.9687	-394.2040	-132.6062	111.3641	4.5392	15.0353	-11.4723	-0.2040	1.2458	0.2817	274677.7344	-34.1896	-33.6915	26.4320	-0.4406	7.3445	-1.1536	-0.2134	-0.6513	-0.1567	0.0000	0.0000
274677.7344	-35.2329	61.8896	59.6888	0.8428	7.5811	3.3376	-0.2210	-0.7845	-0.1106	274677.7344	-4.1355	16.8784	71.3741	2.4950	8.8769	1.8347	-0.2346	-0.7695	0.1978	274677.7344	18.6345	-0.6335	16.9884	-0.5669	3.9404	-8.7780	0.2676	0.2167	0.7467	274677.7344	32.7874	51.5496	18.5696	5.0567	1.8126	1.8046	0.4922	-0.3745	-0.1874	274677.7344	10.7566	70.5481	368.6638	5.1748	7.3341	0.4834	0.1898	-0.6511	-0.3263	274677.7344	-394.2040	-132.6062	111.3641	3.3383	17.8476	-13.3354	-0.1820	1.2689	0.3122	274687.5000	-11.1343	-1.8011	25.9038	-0.2003	7.1931	-0.9966	-0.2468	-0.6839	-0.1590	0.0000	0.0000
274687.5000	-35.2329	61.8896	59.6888	-0.6000	8.5740	2.5149	-0.1962	-0.7689	-0.1432	274687.5000	-4.1355	16.8784	71.3741	1.1418	9.5768	1.5849	-0.2346	-0.7695	0.1978	274687.5000	18.6345	-0.6335	16.9884	-1.1898	4.0174	-8.9262	0.2455	0.1958	0.7291	274687.5000	70.0597	35.1137	-33.3199	4.9012	2.0418	1.7267	0.4902	-0.3621	-0.1733	274687.5000	10.7566	70.5481	368.6638	6.5049	10.0753	2.4313	0.2469	-0.6128	-0.2947	274687.5000	-394.2040	-132.6062	111.3641	1.5070	20.8142	-15.1890	-0.1720	1.3235	0.3380	274697.2656	-11.1343	-1.8011	25.9038	-0.2799	7.1167	-0.9958	-0.2226	-0.6533	-0.1636	0.0000	0.0000
274697.2656	-35.2329	61.8896	59.6888	-2.1173	9.4905	2.2200	-0.2038	-0.7903	-0.1280	274697.2656	-4.1355	16.8784	71.3741	-0.3706	9.9638	1.2626	-0.2269	-0.7578	0.2194	274697.2656	18.6345	-0.6335	16.9884	-0.8783	4.0996	-8.5460	0.2797	0.2375	0.7379	274697.2656	70.0597	35.1137	-33.3199	4.5127	2.6527	1.5701	0.4745	-0.3354	-0.1780	274697.2656	-12.7953	30.2212	387.3906	7.4438	12.5873	4.7766	0.3163	-0.5809	-0.2947	274697.2656	-436.9868	-143.2323	122.1452	0.9575	22.0509	-14.9639	-0.1720	1.3235	0.3380	274707.0312	-11.1343	-1.8011	25.9038	-0.3548	7.1978	-0.5301	-0.2393	-0.6724	-0.1659	0.0000	0.0000
274707.0312	-0.1948	45.0311	75.5718	-3.3127	9.7959	2.2289	-0.1943	-0.7728	-0.1345	274707.0312	-4.1355	16.8784	71.3741	-1.7239	10.7418	1.0112	-0.1942	-0.7539	0.2043	274707.0312	39.9897	2.6540	9.1143	-1.7348	3.5499	-8.6088	0.2797	0.2375	0.7379	274707.0312	70.0597	35.1137	-33.3199	3.5066	3.7983	1.5687	0.4804	-0.3539	-0.1991	274707.0312	-12.7953	30.2212	387.3906	8.1479	14.3812	5.3117	0.3163	-0.5809	-0.2947	274707.0312	-436.9868	-143.2323	122.1452	1.5177	22.9150	-14.1168	-0.1360	1.4202	0.3685	274716.7969	6.8151	12.8500	15.2449	-0.1145	7.4287	-0.3768	-0.2096	-0.6609	-0.1590	0.0000	0.0000
274716.7969	-0.1948	45.0311	75.5718	-3.7082	10.1014	2.5307	-0.1962	-0.7961	-0.1236	274716.7969	0.1242	49.3105	74.1680	-1.7239	11.0437	-0.0169	-0.2000	-0.7715	0.1914	274716.7969	39.9897	2.6540	9.1143	-1.6569	4.4910	-8.6190	0.2716	0.2104	0.7467	274716.7969	70.0597	35.1137	-33.3199	1.2524	5.2494	0.5731	0.4804	-0.3539	-0.1991	274716.7969	-12.7953	30.2212	387.3906	8.8521	16.0974	5.8477	0.3714	-0.5404	-0.3137	274716.7969	-436.9868	-143.2323	122.1452	5.2284	23.9287	-13.4948	-0.0960	1.4538	0.3873	274726.5625	6.8151	12.8500	15.2449	0.1282	7.8914	0.0074	-0.2338	-0.6686	-0.1705	0.0000	0.0000
274726.5625	-0.1948	45.0311	75.5718	-4.0210	10.2542	3.1339	-0.1695	-0.7592	-0.1258	274726.5625	0.1242	49.3105	74.1680	-0.3706	11.4300	-0.4178	-0.2000	-0.7715	0.1914	274726.5625	39.9897	2.6540	9.1143	-1.4234	4.2557	-8.6190	0.2294	0.1688	0.7291	274726.5625	12.7660	33.3508	-67.1652	-1.3174	5.8604	-1.0285	0.4686	-0.3807	-0.1663	274726.5625	-43.1470	-52.2355	370.6524	6.3484	16.7845	4.5766	0.3980	-0.5511	-0.2905	274726.5625	-402.1751	-147.0585	217.9536	7.7638	26.7277	-12.1687	-0.0700	1.5483	0.4108	274736.3281	6.8151	12.8500	15.2449	0.2928	8.2026	0.5486	-0.2226	-0.6513	-0.1659	0.0000	0.0000
274736.3281	6.3846	62.2866	92.4635	-2.8135	9.7959	4.3297	-0.1638	-0.7922	-0.1258	274736.3281	0.1242	49.3105	74.1680	1.6194	10.9516	-1.4303	-0.1904	-0.7539	0.2194	274736.3281	39.9897	2.6540	9.1143	-1.2676	5.0407	-8.5515	0.2294	0.1688	0.7291	274736.3281	12.7660	33.3508	-67.1652	-4.1186	6.1659	-2.5476	0.4686	-0.3642	-0.1803	274736.3281	-43.1470	-52.2355	370.6524	1.8105	16.8117	-0.4805	0.3980	-0.5511	-0.2905	274736.3281	-402.1751	-147.0585	217.9536	10.0639	31.9166	-10.7264	-0.0700	1.5483	0.4108	274746.0937	32.7701	9.1872	0.4622	0.4520	8.5084	0.5455	-0.2245	-0.6705	-0.1751	0.0000	0.0000
274746.0937	6.3846	62.2866	92.4635	0.0683	9.4905	5.5824	-0.1695	-0.7728	-0.1367	274746.0937	-0.3148	39.3685	85.6342	4.2463	9.4768	-0.6146	-0.1731	-0.7617	0.1957	274746.0937	55.4238	4.3182	-5.8934	-1.8127	3.9413	-8.6888	0.2596	0.2062	0.7379	274746.0937	12.7660	33.3508	-67.1652	-6.2914	6.4714	-3.1466	0.4686	-0.3642	-0.1803	274746.0937	-43.1470	-52.2355	370.6524	-2.7274	19.3650	-1.7702	0.4490	-0.4596	-0.2737	274746.0937	-402.1751	-147.0585	217.9536	10.2500	36.6715	-7.8800	-0.0400	1.6092	0.3967	274755.8594	32.7701	9.1872	0.4622	0.2951	8.2814	0.7811	-0.2022	-0.6533	-0.1590	0.0000	0.0000
274755.8594	6.3846	62.2866	92.4635	2.7019	9.2613	5.9344	-0.1219	-0.7767	-0.1432	274755.8594	-0.3148	39.3685	85.6342	5.2811	9.3262	-0.0612	-0.1500	-0.7891	0.1914	274755.8594	55.4238	4.3182	-5.8934	-0.7226	3.3915	-8.7710	0.2495	0.1729	0.7269	274755.8594	23.5267	67.9160	-62.5667	-7.6025	9.0680	-2.6962	0.4804	-0.3539	-0.1897	274755.8594	-61.8126	27.7616	263.9627	-8.5954	18.2836	-1.0483	0.4694	-0.4766	-0.2926	274755.8594	-344.1108	-70.0496	166.7263	6.6957	37.7384	-0.7456	0.0080	1.7017	0.4038	274765.6250	32.7701	9.1872	0.4622	-0.1006	8.5896	1.0113	-0.2263	-0.6418	-0.1797	0.0000	0.0000
274765.6250	-18.7183	83.8018	61.9244	3.3297	9.4141	4.9489	-0.1143	-0.7748	-0.1302	274765.6250	-0.3148	39.3685	85.6342	5.1219	9.8835	1.0284	-0.1500	-0.7891	0.1914	274765.6250	55.4238	4.3182	-5.8934	-0.9562	3.3899	-8.9223	0.2254	0.0937	0.7269	274765.6250	23.5267	67.9160	-62.5667	-8.7573	11.1301	-2.0877	0.4451	-0.3786	-0.1663	274765.6250	-61.8126	27.7616	263.9627	-8.1259	13.9102	-2.9008	0.5184	-0.4277	-0.2695	274765.6250	-344.1108	-70.0496	166.7263	0.5882	33.5097	11.1626	-0.0180	1.7647	0.4155	274775.3906	32.7701	9.1872	0.4622	-0.8935	8.6691	1.3216	-0.2152	-0.6284	-0.1728	0.0000	0.0000
274775.3906	-18.7183	83.8018	61.9244	1.1636	10.2542	3.5333	-0.1010	-0.7922	-0.1236	274775.3906	-8.0331	-11.9625	111.4926	2.8930	11.5284	1.6245	-0.1481	-0.7656	0.2151	274775.3906	115.1007	7.6413	-11.7025	-0.8783	2.9179	-9.0720	0.2254	0.0937	0.7269	274775.3906	23.5267	67.9160	-62.5667	-14.7173	13.2685	-2.2038	0.4471	-0.3951	-0.1663	274775.3906	-61.8126	27.7616	263.9627	-1.0844	8.7211	-0.7946	0.5184	-0.4277	-0.2695	274775.3906	-344.1108	-70.0496	166.7263	2.1960	26.1825	22.1824	-0.0180	1.7647	0.4155	274785.1562	51.0854	-6.4780	-16.1971	-1.4500	9.0522	1.3955	-0.2096	-0.6284	-0.1774	0.0000	0.0000
274785.1562	-18.7183	83.8018	61.9244	-1.7867	11.3998	3.4009	-0.1143	-0.7922	-0.1150	274785.1562	-8.0331	-11.9625	111.4926	0.6642	12.8519	1.2835	-0.1212	-0.8027	0.2022	274785.1562	115.1007	7.6413	-11.7025	-1.1119	2.4473	-9.0650	0.2435	0.1042	0.7181	274785.1562	86.0401	131.4787	-15.5217	-21.4305	17.2399	-0.2464	0.4471	-0.3951	-0.1663	274785.1562	5.4559	222.7484	70.2011	3.5318	8.6248	5.1323	0.5408	-0.4000	-0.2232	274785.1562	-344.1108	-70.0496	166.7263	15.0744	24.5505	25.3008	-0.0040	1.7752	0.3897	274794.9219	51.0854	-6.4780	-16.1971	-2.3295	9.6599	1.0006	-0.2282	-0.6437	-0.1797	0.0000	0.0000
274794.9219	-15.4922	0.0936	52.5173	-3.4528	12.4690	4.1590	-0.0800	-0.7845	-0.1302	274794.9219	-8.0331	-11.9625	111.4926	-0.5299	13.9349	0.3184	-0.0923	-0.7812	0.1871	274794.9219	115.1007	7.6413	-11.7025	-1.5791	3.3147	-8.6080	0.2616	0.0854	0.7203	274794.9219	86.0401	131.4787	-15.5217	-23.0465	19.6838	0.6717	0.4686	-0.3827	-0.1827	274794.9219	5.4559	222.7484	70.2011	3.6100	10.8403	1.1595	0.5633	-0.3957	-0.2337	274794.9219	-82.2790	13.8240	25.5758	19.2541	28.5600	25.5350	0.0040	1.7899	0.4249	274804.6875	51.0854	-6.4780	-16.1971	-2.4115	9.8870	0.7650	-0.2375	-0.6284	-0.1912	0.0000	0.0000
274804.6875	-15.4922	0.0936	52.5173	-3.3678	12.2399	4.6868	-0.0933	-0.7670	-0.1215	274804.6875	-8.0331	-11.9625	111.4926	-0.2910	14.7105	-0.1689	-0.0923	-0.7812	0.1871	274804.6875	214.4960	15.9064	-35.2381	-1.5791	2.8433	-8.6801	0.2616	0.0854	0.7203	274804.6875	86.0401	131.4787	-15.5217	-19.4280	18.6909	-1.2073	0.4569	-0.3868	-0.1569	274804.6875	5.4559	222.7484	70.2011	6.4267	11.3084	1.3128	0.5633	-0.3957	-0.2337	274804.6875	-82.2790	13.8240	25.5758	10.9658	27.3799	24.2915	0.0040	1.7899	0.4249	274814.4531	30.3514	3.3752	-25.3995	-1.8559	10.7264	0.6011	-0.2226	-0.6418	-0.1982	0.0000	0.0000
274814.4531	-15.4922	0.0936	52.5173	-2.4866	11.2470	5.1392	-0.0781	-0.7728	-0.1150	274814.4531	-12.7346	23.0188	125.7104	1.2214	14.9383	-0.8025	-0.0865	-0.7695	0.2237	274814.4531	214.4960	15.9064	-35.2381	-1.2676	4.2526	-8.9278	0.2374	0.0208	0.7048	274814.4531	69.2331	-49.3336	41.9420	-18.1367	13.1921	-3.6357	0.4529	-0.3683	-0.1663	274814.4531	24.8664	67.4573	-170.6840	8.4609	7.8694	7.3522	0.5571	-0.4213	-0.2105	274814.4531	-82.2790	13.8240	25.5758	4.7882	27.5513	21.3072	-0.0020	1.7815	0.4155	274824.2187	30.3514	3.3752	-25.3995	-1.3815	11.4114	0.2832	-0.2245	-0.6303	-0.1935	0.0000	0.0000
274824.2187	-15.4922	0.0936	52.5173	-1.6881	10.7124	5.2870	-0.1029	-0.7670	-0.1041	274824.2187	-12.7346	23.0188	125.7104	3.3706	14.0792	-0.8639	-0.0481	-0.8027	0.2043	274824.2187	214.4960	15.9064	-35.2381	-0.0219	3.7097	-8.3202	0.2294	0.0000	0.6960	274824.2187	69.2331	-49.3336	41.9420	-16.1881	11.0537	-2.2442	0.4529	-0.3683	-0.1663	274824.2187	24.8664	67.4573	-170.6840	7.8350	11.8089	4.7054	0.5408	-0.4447	-0.1937	274824.2187	133.3659	-215.9461	26.1525	-0.4779	2.7889	38.5446	0.0160	1.8277	0.3873	274833.9844	30.3514	3.3752	-25.3995	-1.4690	12.3976	-0.5043	-0.2319	-0.6169	-0.2143	0.0000	0.0000
274833.9844	-22.4980	39.6236	25.1887	-1.4468	10.7124	5.5102	-0.0667	-0.7728	-0.1150	274833.9844	-12.7346	23.0188	125.7104	4.6443	12.9914	-0.3704	-0.0481	-0.8027	0.2043	274833.9844	214.4960	15.9064	-35.2381	-0.1776	4.4163	-8.2489	0.2555	-0.0333	0.6982	274833.9844	69.2331	-49.3336	41.9420	-12.6811	9.6026	0.2057	0.4725	-0.3889	-0.2061	274833.9844	24.8664	67.4573	-170.6840	1.9670	12.4278	4.3831	0.5224	-0.4362	-0.2105	274833.9844	133.3659	-215.9461	26.1525	11.3379	5.9112	-9.4358	-0.0140	1.7500	0.4366	274843.7500	25.0009	31.9964	-11.3198	-0.9065	13.7792	0.0262	-0.2208	-0.6475	-0.2097	0.0000	0.0000
274843.7500	-22.4980	39.6236	25.1887	-0.8799	10.3305	6.4108	-0.0724	-0.7786	-0.1041	274843.7500	-20.5914	3.3500	141.3791	4.9627	12.5271	0.0320	-0.0269	-0.7598	0.2000	274843.7500	308.3115	27.5312	-59.8551	0.7567	5.2842	-7.7291	0.2555	-0.0333	0.6982	274843.7500	69.2331	-49.3336	41.9420	-5.9909	9.2208	3.6939	0.4725	-0.3704	-0.2108	274843.7500	24.8664	67.4573	-170.6840	-6.4046	10.9394	3.2918	0.5224	-0.4362	-0.2105	274843.7500	133.3659	-215.9461	26.1525	12.4538	10.4727	-23.9573	-0.0140	1.7500	0.4366	274853.5156	25.0009	31.9964	-11.3198	-0.9752	14.5547	1.1072	-0.2226	-0.6207	-0.2028	0.0000	0.0000
274853.5156	-22.4980	39.6236	25.1887	-0.1521	10.1014	7.4587	-0.0514	-0.7942	-0.0976	274853.5156	-20.5914	3.3500	141.3791	4.8831	12.9244	0.7317	-0.0250	-0.7656	0.2301	274853.5156	308.3115	27.5312	-59.8551	0.9903	5.2827	-7.8851	0.2072	-0.1500	0.6674	274853.5156	18.2458	-82.6289	-22.4307	1.2564	9.8317	8.7106	0.4725	-0.3704	-0.2108	274853.5156	100.0475	183.1505	-117.1454	-20.2531	16.5497	4.4209	0.4980	-0.5043	-0.2168	274853.5156	347.1491	71.2150	-86.0928	-7.1980	-14.1476	-26.5743	-0.0380	1.7647	0.4319	274863.2812	25.0009	31.9964	-11.3198	-0.4930	15.0181	1.5691	-0.2319	-0.6303	-0.2005	0.0000	0.0000
274863.2812	-11.7158	114.3240	-29.1185	0.6471	10.0251	7.6771	-0.0838	-0.7883	-0.0889	274863.2812	-20.5914	3.3500	141.3791	5.7587	13.5604	1.8983	0.0288	-0.8125	0.2065	274863.2812	308.3115	27.5312	-59.8551	2.3139	5.2902	-7.1301	0.2012	-0.1542	0.6344	274863.2812	18.2458	-82.6289	-22.4307	7.4204	11.8174	6.0042	0.4490	-0.3786	-0.2225	274863.2812	100.0475	183.1505	-117.1454	-9.2995	22.0244	-15.7820	0.4898	-0.5021	-0.1811	274863.2812	347.1491	71.2150	-86.0928	12.3057	14.5808	-7.2405	-0.0540	1.6723	0.4272	274873.0469	-6.2885	-2.9666	-3.6581	-0.2503	14.7926	1.9602	-0.2319	-0.6226	-0.2189	0.0000	0.0000
274873.0469	-11.7158	114.3240	-29.1185	2.3958	10.4069	7.2045	-0.0610	-0.7922	-0.1020	274873.0469	-21.9130	8.6107	159.0944	7.1915	14.5875	3.1358	0.0288	-0.8125	0.2065	274873.0469	414.9558	43.4239	-43.5511	4.8054	5.6067	-6.8508	0.2012	-0.2187	0.6344	274873.0469	18.2458	-82.6289	-22.4307	11.8511	13.9558	0.2256	0.4510	-0.4095	-0.2529	274873.0469	100.0475	183.1505	-117.1454	6.8961	11.6213	-6.2755	0.4898	-0.5021	-0.1811	274873.0469	347.1491	71.2150	-86.0928	2.8799	21.1920	-4.0001	-0.0500	1.6218	0.4460	274882.8125	-6.2885	-2.9666	-3.6581	-0.8863	14.1053	2.0449	-0.2189	-0.6552	-0.2028	0.0000	0.0000
