Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
160839.8437	-1.9479	35.0916	71.4434	-0.2775	8.8031	2.8854	-0.3181	-0.7204	-0.1627	160839.8437	-3.4890	13.0502	14.0225	1.4602	9.6501	1.1117	-0.3077	-0.6836	0.1032	160839.8437	9.5793	1.0849	2.3174	-0.3333	4.1757	-8.7827	0.2757	0.5312	0.3899	160839.8437	35.0069	101.4126	43.5650	2.1948	6.0131	1.9457	0.4039	-0.3580	-0.2319	160839.8437	-15.9700	74.3917	254.2896	4.3142	3.0694	1.7113	0.0102	-0.6404	-0.3032	160839.8437	-289.7666	-77.9102	89.9830	-0.7928	9.9304	-8.7163	-0.1920	1.0966	0.2770	160849.6094	-16.3971	-30.1498	3.1260	-2.4284	7.7291	-0.9242	-0.1929	-0.6264	-0.1521	0.0000	0.0000
160849.6094	-1.9479	35.0916	71.4434	-0.1948	8.7267	3.1861	-0.3048	-0.7184	-0.1714	160849.6094	-3.4890	13.0502	14.0225	0.8234	9.8086	1.3444	-0.3231	-0.7070	0.0989	160849.6094	9.5793	1.0849	2.3174	-0.3333	4.2541	-8.7835	0.2938	0.5250	0.3943	160849.6094	35.0069	101.4126	43.5650	3.0445	5.3258	1.7896	0.4333	-0.3560	-0.2178	160849.6094	-15.9700	74.3917	254.2896	5.0966	3.7700	1.7833	0.0551	-0.6447	-0.3137	160849.6094	-289.7666	-77.9102	89.9830	-0.6419	11.2263	-9.3821	-0.1760	1.2017	0.2817	160859.3750	-16.3971	-30.1498	3.1260	-2.2677	8.1129	-0.7725	-0.1855	-0.6475	-0.1313	0.0000	0.0000
160859.3750	-1.9479	35.0916	71.4434	-0.1106	8.5740	3.6380	-0.2952	-0.7107	-0.1605	160859.3750	-7.6186	10.9863	26.6145	0.3458	9.9654	1.4199	-0.3231	-0.7070	0.0989	160859.3750	9.5793	1.0849	2.3174	-0.2555	4.0226	-8.3978	0.2857	0.5188	0.3700	160859.3750	35.0069	101.4126	43.5650	3.4291	4.8675	1.5588	0.4333	-0.3560	-0.2178	160859.3750	7.7984	53.0322	309.0155	5.5660	4.9363	1.7716	0.1061	-0.6085	-0.2989	160859.3750	-289.7666	-77.9102	89.9830	-0.4136	12.1341	-10.2008	-0.1680	1.2458	0.2887	160869.1406	-23.4613	-8.3094	13.1676	-2.2669	8.4960	-0.6986	-0.2059	-0.6686	-0.1406	0.0000	0.0000
160869.1406	11.0167	37.8309	58.2608	0.0488	8.4212	3.6380	-0.2781	-0.7107	-0.1584	160869.1406	-7.6186	10.9863	26.6145	0.8234	9.7321	1.5031	-0.3038	-0.7090	0.1054	160869.1406	9.5793	1.0849	2.3174	-0.0219	3.7850	-8.6283	0.2857	0.5188	0.3700	160869.1406	49.2270	72.2971	9.2908	3.8130	4.4093	1.2507	0.4216	-0.3395	-0.2342	160869.1406	7.7984	53.0322	309.0155	5.5660	6.1828	1.9962	0.1061	-0.6085	-0.2989	160869.1406	-315.1101	-97.3123	79.4422	-0.4186	13.3563	-10.7028	-0.1520	1.3088	0.2700	160878.9062	-23.4613	-8.3094	13.1676	-2.1062	8.8034	-0.5461	-0.2171	-0.6341	-0.1267	0.0000	0.0000
160878.9062	11.0167	37.8309	58.2608	-0.0301	8.4976	3.7132	-0.2800	-0.7165	-0.1627	160878.9062	-7.6186	10.9863	26.6145	1.2214	9.4949	1.1934	-0.3115	-0.7031	0.1032	160878.9062	10.1544	-4.1349	6.8816	-0.4112	3.9404	-8.7796	0.2918	0.5271	0.3767	160878.9062	49.2270	72.2971	9.2908	3.8889	4.1038	1.0986	0.4353	-0.3189	-0.2108	160878.9062	7.7984	53.0322	309.0155	5.2531	7.8990	2.5321	0.1653	-0.5830	-0.2926	160878.9062	-315.1101	-97.3123	79.4422	-0.6609	14.7310	-11.2826	-0.1520	1.3088	0.2700	160888.6719	-23.4613	-8.3094	13.1676	-1.6286	9.1092	-0.5492	-0.1855	-0.6494	-0.1359	0.0000	0.0000
160888.6719	11.0167	37.8309	58.2608	0.1278	8.5740	3.5605	-0.2629	-0.7029	-0.1605	160888.6719	-9.7789	27.7194	40.3471	1.4602	9.5705	0.9560	-0.3115	-0.7031	0.1032	160888.6719	10.1544	-4.1349	6.8816	-0.7226	3.8628	-8.6989	0.2938	0.4875	0.3877	160888.6719	49.2270	72.2971	9.2908	3.7310	4.1038	0.7914	0.4373	-0.3189	-0.2084	160888.6719	12.5842	12.3914	332.0124	4.5489	8.9883	2.6002	0.2102	-0.5745	-0.3074	160888.6719	-315.1101	-97.3123	79.4422	-1.1387	16.1844	-11.7798	-0.1720	1.3424	0.2629	160898.4375	-23.4613	-8.3094	13.1676	-0.9115	9.3393	-0.4737	-0.1855	-0.6648	-0.1290	0.0000	0.0000
160898.4375	6.8959	39.1148	54.1357	-0.0332	9.0322	3.4071	-0.2724	-0.7243	-0.1800	160898.4375	-9.7789	27.7194	40.3471	0.9826	10.1160	0.8665	-0.3019	-0.7148	0.0925	160898.4375	10.1544	-4.1349	6.8816	-0.8005	4.1749	-8.8549	0.2938	0.4875	0.3877	160898.4375	73.2129	28.1696	-24.3156	2.7993	4.7148	0.4858	0.4373	-0.3189	-0.2084	160898.4375	12.5842	12.3914	332.0124	3.6100	10.0000	2.6691	0.2408	-0.5447	-0.2968	160898.4375	-326.0847	-113.3559	110.4353	-1.2210	17.4868	-12.1226	-0.1460	1.3718	0.2746	160908.2031	-6.2936	8.6272	26.2557	-0.9129	8.7261	-0.6231	-0.1985	-0.6533	-0.1336	0.0000	0.0000
160908.2031	6.8959	39.1148	54.1357	-0.3535	9.4141	3.2560	-0.2552	-0.7243	-0.1735	160908.2031	-9.7789	27.7194	40.3471	-0.0522	10.1105	0.3162	-0.3019	-0.7441	0.1054	160908.2031	13.0773	0.8376	6.7957	-0.8005	4.1742	-8.9317	0.3018	0.5312	0.3722	160908.2031	73.2129	28.1696	-24.3156	1.7129	4.7148	0.1878	0.4412	-0.3601	-0.2225	160908.2031	12.5842	12.3914	332.0124	2.7494	10.8545	2.5816	0.2408	-0.5447	-0.2968	160908.2031	-326.0847	-113.3559	110.4353	-1.9289	18.7220	-11.9739	-0.1420	1.4055	0.2817	160917.9687	-6.2936	8.6272	26.2557	-0.5141	8.4976	-0.5431	-0.1892	-0.6398	-0.1244	0.0000	0.0000
160917.9687	6.8959	39.1148	54.1357	-0.6745	9.4905	3.0329	-0.2571	-0.7359	-0.1779	160917.9687	-15.6572	34.9685	50.6533	-0.6891	10.1846	-0.0784	-0.2846	-0.6973	0.1011	160917.9687	13.0773	0.8376	6.7957	-0.7226	4.0988	-8.6244	0.2897	0.5062	0.3811	160917.9687	73.2129	28.1696	-24.3156	0.3934	5.7840	-0.1957	0.4137	-0.3272	-0.2201	160917.9687	11.0931	-27.9422	344.4135	2.0452	12.0153	2.0169	0.3082	-0.5213	-0.2947	160917.9687	-326.0847	-113.3559	110.4353	-1.9289	18.7220	-11.9739	-0.1420	1.4055	0.2817	160927.7344	-6.2936	8.6272	26.2557	-0.0342	8.4999	-0.3098	-0.1781	-0.6533	-0.1429	0.0000	0.0000
160927.7344	5.5970	24.2613	61.3132	-1.0753	9.5668	2.8105	-0.2419	-0.7650	-0.1779	160927.7344	-15.6572	34.9685	50.6533	-0.3706	10.0301	0.0820	-0.2846	-0.6973	0.1011	160927.7344	13.0773	0.8376	6.7957	-0.4891	4.0957	-8.9340	0.3058	0.5396	0.3943	160927.7344	53.2374	-18.6193	-40.0354	-0.9228	6.2422	-0.2643	0.4137	-0.3272	-0.2201	160927.7344	11.0931	-27.9422	344.4135	1.7323	13.1864	2.4792	0.3531	-0.5000	-0.3053	160927.7344	-326.0847	-113.3559	110.4353	-2.0031	19.6554	-11.5135	-0.1320	1.4286	0.2864	160937.5000	4.3239	9.8835	17.1175	0.2850	8.3478	-0.2305	-0.1874	-0.6590	-0.1313	0.0000	0.0000
160937.5000	5.5970	24.2613	61.3132	-0.7565	9.4905	2.8081	-0.2267	-0.7165	-0.1692	160937.5000	-15.6572	34.9685	50.6533	-0.3706	10.0301	0.0820	-0.2750	-0.7246	0.0946	160937.5000	20.4930	3.9667	3.0733	-0.6448	4.0181	-8.8549	0.3058	0.5396	0.3943	160937.5000	53.2374	-18.6193	-40.0354	-2.8612	6.4714	-0.6332	0.4412	-0.3251	-0.2225	160937.5000	11.0931	-27.9422	344.4135	2.0452	13.9569	1.7604	0.3531	-0.5000	-0.3053	160937.5000	-301.8422	-87.3418	181.0031	0.8457	19.7551	-10.3784	-0.1100	1.4601	0.3146	160947.2656	4.3239	9.8835	17.1175	0.3693	8.3524	0.2360	-0.2022	-0.6820	-0.1406	0.0000	0.0000
160947.2656	5.5970	24.2613	61.3132	-0.8316	9.3377	3.2616	-0.2133	-0.7184	-0.1670	160947.2656	-15.6572	34.9685	50.6533	0.9826	9.9505	-0.0737	-0.2731	-0.7090	0.1054	160947.2656	20.4930	3.9667	3.0733	-0.4112	4.4125	-8.6306	0.2958	0.5000	0.3789	160947.2656	53.2374	-18.6193	-40.0354	-4.7919	6.4714	-0.2279	0.4235	-0.3560	-0.2389	160947.2656	8.2410	49.6348	299.9450	1.0281	14.5836	2.2282	0.3755	-0.4766	-0.3095	160947.2656	-301.8422	-87.3418	181.0031	4.0835	20.9999	-9.7517	-0.0940	1.5126	0.3192	160957.0312	4.3239	9.8835	17.1175	0.6081	8.1995	0.2376	-0.1967	-0.6571	-0.1290	0.0000	0.0000
160957.0312	5.5970	24.2613	61.3132	-0.4317	9.3377	3.4080	-0.2229	-0.7243	-0.1670	160957.0312	-15.3532	46.5432	59.9716	2.1766	10.0340	0.4750	-0.2673	-0.7305	0.1011	160957.0312	20.4930	3.9667	3.0733	-0.4891	4.0211	-8.5491	0.2958	0.5271	0.3811	160957.0312	53.2374	-18.6193	-40.0354	-5.5642	6.8532	-0.0696	0.4216	-0.3519	-0.2482	160957.0312	8.2410	49.6348	299.9450	-1.0061	17.1235	-0.4046	0.4082	-0.4404	-0.2863	160957.0312	-301.8422	-87.3418	181.0031	5.2762	23.6392	-8.7139	-0.0940	1.5126	0.3192	160966.7969	11.2020	3.3601	2.1584	0.6104	8.2783	0.4701	-0.1948	-0.6667	-0.1359	0.0000	0.0000
160966.7969	4.0650	21.3770	60.0894	0.2082	8.5740	3.6349	-0.2019	-0.7029	-0.1735	160966.7969	-15.3532	46.5432	59.9716	2.5746	9.8795	0.6353	-0.2673	-0.7305	0.1011	160966.7969	20.4930	3.9667	3.0733	-0.2555	3.9404	-8.7811	0.2958	0.5271	0.3811	160966.7969	54.1558	-56.3220	-30.9604	-7.1127	7.7697	-0.1405	0.4216	-0.3519	-0.2482	160966.7969	8.2410	49.6348	299.9450	-2.8839	17.0355	-1.4308	0.4367	-0.4319	-0.2947	160966.7969	-266.7561	-78.9814	223.0975	5.7621	25.5907	-7.4094	-0.0940	1.5462	0.3239	160976.5625	11.2020	3.3601	2.1584	0.5324	7.9740	0.6286	-0.1818	-0.6762	-0.1359	0.0000	0.0000
160976.5625	4.0650	21.3770	60.0894	0.2856	8.4976	3.4092	-0.2057	-0.7786	-0.1844	160976.5625	-15.3532	46.5432	59.9716	2.5746	9.3325	0.5676	-0.2500	-0.7207	0.0946	160976.5625	28.3028	4.1483	5.4297	-0.1776	3.3914	-8.7764	0.2938	0.5375	0.3943	160976.5625	54.1558	-56.3220	-30.9604	-9.5858	8.6098	0.1847	0.4275	-0.3128	-0.2600	160976.5625	-35.6946	102.4661	201.6833	-4.9181	16.0381	-0.0777	0.4367	-0.4319	-0.2947	160976.5625	-266.7561	-78.9814	223.0975	5.4031	25.5069	-3.8981	-0.0480	1.6197	0.3404	160986.3281	11.2020	3.3601	2.1584	0.2943	8.3571	0.7026	-0.1929	-0.6360	-0.1452	0.0000	0.0000
160986.3281	4.0650	21.3770	60.0894	-0.3519	9.0322	3.4103	-0.1943	-0.7709	-0.1822	160986.3281	-8.7376	9.0402	76.0396	2.2562	9.0290	1.4386	-0.2519	-0.7480	0.1054	160986.3281	28.3028	4.1483	5.4297	-1.3455	3.5468	-8.9200	0.2918	0.5125	0.3789	160986.3281	54.1558	-56.3220	-30.9604	-12.6781	10.2136	0.5084	0.4176	-0.3436	-0.2693	160986.3281	-35.6946	102.4661	201.6833	-4.5269	14.8106	1.5939	0.4694	-0.4170	-0.2674	160986.3281	-266.7561	-78.9814	223.0975	4.5041	23.4440	0.7781	-0.0480	1.6618	0.3451	160996.0937	19.8214	-1.7557	-13.5978	-0.0225	8.5116	0.8566	-0.1892	-0.6226	-0.1406	0.0000	0.0000
160996.0937	1.6319	18.3482	47.7761	-1.7023	10.1014	3.8643	-0.2000	-0.7670	-0.1779	160996.0937	-8.7376	9.0402	76.0396	0.6642	9.9583	0.7124	-0.2346	-0.7480	0.1054	160996.0937	28.3028	4.1483	5.4297	-1.0341	3.4676	-8.9991	0.2817	0.5042	0.3789	160996.0937	42.3542	71.3892	-21.8029	-14.9224	12.3520	0.5094	0.4000	-0.3539	-0.2576	160996.0937	-35.6946	102.4661	201.6833	-3.0403	11.2989	0.3648	0.4816	-0.4043	-0.2547	160996.0937	-171.6469	33.3493	142.9376	3.1426	21.0170	6.5056	-0.0480	1.6618	0.3451	161005.8594	19.8214	-1.7557	-13.5978	-0.5805	8.7401	0.7765	-0.1781	-0.6264	-0.1429	0.0000	0.0000
161005.8594	1.6319	18.3482	47.7761	-2.3369	10.8652	4.1638	-0.1714	-0.7282	-0.1800	161005.8594	-8.7376	9.0402	76.0396	-1.0075	11.2841	0.6072	-0.2346	-0.7480	0.1054	161005.8594	62.1102	9.4786	-2.6854	-1.1119	3.2323	-8.9960	0.2817	0.5042	0.3789	161005.8594	42.3542	71.3892	-21.8029	-16.8455	14.3377	1.6668	0.4000	-0.3539	-0.2576	161005.8594	-35.6946	102.4661	201.6833	1.0281	9.5772	-0.7242	0.4816	-0.4043	-0.2547	161005.8594	-171.6469	33.3493	142.9376	3.1876	19.1815	10.9991	-0.0400	1.7185	0.3521	161015.6250	19.8214	-1.7557	-13.5978	-0.7405	8.7394	0.6988	-0.1781	-0.6092	-0.1452	0.0000	0.0000
161015.6250	1.6319	18.3482	47.7761	-3.2114	11.7053	4.3898	-0.1886	-0.7942	-0.1779	161015.6250	-15.4212	22.6691	86.8264	-1.2463	12.9134	-0.3688	-0.2192	-0.7168	0.1011	161015.6250	62.1102	9.4786	-2.6854	-1.5012	3.3877	-9.1473	0.2938	0.5042	0.3943	161015.6250	42.3542	71.3892	-21.8029	-16.8487	16.0943	1.3405	0.4353	-0.3436	-0.2506	161015.6250	1.2693	162.2982	72.0779	2.5929	8.7480	1.8915	0.5163	-0.3936	-0.2337	161015.6250	-171.6469	33.3493	142.9376	8.8836	19.3777	13.1101	-0.0280	1.7227	0.3615	161025.3906	19.8214	-1.7557	-13.5978	-1.1417	9.1185	0.3839	-0.2041	-0.6188	-0.1613	0.0000	0.0000
161025.3906	-6.4920	23.9373	34.6586	-2.7325	11.6289	4.4610	-0.1714	-0.7184	-0.1692	161025.3906	-15.4212	22.6691	86.8264	0.2662	12.7487	-1.2304	-0.2231	-0.7520	0.1118	161025.3906	62.1102	9.4786	-2.6854	-1.5012	2.9963	-9.0666	0.2978	0.4792	0.3789	161025.3906	59.7582	103.1642	23.2969	-15.6152	15.1778	0.8741	0.4333	-0.3189	-0.2459	161025.3906	1.2693	162.2982	72.0779	2.4364	9.6850	2.2772	0.5224	-0.3979	-0.2232	161025.3906	-171.6469	33.3493	142.9376	13.6869	21.2171	12.6589	-0.0320	1.7353	0.3732	161035.1562	19.9516	5.6607	-21.8770	-1.6997	9.5765	0.3016	-0.1911	-0.6226	-0.1567	0.0000	0.0000
161035.1562	-6.4920	23.9373	34.6586	-1.6152	11.0943	4.6056	-0.1733	-0.7301	-0.1670	161035.1562	-15.4212	22.6691	86.8264	2.0970	12.2142	-0.0404	-0.2231	-0.7520	0.1118	161035.1562	128.7061	15.2532	-17.9659	-1.2676	2.4489	-8.9098	0.2978	0.4792	0.3789	161035.1562	59.7582	103.1642	23.2969	-14.3661	12.8866	1.9653	0.4333	-0.3189	-0.2459	161035.1562	1.2693	162.2982	72.0779	3.2971	10.8403	1.1595	0.5163	-0.4128	-0.2147	161035.1562	-26.3005	-44.9609	107.5797	13.1323	20.3641	12.3686	-0.0320	1.7353	0.3732	161044.9219	19.9516	5.6607	-21.8770	-2.0221	10.2607	-0.0941	-0.1967	-0.6169	-0.1636	0.0000	0.0000
161044.9219	-6.4920	23.9373	34.6586	-0.6544	11.0943	5.0472	-0.1695	-0.7107	-0.1692	161044.9219	-19.6948	3.0786	104.8198	2.8134	12.6824	-0.0497	-0.2038	-0.7578	0.1054	161044.9219	128.7061	15.2532	-17.9659	0.1338	3.1546	-8.9308	0.2777	0.4667	0.3767	161044.9219	59.7582	103.1642	23.2969	-13.1107	10.2900	3.6772	0.4216	-0.3313	-0.2201	161044.9219	22.4513	56.0035	-84.5985	4.2359	9.9206	2.5119	0.5163	-0.4128	-0.2147	161044.9219	-26.3005	-44.9609	107.5797	9.5738	18.6464	11.2005	-0.0320	1.7332	0.3498	161054.6875	19.9516	5.6607	-21.8770	-1.9426	11.5605	-0.1071	-0.1855	-0.6034	-0.1613	0.0000	0.0000
161054.6875	-12.7291	33.9413	4.3064	-0.2536	10.9415	5.2703	-0.1714	-0.7262	-0.1562	161054.6875	-19.6948	3.0786	104.8198	2.3358	12.8416	0.2616	-0.1788	-0.7207	0.1054	161054.6875	128.7061	15.2532	-17.9659	0.1338	3.2330	-8.9316	0.3038	0.4521	0.3987	161054.6875	59.7582	103.1642	23.2969	-10.5562	8.3807	3.7479	0.4314	-0.3395	-0.2248	161054.6875	22.4513	56.0035	-84.5985	3.7665	9.8563	3.8558	0.5306	-0.4128	-0.2126	161054.6875	-26.3005	-44.9609	107.5797	6.4849	17.4610	9.6940	-0.0040	1.7794	0.3615	161064.4531	27.3834	14.5452	-17.9767	-1.7843	12.7830	-0.1971	-0.1985	-0.6360	-0.1728	0.0000	0.0000
161064.4531	-12.7291	33.9413	4.3064	-0.3311	10.9415	5.4967	-0.1733	-0.7631	-0.1735	161064.4531	-19.6948	3.0786	104.8198	2.4154	13.3918	0.6437	-0.1692	-0.7637	0.1161	161064.4531	212.0814	14.4601	-26.8964	0.2895	4.4086	-9.0218	0.3139	0.4292	0.4053	161064.4531	28.9913	-39.9384	38.2701	-7.5514	7.0823	2.4184	0.4510	-0.3292	-0.2506	161064.4531	22.4513	56.0035	-84.5985	2.5929	11.3242	2.8929	0.5143	-0.4277	-0.2189	161064.4531	263.2383	94.8483	16.6690	-7.4913	23.4173	7.1479	-0.0240	1.7185	0.3685	161074.2187	27.3834	14.5452	-17.9767	-1.4621	13.8572	0.1810	-0.1929	-0.6092	-0.1705	0.0000	0.0000
161074.2187	-12.7291	33.9413	4.3064	-0.8085	11.0179	5.5759	-0.1562	-0.7534	-0.1692	161074.2187	-19.6948	3.0786	104.8198	1.6194	13.0812	0.8072	-0.1692	-0.7637	0.1161	161074.2187	212.0814	14.4601	-26.8964	-0.0219	3.6328	-8.1658	0.3139	0.4292	0.4053	161074.2187	28.9913	-39.9384	38.2701	-4.4670	6.8532	1.3091	0.4510	-0.3292	-0.2506	161074.2187	22.2540	27.8533	-189.6587	1.4976	10.1302	0.1394	0.5143	-0.4277	-0.2189	161074.2187	263.2383	94.8483	16.6690	9.2561	-4.7014	-4.8038	-0.0240	1.7185	0.3685	161083.9844	27.3834	14.5452	-17.9767	-1.4598	14.4712	0.4081	-0.2022	-0.6149	-0.1682	0.0000	0.0000
161083.9844	-12.7291	33.9413	4.3064	-0.8912	10.8652	5.2775	-0.1562	-0.7340	-0.1649	161083.9844	-16.6038	-30.4132	122.3021	0.5050	12.9228	0.5745	-0.1288	-0.7402	0.1183	161083.9844	212.0814	14.4601	-26.8964	0.8345	4.4200	-7.8749	0.3038	0.4188	0.3899	161083.9844	28.9913	-39.9384	38.2701	-1.3625	6.8532	2.2044	0.4373	-0.2963	-0.2482	161083.9844	22.2540	27.8533	-189.6587	-0.1455	9.2042	0.8598	0.4816	-0.4319	-0.2063	161083.9844	263.2383	94.8483	16.6690	5.1301	17.8055	-15.4401	-0.0420	1.7185	0.3709	161093.7500	-24.6575	17.3452	-3.0143	-1.2943	13.4835	1.0401	-0.1892	-0.6130	-0.1728	0.0000	0.0000
161093.7500	-26.6027	68.3697	-21.8965	-0.7341	10.9415	5.0495	-0.1581	-0.7437	-0.1497	161093.7500	-16.6038	-30.4132	122.3021	0.1866	13.0797	0.6500	-0.1173	-0.7344	0.1204	161093.7500	212.0814	14.4601	-26.8964	0.8345	4.4108	-8.7968	0.3078	0.3417	0.3987	161093.7500	26.9555	-36.1842	-0.2090	1.5825	8.1516	2.6252	0.4412	-0.2901	-0.2576	161093.7500	22.2540	27.8533	-189.6587	-9.1430	12.1716	2.0943	0.4694	-0.4447	-0.2126	161093.7500	157.9941	100.0512	-47.3181	2.8728	-6.4782	-20.4814	-0.0500	1.6618	0.3944	161103.5156	-24.6575	17.3452	-3.0143	-1.2911	12.7221	1.3588	-0.2041	-0.6475	-0.1682	0.0000	0.0000
161103.5156	-26.6027	68.3697	-21.8965	0.6124	11.1706	4.2065	-0.1905	-0.7398	-0.1475	161103.5156	-16.6038	-30.4132	122.3021	0.9030	13.6992	0.1658	-0.0981	-0.7617	0.1419	161103.5156	290.3330	26.9910	-29.2261	1.0681	4.5692	-8.6470	0.3078	0.3417	0.3987	161103.5156	26.9555	-36.1842	-0.2090	5.3206	8.6862	4.9757	0.4353	-0.3251	-0.2740	161103.5156	17.9857	-22.4938	-74.0494	-11.1773	13.7874	-7.4033	0.4633	-0.4553	-0.2189	161103.5156	157.9941	100.0512	-47.3181	5.8159	3.2062	-9.9081	-0.0500	1.6618	0.3944	161113.2812	-24.6575	17.3452	-3.0143	-1.5299	11.9575	1.3665	-0.2078	-0.6494	-0.1682	0.0000	0.0000
161113.2812	-26.6027	68.3697	-21.8965	2.5972	11.4761	3.4315	-0.1962	-0.7534	-0.1345	161113.2812	-24.9182	11.0174	131.5433	2.4154	13.6921	-0.5417	-0.0981	-0.7617	0.1419	161113.2812	290.3330	26.9910	-29.2261	1.9246	4.4222	-7.6553	0.3199	0.3292	0.4251	161113.2812	26.9555	-36.1842	-0.2090	6.7141	9.6790	5.0291	0.4353	-0.3251	-0.2740	161113.2812	17.9857	-22.4938	-74.0494	0.4022	10.6377	-11.3224	0.4633	-0.4553	-0.2189	161113.2812	157.9941	100.0512	-47.3181	5.4438	5.2525	-7.7127	-0.0640	1.6471	0.3873	161123.0469	-24.6575	17.3452	-3.0143	-1.7647	11.1968	1.7629	-0.2208	-0.6398	-0.1567	0.0000	0.0000
161123.0469	-29.4566	112.3995	-64.9183	3.3107	11.7053	3.0461	-0.2019	-0.7359	-0.1432	161123.0469	-24.9182	11.0174	131.5433	4.5647	14.4764	-0.1642	-0.0673	-0.7246	0.1376	161123.0469	290.3330	26.9910	-29.2261	2.7810	5.1295	-7.5173	0.3139	0.2354	0.3943	161123.0469	-37.2570	6.8580	-49.6264	5.5620	10.6718	-1.8403	0.4255	-0.3251	-0.2763	161123.0469	17.9857	-22.4938	-74.0494	4.3924	8.7780	4.8937	0.4388	-0.5021	-0.2084	161123.0469	157.9941	100.0512	-47.3181	3.3223	6.2669	-7.0537	-0.0900	1.6155	0.3967	161132.8125	-6.2095	21.1745	-9.4501	-2.3211	10.9683	1.8429	-0.1929	-0.6245	-0.1751	0.0000	0.0000
