Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
1854990.2344	3.2040	-0.9219	0.4626	7.6939	2.7697	-4.9554	-0.6800	-0.4583	0.4859	1856406.2500	-0.0665	0.3444	-0.0852	0.5846	9.3767	-2.8141	0.2173	-0.7852	0.4151	1856406.2500	0.0594	-0.0481	0.0749	-0.3333	4.5716	-8.4025	0.4165	-0.4333	0.6189	1855888.6719	1.9287	0.1435	-0.3127	-8.9978	2.1181	-2.9216	0.3882	-0.6296	-0.0398	1856406.2500	3509013952.9591	3509012096.5528	-0.0692	-0.7176	0.6974	-0.9279	9.6518	-1.0410	-0.5204	-0.7362	0.1579	1856406.2500	0.0274	0.2837	-0.3793	-0.5570	4.6151	-8.7739	-0.2700	0.7311	0.2887	1853955.0781	1.1704	-0.7265	-0.0923	0.0468	9.7247	-0.1665	-0.0260	-0.7261	0.3456	0.0000	0.0000
1855000.0000	3.2040	-0.9219	0.4626	8.0119	2.7697	-5.0338	-0.6971	-0.4408	0.4881	1856416.0156	-0.0665	0.3444	-0.0852	0.5846	9.3775	-2.7355	0.2481	-0.7422	0.4237	1856416.0156	0.0594	-0.0481	0.0749	-0.1776	4.6508	-8.3280	0.4467	-0.4896	0.5859	1855898.4375	1.9287	0.1435	-0.3127	-9.0767	2.1181	-3.0752	0.3882	-0.6296	-0.0398	1856416.0156	3509013952.9688	3509012096.5528	-0.0692	-0.7176	0.6974	-1.0061	9.6534	-0.8830	-0.5204	-0.7362	0.1579	1856416.0156	0.0274	0.2837	-0.3793	-0.5570	4.6151	-8.7739	-0.2140	0.8067	0.3005	1853964.8437	1.6825	-2.8303	-0.5977	-0.0328	9.8012	-0.1673	-0.0019	-0.7050	0.3295	0.0000	0.0000
1855009.7656	4.6242	-2.9459	-0.6810	7.9315	2.7697	-5.1082	-0.7010	-0.4505	0.4902	1856425.7812	-0.0665	0.3444	-0.0852	0.5846	9.3003	-2.6553	0.2038	-0.7812	0.4301	1856425.7812	0.0594	-0.0481	0.0749	-0.3333	4.6493	-8.4801	0.4648	-0.4604	0.5683	1855908.2031	1.6685	0.4293	-0.4010	-8.9219	2.1945	-3.0775	0.3627	-0.6111	-0.0117	1856425.7812	3509013952.9786	3509012096.5528	-0.0692	-0.7176	0.6974	-1.0061	9.7303	-0.9627	-0.5469	-0.7277	0.1389	1856425.7812	0.1983	0.0969	-0.4577	-0.4774	4.6167	-8.6960	-0.2920	0.7752	0.3545	1853974.6094	1.6825	-2.8303	-0.5977	-0.0335	9.7240	-0.2443	-0.0260	-0.7280	0.3548	0.0000	0.0000
1855019.5312	4.6242	-2.9459	-0.6810	7.9315	2.6933	-5.1074	-0.7029	-0.4311	0.4989	1856435.5469	0.1831	0.1078	-0.2460	0.5050	9.2246	-2.4179	0.2154	-0.7754	0.4215	1856435.5469	0.4283	0.2767	-0.2448	-0.2555	4.6485	-8.5577	0.4648	-0.4604	0.5683	1855917.9687	1.6685	0.4293	-0.4010	-8.8430	2.2709	-2.9246	0.3686	-0.6235	-0.0351	1856435.5469	3509013952.9883	3509012096.5528	0.0247	-0.0767	0.9488	-1.0061	9.6518	-1.0410	-0.5122	-0.7426	0.0947	1856435.5469	0.1983	0.0969	-0.4577	-0.3993	4.6151	-8.7771	-0.2760	0.7584	0.2864	1853984.3750	1.6825	-2.8303	-0.5977	0.1264	9.8777	-0.1680	-0.0037	-0.7490	0.3364	0.0000	0.0000
1855029.2969	4.6242	-2.9459	-0.6810	7.8533	2.7697	-4.9570	-0.6876	-0.4583	0.4946	1856445.3125	0.1831	0.1078	-0.2460	0.5050	9.3011	-2.5767	0.2154	-0.7754	0.4215	1856445.3125	0.4283	0.2767	-0.2448	-0.3333	4.7269	-8.5577	0.4165	-0.4687	0.6101	1855927.7344	1.6685	0.4293	-0.4010	-8.8438	2.1181	-3.0003	0.3784	-0.6317	-0.0398	1856445.3125	3509013952.9981	3509012096.5528	0.0247	-0.0767	0.9488	-1.0061	9.5772	-0.7242	-0.4959	-0.7234	0.1453	1856445.3125	0.1983	0.0969	-0.4577	-0.5578	4.6905	-8.8550	-0.2760	0.7584	0.2864	1853994.1406	0.9728	0.4843	-0.0692	0.0461	9.7240	-0.2443	-0.0353	-0.7318	0.3502	0.0000	0.0000
1855039.0625	4.2582	-2.6354	-1.4248	7.7729	2.6933	-5.0306	-0.7105	-0.4369	0.5033	1856455.0781	0.1831	0.1078	-0.2460	0.5050	9.2222	-2.6537	0.2442	-0.7578	0.4323	1856455.0781	0.4283	0.2767	-0.2448	-0.3333	4.5708	-8.4793	0.4507	-0.4583	0.5947	1855937.5000	1.6685	0.4293	-0.4010	-8.9993	2.1181	-3.0759	0.3784	-0.6317	-0.0398	1856455.0781	3509013953.0079	3509012096.5528	0.0247	-0.0767	0.9488	-1.0061	9.6526	-0.9620	-0.4959	-0.7234	0.1453	1856455.0781	0.1983	0.0969	-0.4577	-0.4773	4.5397	-8.6944	-0.2280	0.7983	0.3099	1854003.9062	0.9728	0.4843	-0.0692	0.1264	9.8012	-0.1673	-0.0111	-0.6992	0.3641	0.0000	0.0000
1855048.8281	4.2582	-2.6354	-1.4248	7.8541	2.6169	-4.8803	-0.6857	-0.4563	0.4967	1856464.8437	0.4218	-0.5021	-0.3046	0.5050	9.2222	-2.6537	0.2077	-0.7871	0.4323	1856464.8437	-0.1938	0.1258	-0.0576	-0.2555	4.6500	-8.4041	0.4507	-0.4583	0.5947	1855947.2656	1.7909	0.0980	-0.4422	-8.9986	2.1945	-2.9995	0.3412	-0.6481	-0.0258	1856464.8437	3509013953.0176	3509012096.5528	-0.1127	0.3985	0.9230	-0.8496	9.5756	-0.8822	-0.5612	-0.7255	0.1474	1856464.8437	0.0571	0.1503	-0.5291	-0.5585	4.6120	-8.9331	-0.2980	0.7815	0.3474	1854013.6719	0.9728	0.4843	-0.0692	0.1249	9.7232	-0.3220	-0.0297	-0.7414	0.3341	0.0000	0.0000
