Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
3515800.7812	3.2010	2.2233	-1.2587	9.1095	3.5334	1.1145	-0.8914	-0.5243	-0.0174	3517392.5781	-0.3316	0.5966	0.0914	-1.3259	9.6462	0.7186	0.4019	-0.7676	0.1355	3516914.0625	-0.0539	-0.4319	0.1483	0.6010	6.2292	-7.3528	0.3481	-0.5583	0.4361	3516875.0000	1.4235	0.1389	-0.3587	-6.3439	2.1181	7.0881	0.1137	-0.5267	-1.0117	3516972.6562	3509015613.4617	3509012096.4890	-0.1649	-0.5944	0.2697	0.8716	9.1549	3.7047	-0.4837	-0.4660	-0.7158	3517177.7344	0.1989	0.5813	-0.4025	-0.0616	7.5095	-6.5333	-0.3940	0.5882	-0.1221	3514365.2344	-0.4959	0.3633	0.6108	1.7255	9.5788	0.5348	0.0315	-0.8410	0.3041	0.0000	0.0000
3515810.5469	3.3973	2.1906	-1.4405	8.9501	3.6098	1.1153	-0.9181	-0.5573	0.0022	3517402.3437	0.3226	0.4386	0.0400	-1.3259	9.7235	0.6385	0.3500	-0.8086	0.1355	3516923.8281	-0.0539	-0.4319	0.1483	0.6010	6.1492	-7.5057	0.3159	-0.5563	0.4714	3516884.7656	1.4235	0.1389	-0.3587	-6.4986	2.0418	7.0904	0.1137	-0.5267	-1.0117	3516982.4219	3509015613.4714	3509012096.4890	-0.1649	-0.5944	0.2697	0.7934	9.0772	3.7055	-0.4510	-0.4851	-0.6884	3517187.5000	0.2920	0.8221	-0.4527	0.0187	7.5897	-6.3773	-0.3940	0.5882	-0.1221	3514375.0000	-0.4959	0.3633	0.6108	1.8043	9.8074	0.4548	-0.0056	-0.8314	0.3295	0.0000	0.0000
3515820.3125	3.3973	2.1906	-1.4405	9.0306	3.6098	1.1897	-0.9105	-0.5728	-0.0174	3517412.1094	0.3226	0.4386	0.0400	-1.5647	9.6454	0.6400	0.4000	-0.8164	0.1161	3516933.5937	0.0265	-0.1831	-0.0629	0.5231	6.1508	-7.3513	0.3179	-0.6062	0.4559	3516894.5312	1.8368	0.4749	-0.2581	-6.2665	2.0418	7.0881	0.1176	-0.5329	-1.0000	3516992.1875	3509015613.4812	3509012096.4890	-0.1649	-0.5944	0.2697	0.8716	9.2327	3.7040	-0.5204	-0.4851	-0.6632	3517197.2656	0.2920	0.8221	-0.4527	-0.0617	7.5865	-6.5348	-0.3380	0.6387	-0.1338	3514384.7656	-0.4959	0.3633	0.6108	1.7232	9.5765	0.3016	0.0315	-0.8333	0.3088	0.0000	0.0000
3515830.0781	3.3973	2.1906	-1.4405	9.1907	3.5334	1.2641	-0.9181	-0.5379	0.0000	3517421.8750	0.3226	0.4386	0.0400	-1.5647	9.6454	0.6400	0.4000	-0.8164	0.1161	3516943.3594	0.0265	-0.1831	-0.0629	0.6010	6.2292	-7.3528	0.3179	-0.6062	0.4559	3516904.2969	1.8368	0.4749	-0.2581	-6.4978	1.9654	7.1684	0.1157	-0.5144	-0.9719	3517001.9531	3509015613.4910	3509012096.4890	-0.1053	0.2762	0.1406	0.7934	9.3890	3.7814	-0.5204	-0.4851	-0.6632	3517207.0312	0.2920	0.8221	-0.4527	0.0164	7.4309	-6.6129	-0.3860	0.5861	-0.0751	3514394.5312	-0.4959	0.3633	0.6108	1.7239	9.6537	0.3786	0.0093	-0.8755	0.3041	0.0000	0.0000
3515839.8437	3.0754	1.7489	-1.1378	9.1103	3.7625	1.1874	-0.8990	-0.5631	-0.0108	3517431.6406	0.3226	0.4386	0.0400	-1.4055	9.6462	0.7186	0.4019	-0.7773	0.1290	3516953.1250	0.0265	-0.1831	-0.0629	0.5231	6.1500	-7.4281	0.3400	-0.5792	0.4295	3516914.0625	1.8368	0.4749	-0.2581	-6.4205	1.9654	7.1676	0.1039	-0.5329	-1.0070	3517011.7187	3509015613.5007	3509012096.4890	-0.1053	0.2762	0.1406	0.7934	9.1565	3.8628	-0.4816	-0.4489	-0.7032	3517216.7969	0.0124	0.3280	-0.3192	0.0172	7.5095	-6.5349	-0.3860	0.5861	-0.0751	3514404.2969	-0.9066	-0.3481	0.6121	1.8028	9.6529	0.3008	0.0204	-0.8870	0.3088	0.0000	0.0000
3515849.6094	3.0754	1.7489	-1.1378	9.0313	3.6098	1.2649	-0.9143	-0.5068	0.0022	3517441.4062	0.3187	0.7044	-0.0780	-1.1667	9.6462	0.7186	0.3577	-0.8262	0.1376	3516962.8906	0.0265	-0.1831	-0.0629	0.6010	6.3091	-7.2000	0.3078	-0.5813	0.4581	3516923.8281	1.6072	0.0643	-0.2789	-6.2657	1.9654	7.1660	0.1039	-0.5329	-1.0070	3517021.4844	3509015613.5105	3509012096.4890	-0.1053	0.2762	0.1406	0.7934	9.1565	3.8628	-0.4633	-0.4745	-0.6884	3517226.5625	0.0124	0.3280	-0.3192	0.0164	7.5079	-6.6144	-0.4000	0.6134	-0.1244	3514414.0625	-0.9066	-0.3481	0.6121	1.7239	9.6537	0.3786	-0.0019	-0.8716	0.3295	0.0000	0.0000
3515859.3750	3.0754	1.7489	-1.1378	9.0298	3.5334	1.1153	-0.8952	-0.5340	-0.0152	3517451.1719	0.3187	0.7044	-0.0780	-1.1667	9.4113	0.6447	0.3577	-0.8262	0.1376	3516972.6562	0.5127	-0.0317	-0.2031	0.4453	6.0723	-7.3497	0.3078	-0.5813	0.4581	3516933.5937	1.6072	0.0643	-0.2789	-6.4979	2.1181	7.1668	0.1451	-0.4959	-1.0047	3517031.2500	3509015613.5203	3509012096.4890	-0.5517	0.7086	-0.3146	0.8716	9.0779	3.7845	-0.4633	-0.4745	-0.6884	3517236.3281	0.0124	0.3280	-0.3192	0.0179	7.5881	-6.4568	-0.3320	0.6282	-0.1315	3514423.8281	-0.9066	-0.3481	0.6121	1.7231	9.7294	0.3000	0.0148	-0.8927	0.3041	0.0000	0.0000
